prNumber,Util,Network,Interpreter,i18n,Logic,Test,IO,Security,App,issueNumber,corpus
1821,0,0,0,0,1,1,0,0,0,1767,guard against multiple evaluations of before statement some rules evaluate the base statement multiple times eg to executetests repeatedly the changes made in #1672 led to an exception in suchcases because the `mockitolistener` was registered multiple times nowwe only add the listener the first time the statement is evaluated inorder to restore the old behavior1767 oh this fails a lot of tests 😢 could it be that `testfinished` needs the same treatment? || > could it be that `testfinished` needs the same treatment?it does indeed   merging 1821  < 
1845,1,1,0,1,1,1,0,0,1,1815,revert "add duration overloads 1815" reverts mockito/mockito#18181843  merging 1845 
1847,1,0,0,1,1,1,0,0,1,1846, undetected unused stubbing when matching previous stubbed call 1846  merging 1847 
1849,1,0,0,1,1,1,1,0,1,1848,performance optimization by using methodgetparametercount() where possible hias described in #1848 we could make use of `methodgetparametercount()` in order to save some overhead from unnecessary cloning caused  methodgetparametertypes()`as this is my first contribution to mockito let me know if i can do something to helplet me know what you thinkcheerschristoph  merging 1849  < 
1850,1,0,0,0,1,1,1,0,1,522,522 : basic test suite for osgi framework this is a proposal for a basic test project to ensure that the mockito artifacts can be consumed from an osgi environment for example reverting the fix for #678 is caught with the following exception:```javalangillegalstateexception: failed to install bundle: mockito-core-323jar	at orgmockitoosgitestosgitestsetup(osgitestjava:55)	 (snipped)caused by: orgosgiframeworkbundleexception: error occurred installing a bundle	at orgeclipseosgistoragestorageinstall(storagejava:739)	at orgeclipseosgiinternalframeworkbundlecontextimplinstallbundle(bundlecontextimpljava:187)	at orgeclipseosgiinternalframeworkbundlecontextimplinstallbundle(bundlecontextimpljava:179)	at orgmockitoosgitestosgitestsetup(osgitestjava:53)	 40 morecaused by: javalangillegalargumentexception: invalid range "[160": invalid format	at orgosgiframeworkversionrange<init>(versionrangejava:173)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactoryaddpackageimports(osgimanifestbuilderfactoryjava:373)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactorygetpackageimports(osgimanifestbuilderfactoryjava:352)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactorycreatebuilder(osgimanifestbuilderfactoryjava:111)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactorycreatebuilder(osgimanifestbuilderfactoryjava:78)	at orgeclipseosgistoragestoragegetbuilder(storagejava:784)	at orgeclipseosgistoragestoragegetbuilder(storagejava:766)	at orgeclipseosgistoragestorageinstall(storagejava:706)	 43 morecaused by: javautilnosuchelementexception	at javautilstringtokenizernexttoken(stringtokenizerjava:349)	at orgosgiframeworkversionrange<init>(versionrangejava:157)	 50 more```the osgi test project consists of three source sets:1 a regular junit4 `test` source set with a single class osgitest starts an osgi framework installs mockito-core byte-buddy and objenesis bundles as well as two test bundles and executes some simple mockito test cases inside the osgi framework2 a source set `testbundle` thats built to an osgi bundle using the `bundle` task from the bnd gradle plugin contains the test classes that run the mockito test cases and thus depends on the mockito bundle3 a source set `otherbundle` thats also built to an osgi bundle but with no other dependencies used for testing mocking of classes from other bundlessome further technical details:- the `test` source set only has compile dependencies on the osgi apis and junit4 ie not on mockito the osgi framework is created using the standard framework api at runtime equinox is added as a dependency to supply an actual framework implementation but the intention is that any framework implementation could be used- the test cases are run by loading classes from the test bundle that all implement `runnable` this is to provide a simple bridge using a common jdk class the reason for setting up such a bridge is that i want to drive the tests using a test runner that gradle supports for example to get good test reports but the test bundles dont know anything about junit4 inside the osgi framework i didnt want to explore adding an osgified version of junit into the mix at this point since that would also entail solving test discovery inside an osgi framework- the osgi bundles are built using the [bnd gradle plugin]( instead of the deprecated `osgi` plugin in gradle the reason is both future proofing to not impede a migration to gradle 60 in this new sub project and that i believe it better mirrors how other projects would consume the mockito artifacts further it paves the way for replacing the usage of the deprecated plugin for the creating the osgi manifests in the root projectsince this is my first contribution ill be happy to fix anything that goes against the grains  merging 1850  
1850,1,0,0,0,1,1,1,0,1,678,522 : basic test suite for osgi framework this is a proposal for a basic test project to ensure that the mockito artifacts can be consumed from an osgi environment for example reverting the fix for #678 is caught with the following exception:```javalangillegalstateexception: failed to install bundle: mockito-core-323jar	at orgmockitoosgitestosgitestsetup(osgitestjava:55)	 (snipped)caused by: orgosgiframeworkbundleexception: error occurred installing a bundle	at orgeclipseosgistoragestorageinstall(storagejava:739)	at orgeclipseosgiinternalframeworkbundlecontextimplinstallbundle(bundlecontextimpljava:187)	at orgeclipseosgiinternalframeworkbundlecontextimplinstallbundle(bundlecontextimpljava:179)	at orgmockitoosgitestosgitestsetup(osgitestjava:53)	 40 morecaused by: javalangillegalargumentexception: invalid range "[160": invalid format	at orgosgiframeworkversionrange<init>(versionrangejava:173)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactoryaddpackageimports(osgimanifestbuilderfactoryjava:373)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactorygetpackageimports(osgimanifestbuilderfactoryjava:352)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactorycreatebuilder(osgimanifestbuilderfactoryjava:111)	at orgeclipseosgicontainerbuildersosgimanifestbuilderfactorycreatebuilder(osgimanifestbuilderfactoryjava:78)	at orgeclipseosgistoragestoragegetbuilder(storagejava:784)	at orgeclipseosgistoragestoragegetbuilder(storagejava:766)	at orgeclipseosgistoragestorageinstall(storagejava:706)	 43 morecaused by: javautilnosuchelementexception	at javautilstringtokenizernexttoken(stringtokenizerjava:349)	at orgosgiframeworkversionrange<init>(versionrangejava:157)	 50 more```the osgi test project consists of three source sets:1 a regular junit4 `test` source set with a single class osgitest starts an osgi framework installs mockito-core byte-buddy and objenesis bundles as well as two test bundles and executes some simple mockito test cases inside the osgi framework2 a source set `testbundle` thats built to an osgi bundle using the `bundle` task from the bnd gradle plugin contains the test classes that run the mockito test cases and thus depends on the mockito bundle3 a source set `otherbundle` thats also built to an osgi bundle but with no other dependencies used for testing mocking of classes from other bundlessome further technical details:- the `test` source set only has compile dependencies on the osgi apis and junit4 ie not on mockito the osgi framework is created using the standard framework api at runtime equinox is added as a dependency to supply an actual framework implementation but the intention is that any framework implementation could be used- the test cases are run by loading classes from the test bundle that all implement `runnable` this is to provide a simple bridge using a common jdk class the reason for setting up such a bridge is that i want to drive the tests using a test runner that gradle supports for example to get good test reports but the test bundles dont know anything about junit4 inside the osgi framework i didnt want to explore adding an osgified version of junit into the mix at this point since that would also entail solving test discovery inside an osgi framework- the osgi bundles are built using the [bnd gradle plugin]( instead of the deprecated `osgi` plugin in gradle the reason is both future proofing to not impede a migration to gradle 60 in this new sub project and that i believe it better mirrors how other projects would consume the mockito artifacts further it paves the way for replacing the usage of the deprecated plugin for the creating the osgi manifests in the root projectsince this is my first contribution ill be happy to fix anything that goes against the grains  merging 1850  
1854,1,0,0,1,0,1,0,0,0,1853,1853: allow @mockitosettings to be inherited -  read the [contributing guide]( -  pr should be motivated ie what does it fix why and if relevant how -  if possible / relevant include an example in the description that could help all readers       including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history  intention is important please rebase your commit history so that each       commit is meaningful and help the people that will explore a change in 2 years -  the pull request follows coding style -  mention `<issue number>` in the description _if relevant_ -  at least one commit should mention `fixes #<issue number>` _if relevant_   > > > could you add a regression test in the junit-jupiter-test testsuite?ive just amended the commit with a test ||
1878,1,0,0,1,1,1,1,0,1,1877,revert " undetected unused stubbing when matching previous stubbed call" reverts mockito/mockito#18471877 based on feedback in #1846  merging 1878 
1881,0,0,0,0,0,0,0,0,0,1880,fix unnecessarystubbingexception javadoc 1880  
1890,1,0,0,0,1,1,1,0,1,1875,fix mocks throwing same instance with throwable class fixes mocks throwing the same throwable instance consecutively after specifying the mock behaviour with `dothrow(class)` or `thenthrow(class)`this is achieved by moving the instantiation of the throwable into a new answer called throwsexceptionclass - much like throwsexception then `thenthrow(class)` calls `the swer(answer)` with a new instance of throwsexceptionclass rather than `thenthrow(throwable)` similar for `dothrow(class)` `dothrow(throwable)` and `doanswer(answer)`1875 @timvdlippe just have a quick inquiry: the test in uninstantiablethrowabletest is failing because it expects an instantiationerror to be thrown in the middle of stubbing (check pr #1549) the new code doesnt instantiate in the middle of stubbing anymore how do i ignore the test? or do i just delete the test file? im used to using an annotation to ignore tests the pr should be ready after thats sorted and any other suggested changes  
1895,1,0,0,0,0,1,0,0,1,1894,1894 checkstyle error on windows windows has some issues with relative paths in checkstyle config files additionally it failed with an euro sign in codeplease verify if it also works on unix env  
1911,1,0,0,0,1,0,0,0,0,1910,1910: update description of argumentmatcher javadoc for any() the doc says that"any() is an alias of: anyobject() and any(javalangclass)"but in the note it says that"since mockito 210 any(class) is not anymore an alias of this method"this is confusing so the alias in the doc should exclude any(javalangclass) to simply be"any() is an alias of: anyobject()"also update the same issue of anyobject()check list -  read the [contributing guide]( -  pr should be motivated ie what does it fix why and if relevant how -  if possible / relevant include an example in the description that could help all readers       including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history  intention is important please rebase your commit history so that each       commit is meaningful and help the people that will explore a change in 2 years -  the pull request follows coding style -  mention `<issue number>` in the description _if relevant_ -  at least one commit should mention `fixes #<issue number>` _if relevant_  
1914,1,0,0,0,0,1,1,0,1,190,fix pattern matcher not matching to subregion issue #1905 talked about a particular pattern using javas pattern class that causes mockito to not properly match the argument (provided with an invocation) to the expected answerit was later discovered that the pattern matcher matches to the entire region not some subregion by using javas `matchermatch()` (see [comment]( in #1905) this commit fixes that by using `matcherfind()`1905  
1914,1,0,0,0,0,1,1,0,1,1905,fix pattern matcher not matching to subregion issue #1905 talked about a particular pattern using javas pattern class that causes mockito to not properly match the argument (provided with an invocation) to the expected answerit was later discovered that the pattern matcher matches to the entire region not some subregion by using javas `matchermatch()` (see [comment]( in #1905) this commit fixes that by using `matcherfind()`1905  
1942,1,1,1,0,1,1,1,0,1,189,1898 : return mock name from tostring method for deep stub mocks return mock name from tostring for deep stub mocks it was previously returning null1898  merging 1942 
1942,1,1,1,0,1,1,1,0,1,1898,1898 : return mock name from tostring method for deep stub mocks return mock name from tostring for deep stub mocks it was previously returning null1898  merging 1942 
1949,1,0,0,0,1,1,0,0,1,1712,1712 : prepend description to assertionerror thrown in verification extended mockitoassertionerror to wrap instance of assertionerror in addition to mockitoassertionerror so that the various possible exceptions thrown for non-matching arguments have description prepended to the message oh it seems like you need to run `/gradlew spotlessapply` locally to fix the formatting issues || i think you need to rebase on release/3x to pick up the latest changes your spotless configuration locally appears to be out-of-date || are you running `/gradlew spotlessapply`? i can take a look on monday why it is not formatting as expected || thanks tim ive rebased now hopefully should fix the formatting issue just squashed the commits ||  merging 1949 
1968,1,1,0,1,1,1,0,0,1,1967,1967: correctly handle mocks with limited life-cycle in listeners due to the limited lifetime of static mocks they cannot be validated within a mockito session since they might have expired when the validation is applied this patch excludes static mocks from all validation to support static mocks in the regular session validation we would rather need to trigger the validation upon release of any static mock it only tests part of the issue for actually testing it we would need to run the junit tests with the inline mock maker and create subprojects for it i am going on a two week vacation tomorrow so i did not want to open that barrel of wine tonight but i validated the working manually if you have some time could you add additional subprojects? i validated the runners manually however || ah okay i got confused as the commit mentions that the issue is  so thats why i thought we had test the whole scenario please go on vacation we can figure it out later 😄  ||  merging 1968 
1974,1,0,0,1,1,1,0,0,1,1855,1855 and #939: improve error message when the inline mock maker cannot be used improves the error message and does not create a hard dependency on the compiler module it also points out that byte buddy can now emulate the attachment api using jna if its added to the class path  merging 1974 
1989,1,0,0,1,1,1,0,0,1,1988,do not pass static mocks to regular listener callback does not include static mocks in regular listener logic as it might distort existing mock collectors that do not expect scoped mocks 1988we have passed `class` objects to the listener to indicate a static mock the class object is of course itself not a regular mock and its cleaner to create a callback method of its own this way existing listeners remain logically backwards compatible including our own listener that is used within the junit runner (we have only tested the rule i added a test for the runner too)  merging 1989 
2017,1,1,0,1,1,1,0,0,1,2015,only enable mocking of types right before instantiation to avoid circular interception of constructor creation 2015  
2018,1,1,0,1,1,1,0,0,1,2015,only enable mocking of types right before instantiation to avoid circular interception of constructor creation 2015  
2023,1,1,0,1,1,1,0,1,0,2011,initializes classes prior to instrumentation to avoid uncontrolled code execution 2011 - triggeres initializers explicitly  merging 2023 
2034,1,1,0,1,1,1,1,0,0,1802,escape mock during method dispatch on mock to avoid premature garbage collection under heavy optimization mocks might get garbage collected during the dispatching of a mocked method if the mock instance is not used after this method dispatch to avoid this we escape the mock instance during the dispatch to make sure that the gc cannot collect the object1802 indeed force pushed a new version just nowlets hope the jit stays dumb enough to avoid this error in the future - i was really certain that the stack allocation of the mock object would avoid the allocation but if the entire mockito call stack gets inlined that does no longer apply worst case we need to make the mockito call stack deeper then the inlining heuristic ) ||
2042,1,1,0,1,1,1,1,0,1,198,mock resolver plugin adds a plugin to allow for adding one or multiple mock resolvers this way instances that are provided to mockitos dsl do no longer require to be the actual mocks but can also be proxies of mocks what is something already being applied by frameworks such as springthis works today with the subclass mock maker by accident as we read the mock state from the mock instance via a method which gets proxied if we ever find a more private appraoch this would however break springs mockito use and it is already broken with the inline mock makerby this spi spring could add an unproxy resolver to its mockito build-up and make its proxied mocks compatible with mockito other frameworks could use the same approach if desired as this spi is genericcloses #1980  merging 2042 
2046,1,1,0,1,1,1,1,1,1,2040,do not exclude synthetic constructors from instrumentation 2040 byte buddy does exclude synthetic members by default as they normally provide necessary infrastructure outside of business logic (eg bridge methods) for constructor instrumentation it is however crucial that no code is called during mock creation and that fields are copied during spy creation  merging 2046 
2071,1,0,0,1,1,1,0,0,0,206,2061: argumentmatcher error messages use lambda class names 2061  merging 2071 
2071,1,0,0,1,1,1,0,0,0,2061,2061: argumentmatcher error messages use lambda class names 2061  merging 2071 
2176,1,1,1,1,1,1,1,0,1,2092,bump versionserrorprone from 240 to 251 bumps `versionserrorprone` from 240 to 251updates `error_prone_core` from 240 to 251<details><summary>release notes</summary><p><em>sourced from <a href" releases</a></em></p><blockquote><h2>error prone 251</h2><p>changes</p><p>nosuchmethoderror: comsuntoolsjavacutillist comsuntoolsjavaccodesymbol$typesymbolgetenclosedelements</p><ul><li> <code>nosuchmethoderror</code> crash in <code>hidingfield</code> (<a href" <code>nosuchelementexception</code> crash in <code>restrictedapichecker</code> (<a href" positive in <code>differentnamebutsame</code> (<a href" positive in <code>unnecessaryoptionalget</code> (<a href" positive in <code>unnecessarymethodreference</code> (<a href" a regression in jdk 16-ea support (<a href" prone 250</h2><p>new checks:</p><ul><li><a href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" raw html omitted --></blockquote><p> (truncated)</p></details><details><summary>commits</summary><ul><li><a href" release error prone 251</li><li><a href" support pre-jdk-8044853 early-desugaring of <code>jcnewclass</code></li><li><a href" dont set checks as <code>disableable  false</code> in external</li><li><a href" handle classes with explicit enclosing instances in <code>differentnamebutsame</code></li><li><a href" <code>symbolislocal</code> was renamed in jdk 16</li><li><a href" dont suggest private constructors for abstract classes</li><li><a href" fix handling of <code>super::</code> method references in <code>unnecessarymethodreference</code></li><li><a href" only report <code>unnecessaryoptionalget</code> findings if the receivers are identical</li><li><a href" address a <code>visiblefortestingused</code> finding</li><li><a href" generate javadoc in ci pipeline</li><li>additional commits viewable in <a href" view</a></li></ul></details><br />updates `error_prone_test_helpers` from 240 to 251<details><summary>release notes</summary><p><em>sourced from <a href" releases</a></em></p><blockquote><h2>error prone 251</h2><p>changes</p><p>nosuchmethoderror: comsuntoolsjavacutillist comsuntoolsjavaccodesymbol$typesymbolgetenclosedelements</p><ul><li>fixed <code>nosuchmethoderror</code> crash in <code>hidingfield</code> (<a href" <code>nosuchelementexception</code> crash in <code>restrictedapichecker</code> (<a href" positive in <code>differentnamebutsame</code> (<a href" positive in <code>unnecessaryoptionalget</code> (<a href" positive in <code>unnecessarymethodreference</code> (<a href" a regression in jdk 16-ea support (<a href" prone 250</h2><p>new checks:</p><ul><li><a href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" raw html omitted --></blockquote><p> (truncated)</p></details><details><summary>commits</summary><ul><li><a href" release error prone 251</li><li><a href" support pre-jdk-8044853 early-desugaring of <code>jcnewclass</code></li><li><a href" dont set checks as <code>disableable  false</code> in external</li><li><a href" handle classes with explicit enclosing instances in <code>differentnamebutsame</code></li><li><a href" <code>symbolislocal</code> was renamed in jdk 16</li><li><a href" dont suggest private constructors for abstract classes</li><li><a href" fix handling of <code>super::</code> method references in <code>unnecessarymethodreference</code></li><li><a href" only report <code>unnecessaryoptionalget</code> findings if the receivers are identical</li><li><a href" address a <code>visiblefortestingused</code> finding</li><li><a href" generate javadoc in ci pipeline</li><li>additional commits viewable in <a href" view</a></li></ul></details><br />dependabot will resolve any conflicts with this pr as long as you dont alter it yourself you can also trigger a rebase manually by commenting `@dependabot rebase`[//]: # (dependabot-automerge-start)[//]: # (dependabot-automerge-end)---<details><summary>dependabot commands and options</summary><br />you can trigger dependabot actions by commenting on this pr:- `@dependabot rebase` will rebase this pr- `@dependabot recreate` will recreate this pr overwriting any edits that have been made to it- `@dependabot merge` will merge this pr after your ci passes on it- `@dependabot squash and merge` will squash and merge this pr after your ci passes on it- `@dependabot cancel merge` will cancel a previously requested merge and block automerging- `@dependabot reopen` will reopen this pr if it is closed- `@dependabot close` will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually- `@dependabot ignore this major version` will close this pr and stop dependabot creating any more for this major version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this minor version` will close this pr and stop dependabot creating any more for this minor version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this dependency` will close this pr and stop dependabot creating any more for this dependency (unless you reopen the pr or upgrade to it yourself)</details> errorprone is catching actual issues i will work through them ||
2176,1,1,1,1,1,1,1,0,1,2094,bump versionserrorprone from 240 to 251 bumps `versionserrorprone` from 240 to 251updates `error_prone_core` from 240 to 251<details><summary>release notes</summary><p><em>sourced from <a href" releases</a></em></p><blockquote><h2>error prone 251</h2><p>changes</p><p>nosuchmethoderror: comsuntoolsjavacutillist comsuntoolsjavaccodesymbol$typesymbolgetenclosedelements</p><ul><li> <code>nosuchmethoderror</code> crash in <code>hidingfield</code> (<a href" <code>nosuchelementexception</code> crash in <code>restrictedapichecker</code> (<a href" positive in <code>differentnamebutsame</code> (<a href" positive in <code>unnecessaryoptionalget</code> (<a href" positive in <code>unnecessarymethodreference</code> (<a href" a regression in jdk 16-ea support (<a href" prone 250</h2><p>new checks:</p><ul><li><a href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" raw html omitted --></blockquote><p> (truncated)</p></details><details><summary>commits</summary><ul><li><a href" release error prone 251</li><li><a href" support pre-jdk-8044853 early-desugaring of <code>jcnewclass</code></li><li><a href" dont set checks as <code>disableable  false</code> in external</li><li><a href" handle classes with explicit enclosing instances in <code>differentnamebutsame</code></li><li><a href" <code>symbolislocal</code> was renamed in jdk 16</li><li><a href" dont suggest private constructors for abstract classes</li><li><a href" fix handling of <code>super::</code> method references in <code>unnecessarymethodreference</code></li><li><a href" only report <code>unnecessaryoptionalget</code> findings if the receivers are identical</li><li><a href" address a <code>visiblefortestingused</code> finding</li><li><a href" generate javadoc in ci pipeline</li><li>additional commits viewable in <a href" view</a></li></ul></details><br />updates `error_prone_test_helpers` from 240 to 251<details><summary>release notes</summary><p><em>sourced from <a href" releases</a></em></p><blockquote><h2>error prone 251</h2><p>changes</p><p>nosuchmethoderror: comsuntoolsjavacutillist comsuntoolsjavaccodesymbol$typesymbolgetenclosedelements</p><ul><li>fixed <code>nosuchmethoderror</code> crash in <code>hidingfield</code> (<a href" <code>nosuchelementexception</code> crash in <code>restrictedapichecker</code> (<a href" positive in <code>differentnamebutsame</code> (<a href" positive in <code>unnecessaryoptionalget</code> (<a href" positive in <code>unnecessarymethodreference</code> (<a href" a regression in jdk 16-ea support (<a href" prone 250</h2><p>new checks:</p><ul><li><a href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" raw html omitted --></blockquote><p> (truncated)</p></details><details><summary>commits</summary><ul><li><a href" release error prone 251</li><li><a href" support pre-jdk-8044853 early-desugaring of <code>jcnewclass</code></li><li><a href" dont set checks as <code>disableable  false</code> in external</li><li><a href" handle classes with explicit enclosing instances in <code>differentnamebutsame</code></li><li><a href" <code>symbolislocal</code> was renamed in jdk 16</li><li><a href" dont suggest private constructors for abstract classes</li><li><a href" fix handling of <code>super::</code> method references in <code>unnecessarymethodreference</code></li><li><a href" only report <code>unnecessaryoptionalget</code> findings if the receivers are identical</li><li><a href" address a <code>visiblefortestingused</code> finding</li><li><a href" generate javadoc in ci pipeline</li><li>additional commits viewable in <a href" view</a></li></ul></details><br />dependabot will resolve any conflicts with this pr as long as you dont alter it yourself you can also trigger a rebase manually by commenting `@dependabot rebase`[//]: # (dependabot-automerge-start)[//]: # (dependabot-automerge-end)---<details><summary>dependabot commands and options</summary><br />you can trigger dependabot actions by commenting on this pr:- `@dependabot rebase` will rebase this pr- `@dependabot recreate` will recreate this pr overwriting any edits that have been made to it- `@dependabot merge` will merge this pr after your ci passes on it- `@dependabot squash and merge` will squash and merge this pr after your ci passes on it- `@dependabot cancel merge` will cancel a previously requested merge and block automerging- `@dependabot reopen` will reopen this pr if it is closed- `@dependabot close` will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually- `@dependabot ignore this major version` will close this pr and stop dependabot creating any more for this major version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this minor version` will close this pr and stop dependabot creating any more for this minor version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this dependency` will close this pr and stop dependabot creating any more for this dependency (unless you reopen the pr or upgrade to it yourself)</details> errorprone is catching actual issues i will work through them ||
2176,1,1,1,1,1,1,1,0,1,2105,bump versionserrorprone from 240 to 251 bumps `versionserrorprone` from 240 to 251updates `error_prone_core` from 240 to 251<details><summary>release notes</summary><p><em>sourced from <a href" releases</a></em></p><blockquote><h2>error prone 251</h2><p>changes</p><p>nosuchmethoderror: comsuntoolsjavacutillist comsuntoolsjavaccodesymbol$typesymbolgetenclosedelements</p><ul><li> <code>nosuchmethoderror</code> crash in <code>hidingfield</code> (<a href" <code>nosuchelementexception</code> crash in <code>restrictedapichecker</code> (<a href" positive in <code>differentnamebutsame</code> (<a href" positive in <code>unnecessaryoptionalget</code> (<a href" positive in <code>unnecessarymethodreference</code> (<a href" a regression in jdk 16-ea support (<a href" prone 250</h2><p>new checks:</p><ul><li><a href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" raw html omitted --></blockquote><p> (truncated)</p></details><details><summary>commits</summary><ul><li><a href" release error prone 251</li><li><a href" support pre-jdk-8044853 early-desugaring of <code>jcnewclass</code></li><li><a href" dont set checks as <code>disableable  false</code> in external</li><li><a href" handle classes with explicit enclosing instances in <code>differentnamebutsame</code></li><li><a href" <code>symbolislocal</code> was renamed in jdk 16</li><li><a href" dont suggest private constructors for abstract classes</li><li><a href" fix handling of <code>super::</code> method references in <code>unnecessarymethodreference</code></li><li><a href" only report <code>unnecessaryoptionalget</code> findings if the receivers are identical</li><li><a href" address a <code>visiblefortestingused</code> finding</li><li><a href" generate javadoc in ci pipeline</li><li>additional commits viewable in <a href" view</a></li></ul></details><br />updates `error_prone_test_helpers` from 240 to 251<details><summary>release notes</summary><p><em>sourced from <a href" releases</a></em></p><blockquote><h2>error prone 251</h2><p>changes</p><p>nosuchmethoderror: comsuntoolsjavacutillist comsuntoolsjavaccodesymbol$typesymbolgetenclosedelements</p><ul><li>fixed <code>nosuchmethoderror</code> crash in <code>hidingfield</code> (<a href" <code>nosuchelementexception</code> crash in <code>restrictedapichecker</code> (<a href" positive in <code>differentnamebutsame</code> (<a href" positive in <code>unnecessaryoptionalget</code> (<a href" positive in <code>unnecessarymethodreference</code> (<a href" a regression in jdk 16-ea support (<a href" prone 250</h2><p>new checks:</p><ul><li><a href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" href" raw html omitted --></blockquote><p> (truncated)</p></details><details><summary>commits</summary><ul><li><a href" release error prone 251</li><li><a href" support pre-jdk-8044853 early-desugaring of <code>jcnewclass</code></li><li><a href" dont set checks as <code>disableable  false</code> in external</li><li><a href" handle classes with explicit enclosing instances in <code>differentnamebutsame</code></li><li><a href" <code>symbolislocal</code> was renamed in jdk 16</li><li><a href" dont suggest private constructors for abstract classes</li><li><a href" fix handling of <code>super::</code> method references in <code>unnecessarymethodreference</code></li><li><a href" only report <code>unnecessaryoptionalget</code> findings if the receivers are identical</li><li><a href" address a <code>visiblefortestingused</code> finding</li><li><a href" generate javadoc in ci pipeline</li><li>additional commits viewable in <a href" view</a></li></ul></details><br />dependabot will resolve any conflicts with this pr as long as you dont alter it yourself you can also trigger a rebase manually by commenting `@dependabot rebase`[//]: # (dependabot-automerge-start)[//]: # (dependabot-automerge-end)---<details><summary>dependabot commands and options</summary><br />you can trigger dependabot actions by commenting on this pr:- `@dependabot rebase` will rebase this pr- `@dependabot recreate` will recreate this pr overwriting any edits that have been made to it- `@dependabot merge` will merge this pr after your ci passes on it- `@dependabot squash and merge` will squash and merge this pr after your ci passes on it- `@dependabot cancel merge` will cancel a previously requested merge and block automerging- `@dependabot reopen` will reopen this pr if it is closed- `@dependabot close` will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually- `@dependabot ignore this major version` will close this pr and stop dependabot creating any more for this major version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this minor version` will close this pr and stop dependabot creating any more for this minor version (unless you reopen the pr or upgrade to it yourself)- `@dependabot ignore this dependency` will close this pr and stop dependabot creating any more for this dependency (unless you reopen the pr or upgrade to it yourself)</details> errorprone is catching actual issues i will work through them ||
2179,0,0,0,0,1,1,0,0,1,2173,fix reversed order of verify parameters for consistency the parameters of the methodmockedstaticverify(verificationmode verification)have been swapped tomockedstaticverify(verification verificationmode)as this order is already used inmockitoverify(t verificationmode)fixes: #2173check list -  read the [contributing guide]( -  pr should be motivated ie what does it fix why and if relevant how -  if possible / relevant include an example in the description that could help all readers       including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history  intention is important please rebase your commit history so that each       commit is meaningful and help the people that will explore a change in 2 years -  the pull request follows coding style -  mention `<issue number>` in the description _if relevant_ -  at least one commit should mention `fixes #<issue number>` _if relevant_  merging 2179 
2193,0,0,0,0,1,1,0,0,1,2154,2154 : javalangobject is now instrumented again seems like ```// the object type does not ever need instrumentationtargetsremove(objectclass)```in `orgmockitointernalcreationbytebuddyinlinebytecodegeneratortriggerretransformation(set<class<?>> boolean)` was a bit over the top i e it does seem to break mocking of `tostring` when inherited from `javalangobject`i added a test for this which should have been there in the first place due to this i am still not sure if removing the line is safe even if the whole test suite is green please review carefully yeah good point i dont know why i ever added that ||
2236,1,0,0,0,1,1,0,0,1,2235,bugfix/2235 verify on a wrapped mock fails pr for #2235: verify() on a wrapped mock fails with unfinishedverificationexception  
