prNumber,APM,Network,DB,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Microservices,UI,Parser,Security,Big.Data,Event.Handling,corpus
HY88296,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0, trouble summary the fix in tr hy85154 ( updates the css conditions in rmca to generate xml with conditiontype cha_collection_contains when comparing string css values  and cha_compare_data for other css types. additionally  the safeguard for css checks was removed as part of tr hy86518 (  this has been observed to work in all cases except when configuring a promotion strategy in rmca. the logic from the prior tr fixes appears to work for all other tested strategies. . detailed trouble description see attached video for a demonstration of the problem. to reproduce: 1. create a promotion strategy 2. use a css condition in the promotion strategy which compares string values 3. look at the xml. note that chacomparedata is used for the css condition instead of chacollectioncontains. tldr: we want the exact same changes implemented for all strategies in trs: -  -   to also apply to the promotion strategy in rmca  as well as any other strategies where this mightve been missed. so far  only promotion has been identified.  note: this will also involve updating the promotion strategy las and pvs in use case "customfields" (see this patch for prior updates made to the use case as part of the older trs linked above):  . workaround and recovery using single string values on multiple rows for comparisons allows the user to work around this issue. only when comparing multiple string values in a single evaluation does this hinder chas execution.
HY88442,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1 effect the direction setting for consumable units for data nes in the baseconfig(and test data) has a different structure compared to create the same from the gui. 2 description this causes the gui to not show the direction settings correctly. see attachment. . workaround and recovery
HY88695,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0, trouble summary not possible to define lc transition from contract created as pre-initialization state to terminated state . detailed trouble description according to sld for ft6-110 it should be possible to terminate a contract and other entities from "any" state. but when configuring the contract lc specification it is not allowed to create the transistion from created as pre-initalization state to terminated state.  there are several places in the sld that indicates and implies that it should be possible to create this transition. below are some examples:  "rmca to support contract state change rule with terminated state from any contract state (except move_in_progress). that is rmca to update the base lcspec so to support terminated state change be possible from any contract state including meta states"   use case 1 /scenario in sld:   "there is a contract with external id "contr 1" created  such that the products under this contract can consume from bab1 using a sharing provider and consumer product instance. later it was identified that  the life cycle period of contract is set with wrong periods initially when the contract was created. so  the operator wants this contract "contr1" to be deleted from the system and re-created again with correct life cycle periods"  this issue has been discussed with flavio vit and sld author ramanathan o. if it is concluded not to be an issue of implementation this tr should be routed further to oap or correct instance(s) to at least get the sld updated. . workaround and recovery
HY88913,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0, trouble summary beam it rmca 2103/3.11.0  export includes c0000147 . detailed trouble description when exporting from an 2103 cluster with ep for removing ft5-41 is applied  still the fc c0000147 is included in the export files. to be able to use the file for import rmca have to remove the fc from the file and fix the checksum.  reference:   we suspect clusters new installeded after the ep in tr have the fc0000147 inactive. but for already installed clusters where only update is made seem to still have fc0000147 active.  seem we need to have a solution for inactivate the fc as well.  note. buc id for this tr is ft5-41 but it is not available in list.  . workaround and recovery
HY89037,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0, trouble summary rmca import fails with error "unexpected exception occurred". . detailed trouble description rmca import fails with error "unexpected exception occurred". when trying to import policygroups or policycounters configuration  it fails with "unexpected exception occurred". on checking the trace level logs in rmca its found that we do not get "statusid" from cus which rmca looks as mandatory. rmcakaraf.log: 2021-02-26t12 21.626+0100 | debug | p608718349-59467 | .abstractgraphdependencyanalyzer | .abstractgraphdependencyanalyzer  279 | 220 - com.ericsson.bss.rmca.utilities - 24.67.18 | adding networkpolicycounterspecification 61a58144-9b9c-40f5-866a-387cdc72c6fb 2021-02-26t12 21.627+0100 | debug | p608718349-59467 | .abstractgraphdependencyanalyzer | .abstractgraphdependencyanalyzer  411 | 220 - com.ericsson.bss.rmca.utilities - 24.67.18 | finding dependents of networkpolicycounterspecification 61a58144-9b9c-40f5-866a-387cdc72c6fb 2021-02-26t12 21.627+0100 | trace | p608718349-59467 | c.e.b.r.r.e.e.restimportimpl     | dedtraffic.expimp.restimportimpl  158 | 216 - com.ericsson.bss.rmca.restserviceimpl.extendedtraffic - 24.67.18 | failed to import data by token null: null 2021-02-26t12 21.627+0100 | trace | p608718349-59467 | restinterfacecountersserviceimpl | restinterfacecountersserviceimpl   83 | 198 - com.ericsson.bss.rmca.oamservices.pm - 24.67.18 | incremented post response counter failed 2021-02-26t12 21.628+0100 | trace | p608718349-59467 | c.e.b.r.r.b.restimplbase         | estserviceimpl.base.restimplbase   69 | 214 - com.ericsson.bss.rmca.restserviceimpl.base - 24.67.18 | error processing rest request: null java.lang.nullpointerexception: null 2021-02-26t12 21.628+0100 | trace | p608718349-59467 | c.e.b.r.r.b.restexceptionhandler | ceimpl.base.restexceptionhandler   60 | 214 - com.ericsson.bss.rmca.restserviceimpl.base - 24.67.18 | an error occurred while processing the request java.lang.nullpointerexception: null 2021-02-26t12 21.628+0100 | error | p608718349-59467 | c.e.b.r.r.b.restexceptionhandler | ceimpl.base.restexceptionhandler  154 | 214 - com.ericsson.bss.rmca.restserviceimpl.base - 24.67.18 | an unexpected exception occurred while processing the request java.lang.nullpointerexception: null  [root@sot12-cus1 cus]# tail -0f cuskaraf.log 2021-02-26t12 21.632+0100 | error | thread-4209                 | r.c.a.c.r.i.restorchestratorimpl | lementation.restorchestratorimpl  262 | 164 -                 com.ericsson.bss.rm.cus.adapter.clientframework.restorchestrator.implementation - 2.9.6 | error received in rest response from tpg {"result":"error" "message":"unexpected exception occurred"} ^c [root@sot12-cus1 cus]#   issue has been reproduced in two different target environments with following software versions:  [root@sot12-cus1 admin]# rpm -qa | grep -i cus rmca-cus-ui-rpm-2.9.16-1.noarch cusrpm-3.1.11-1.noarch trm-cus-ui-rpm-2.1.3-1.noarch apache-custom-karaf-3.44.0-1.x86_64 [root@sot12-cus1 admin]#  [root@env3-cus1 admin]# rpm -qa | grep cus apache-custom-karaf-3.44.0-1.x86_64 rmca-cus-ui-rpm-2.9.16-1.noarch trm-cus-ui-rpm-2.1.3-1.noarch cusrpm-3.1.12-1.noarch [root@env3-cus1 admin]#  source node version from where configuration was exported: [root@env1-cus1 admin]# rpm -qa | grep cus trm-cus-ui-rpm-2.1.3-1.noarch apache-custom-karaf-3.44.0-1.x86_64 rmca-cus-ui-rpm-2.9.16-1.noarch cusrpm-3.1.11-1.noarch [root@env1-cus1 admin]#  logs: rmca logs  cus dcg and business configuration . workaround and recovery verify and correct the behavior in cus. import should not fail.
HY89080,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0, trouble summary see attachment of what needs to be done  it is minor improvements in the gui design related to ft28-6:4 . detailed trouble description see trouble summary.   . workaround and recovery
HY89361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, trouble summary beam it rmca d2103/25.11.2: not able to delete a bucket tag after unpublish it 2 description not able to delete a bucket tag after unpublish it. delete action is asnwered with code 404 and this is the returned message. [{"errorcode":3023 "path":"" "details":[{"key":"path" "value":""}]}]  the same behavior is observed using standalone env  just create a bt  publish it  unpublish it and try to delete in a test system env.     . workaround and recovery
HY89922,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0, trouble summary a deadlock is happening when performing an import with scenario triggered rules that needs post processing.   . detailed trouble description during import with scenario triggered rules that does not have the rulefor annotation  the scenariotriggeredeventtriggerdetailsupdatetask needs to be run. this task is creating a deadlock with the import itself. see thread_dump.txt for more detailed information.   . workaround and recovery n/a
HY89992,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0, trouble summary the propose is to change the realtiontype between contract specification (cs) and tax exemption specification (tes) from design to optional_contains. . detailed trouble description in buc ft34-164:1 we are doing a catch up for dlib functionality related to postpaid functionality. and  it includes three bucs in total (ft34-164:1  ft28-6:4 and 121b-10:2). upon looking at the 121b-10:2 solution it was found that the relationtype between cs and tes is wrong. the reason is that design is an internal relationaltype in rmca which should only be used when there is no tpg that must implement any particular business logic based on the realational type. but  as dlib is a tpg that is basing its provisioning logic on the relationaltype  the design definition is the wrong relation to use. instead  the optional_contains relationship is the relationship that should be used.  optional_contains is defined as - create an instance of the target entity that is being pointed to by the relation if provided explicitly in the request.  for example  given a contract specification a with a relation (optional_contains) to a tax exemption specification b then: -if a contract is provisioned (request) without including the tax exemption  no tax exemption instance will not be created in cpm. -if a contract is provisioned (request) including the tax exemption  tax exemption instance will be created in cpm.  this has already been discussed with the buc author guruvansh singh and the tpgs that was impacted in 121b-10:2.  for more information see the e-mail attachment below.  a child trouble report must be created on rmca product revision: cnx 901 3404/3 r12a/1 . workaround and recovery
HY90249,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0, trouble summary beam it rmca d2103: ft8-15:4 - second parallel import initiated via rest interface hangs  no response error . detailed trouble description preparation : (in ocs-02 all configuration were exported and then configuration was cleaned up)  1 - all configuration imported via cus gui import ( as this is a big file it last around 10 minutes to be imported) 2 - during this import time (10 minutes window where global lock is active) was initiated another import in parallel using rest  via postman  importing for instance a simple bucket tag. 3 - the expectation was to receive an error in postman after around 1 minute  but postman keep showing "sending request.." message. (the process was hanging or added in a queue waiting first import to be finished). 4 - after 10 minutes  the import from cus gui finished (all config imported ok). 5 - import from rest (postman) finished (bucket tag imported ok).  . workaround and recovery
HY90476,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0, trouble summary characteristic on policyvalues are missing the field "unitofmeasure" when not setting a limit explicitly.   . detailed trouble description this issue was encountered during the creation of testdata for cha using the rmca standalone gui (version 25.16.0). testdata setup on top of baseconfig:    1. pbs - (for duration)    2. cfss - (for rfss voice online)    3. businessstrategy for usage with common dimension for availableunitscondition/bucketbalancecondition.    4. values on common dimension condition for pbs: upper limit: "no upper limit"  lower limit: "0".    5. rule: if [availableunits] > 0 deduct from pb; always true: deduct from bab.    6. ps with pb(pbs) and the bs with common dimension mentioned above.    7. po for ps.  during vre execution of the condition in the usagerule in charging  a npe is raised when attempting to extract a unitofmeasure from the referenced characteristic [possiblevalueupperboundary].  observations: 1. when adding the "unitofmeasure" on the pv manually  everything works as expected. 2. same issue happens for bucketbalancecondition and availableunitscondition 3. same issue happens for lower limit when selecting "no lower limit" 3. this works for local dimensions  when the po has overiding characteristic values that set the unitofmeasure. here no pvs is involved. 4. it looks like this works in older versions of the rmca standalone gui (25.1.3) . workaround and recovery 1. setting unitofmeasure manually on the pv in the json 2. explicitly setting a lower and upper limit on the conditions.  note: please find two examples of policyvalues. one where the unitofmeasure is missing  and one with correct unitofmeasure.
HY91241,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1 effect beam it oap d2103: ft10-31:2 - sld & bsuc discrepancy in handling of notification category   2 description issue:  	 notification category balanceexpiry stated in sld (screenshot below) has been changed to babalanceexpiry (obviously in the schema shared by cha). however  this change has not been applied in rmca. 	 the same goes for notification category babalanceadjustment (currently not available/accessible in notifications ui).  for details see the mail conversation in tr enclosures.   . workaround and recovery
HY91252,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1 effect css condition allows selecting of characteristic with cardinality greater than 1 as a left hand side. this should be restricted from the rmca gui so that when configurator is creating dimension it is not possible to select characteristic whose allowed value is greater than 1. 2 description please test and solve the reported problem in all the places where the css condition is supported. from the tests that we have conducted we noticed that the problem is evident in following rules: ymer strategies: in rules replenishment  activation and purchase for product characteristic (css condition) it is still possible to select characteristic with max cardinality greater than 1. this should not be the case. rmca should restrict it. we observed that for contract characteristic and customer characteristic in the strategies replenishment  activation and purchase works well.  cus strategy: in business strategies in case when the user creates refill strategy the problem is evident as well  in order to reproduce it you need to clean the browser cache:  string list has cardinality 2:      . workaround and recovery n/a
HY91270,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0, trouble summary when configuring two tired rate conditions in a price configuration the second tired rate condition gets replaced by "always true" . detailed trouble description if the price configuration contains two tired rate conditions. i.e. we configure tier limits in two dimension columns in the price specification. see image_one.  when this is saved and after that the po is saved if we now go back to the price configuration then the second column has been replaced by "always true". see image_two   . workaround and recovery
HY91592,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1 effect  [ot] rmca td2103: not able to remove "share all pbs" option during bds versioning . detailed trouble description steps to reproduce:- 1. create new bds with shared bucket (share all pbs) and publish it 2. make new version of above bds and try to remove the existing all pbs option and add new single pbs  here removing the existing all shared pbs is not working.. this suppose to work. find the attached email discussion with rmca and oap team.  3. workaround / recovery no wa available.
HY91667,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0, trouble summary when selecting consumable unit for tiered rate condition you will only be presented with the "data" option. im expecting the options to be: data data - uplink data - downlink as in the linear price action   compare with consumable units that can be selected in the linear price action:  . detailed trouble description the implementation of the tiered rate condition on charging side expects the direction to be set by the "direction" property. . workaround and recovery
HY92098,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0, trouble summary it is possible to save a draft of a nes  pvs or bs with characteristic using deprecated/unsupported value type. . detailed trouble description it should not be possible to save a draft/update entity/duplicate a normalized event specification(nes) that has a parameter with a deprecated value type(date or time) or an unsupported value type(date_time when function key allow_external_overriding_of_fee_and_validity_in_online_rate_and_charge_and_refill is inactive)  it should not be possible to save a draft/update entity/duplicate a policy value specification(pvs also called common dimension) that has a condition with a deprecated value type(date or time) or an unsupported value type(date_time when function key allow_external_overriding_of_fee_and_validity_in_online_rate_and_charge_and_refill is inactive)  it should not be possible to save a draft/update entity/duplicate a business strategy(bs) that has a condition with a deprecated value type(date or time) or an unsupported value type(date_time when function key allow_external_overriding_of_fee_and_validity_in_online_rate_and_charge_and_refill is inactive)   . workaround and recovery do not use for a nes  pvs or bs characteristics using value type date  time or date_time(when function key is inactive).
HY92395,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0, trouble summary web browser data loading may be possible  due to a cross origin resource sharing (cors)misconfiguration on the web server. . detailed trouble description method: get evidence: access-control-allow-origin: *  the cors misconfiguration on the web server permits cross-domain read requests fromarbitrary third party domains  using unauthenticated apis on this domain. web browserimplementations do not permit arbitrary third parties to read the response from authenticatedapis  however. this reduces the risk somewhat. this misconfiguration could be used by anattacker to access data that is available in an unauthenticated manner  but which uses someother form of security  such as ip address white-listing. . workaround and recovery ensure that sensitive data is not available in an unauthenticated manner (using ip addresswhite-listing  for instance). configure the "access-control-allow-origin"  header to a more restrictive set of domains or remove all cors headers entirely  to allow the web browser to enforce the same originpolicy (sop) in a more restrictive manner.
HY92519,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1 effect [ot] td2103 rmca ux :  ba portal url showing wrong name for "product offering price tags" 2 description when we click strategy tags under rmca config  the url shows as product offering price tags. where as for all other entities  it is working as expected. from user experience perspective  this needs to be corrected. find the attached discussion email with rmca ux team.   . workaround and recovery n/a
HY92980,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0, trouble summary the current implementation is automatically replacing deprecated nes parameters from an old refill when you duplicate a business strategy. the correct will be to add a validation rule to force the user to change himself instead.   . detailed trouble description ft10-35 deprecated nes parameters eligibility rule. the previous implementation lists the nes parameter by measure "none". the new implementation will filter the nes parameters by measure "calendartime". when an old refill rule is duplicated  then the system will automatically replace the old nes parameter to null. this behavior should change  the expected behavior is to display a validation rule to force the user to select a new valid nes parameter instead.   . workaround and recovery
HY93696,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0, trouble summary as part of buc ft14-5:9  vr in a pbs char is updated from cbp to np  as part of versioning. please find the snapshot from bsuc.  but the changes did not update the attribute "ispersonalizedvaluetransferable" becuase of which our spec is showing validation error as part of versioning.  . detailed trouble description steps to reproduce    	 provision any existing test data with pbs having vr in char as cbp. example : where is my refund (monetaryrefund pbs) 	 create new version   expected behavior: update the flag to false when the vr is updated to np. . workaround and recovery update the flag "ispersonalizedvaluetransferable" to false when the vr is updated to np.
HY94345,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0, trouble summary cha cores failed to read a few pos into their respective rmca-cache after apply of ep cha core dv sw only package 1.58.0 ep53a in vivo production.   . detailed trouble description  during start of the chargingcore service the two cha cores failed to read a few pos into their respective rmca-cache  which the instances did not recover from while processing requests. we strongly suspect the reason to this is the size of some pos  which is larger than 200mbs  that was not successfully read which then impacted reads on other subsequent pos (which size were not that big). cha pdu currently working on a remedy for this issue in which they are evaluating to introduce a rmca read-failure detection mechanism  as well as an automatic self-healing in case a mismatch would occur.    	 the following errors could been observed in those nodes  saying that could not found the product in the cache memory for rmca   021-03-25t13 00.413-0300 | error | ngine-cpuqueue-8 | c.e.b.r.c.d.t.u.cacheutil        | ss.timelinecache.utils.cacheutil  106 | 240 - com.ericsson.bss.rm.charg ing.dataaccess.timelinecache - 1.151.30 | failed to get 4c809fc5-f262-41fe-99a4-d469794c6d45 from offering cache: {} {} com.ericsson.bss.rm.charging.dataaccess.timelinecache.timeframes.timelinenotfoundexception: timeline {"unifiedtype":"product" "id":"4c809fc5-f262-41fe-99a4-d469794c6d45"} not found         at com.ericsson.bss.rm.charging.dataaccess.timelinecache.timeframes.timelinecacheimpl.getfromtimeline(timelinecacheimpl.java:83)         at     	 in the wait-reports for the nodes with issues failed to read a po and one instance that did not presented issues had 100% po read success    ####### failures after restart ####### brtlvlts5087sl started march 24th ~23 54   wait-report start time: 2021-03-24t23:49 end time:   2021-03-24t23:59   cil.sync-getrecursive.rmca.productoffering.?-total - 7306d76201aff650fec69ecc3a140e27 54        98.15%  1         0         1.79ms       13611.36ms   615.23ms     0.09tps      33222     cil.sync-getrecursive.rmca.productoffering.?-network - 56fb48e5ec371b8c03ccfc5d26820d6c 54        98.15%  1         0         1.75ms       13611.22ms   596.06ms     0.09tps      32187         ####### failures after restart ####### brtlvlts5090sl started march 25th ~00 51   wait-report start time: 2021-03-25t00:49 end time:   2021-03-25t00:59   cil.sync-getrecursive.rmca.productoffering.?-total - 7306d76201aff650fec69ecc3a140e27 54        98.15%  1         0         1.56ms       12111.28ms   650.00ms     0.09tps      35100     cil.sync-getrecursive.rmca.productoffering.?-network - 56fb48e5ec371b8c03ccfc5d26820d6c 54        98.15%  1         0         1.53ms       12111.16ms   632.08ms     0.09tps      34132         ####### successful restart ####### brtlvlts5091sl started march 25th ~01 23   start time: 2021-03-25t01:09 end time:   2021-03-25t01:19   cil.sync-getrecursive.rmca.productoffering.?-total - 7306d76201aff650fec69ecc3a140e27 68        100.00% 0         0         1.32ms       3902.39ms    404.23ms     0.11tps      27487 cil.sync-getrecursive.rmca.productoffering.?-network - 56fb48e5ec371b8c03ccfc5d26820d6c 68        100.00% 0         0         1.28ms       3797.81ms    386.42ms     0.11tps      26276       	 the next step would be   why this happened and what we can do to avoid it.   adding the share point link where logs are attached.         . workaround and recovery
HY94510,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0, trouble summary performing publish on business strategy with invalid common dimension will cause the las to be published first and when publishing the pops the cascade activation will first try the pvs and that will fail. we are not stuck with a published las and pops in draft state   . detailed trouble description steps to reproduce  1. create service usage business strategy 2. add action 3. create new common dimension 4. switch to service specific for same nes as business strategy 5. add only non-service condition  e.g. day of week 6. save (should have validation error) 7. go back to business strategy 8. add common dimension created in step 3 9. save 10. publish  expected behavior: validation error for common dimension will be presented on screen as expected but the las will be active and even though it looks like spec can be changed and save it will fail if tried . workaround and recovery
HY95958,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0, personalization on instance level is disabled for characteristic set specs for entity type "product bucket specification"   . on creating new characteristic set specs of entity type "product bucket specification" it is found that  "personalization on instance level" and "allow values to be transferred" options are disabled. these options are enabled for entity type characteristic set specs. steps: 1. from business portal  go to definition > characteristic set specs 2. create and select entity type "product bucket specification" 3. fill details and go to characteristics tab. 4. create common. 5. fill details name  description  external id and value type. 6. in the settings  "personalization on instance level" and "allow values to be transferred" options are disabled. screen shot attached.   # swrepo list name                    version         delta  active  locked ----------------------  --------------  -----  ------  ------ aam-cli-plugins         1.9.1                  true aamoam                  1.9.1                  true aamoam                  1.9.1           ep02a  true aamtraffic              1.9.1                  true aamtraffic              1.9.1           ep02a  true aasmoam                 1.9.0                  true aasmoam                 1.9.0           ep02a  true aasmtraffic             1.9.0                  true aasmtraffic             1.9.0           ep01a  true bae                     1.23.2                 true bae                     1.23.2          ep04a  true bae                     1.23.2          ep11a  true base-orch               2.2.1                  true    shared base-orch               2.2.1           ep06c  true    shared baseimage-vmdk          3.2.0                  true    shared baseimage-vmdk          3.2.0           ep04b  true    shared bias                    1.3.1                  true bias                    1.5.0-snapshot         true    shared cel-cli                 4.18.0                 true cel-gui                 4.18.0                 true chaaccess               1.80.0                 true chaaccess               1.80.0          ep09a  true chaadm                  1.80.0                 true chaadm                  1.80.0          ep03a  true chaadm                  1.80.0          ep04a  true chabca                  1.80.0                 true chabca                  1.80.0          ep01a  true chabca                  1.80.0          ep03a  true chacontroller           1.80.0                 true chacontroller           1.80.0          ep02a  true chacore                 1.80.0                 true chacore                 1.80.0          ep12a  true chadlb                  1.80.0                 true cil                     3.20.1                 true cmtui                   2.2.0                  true coba                    1.77.0                 true coba                    1.77.0          ep02a  true cobacli                 5.77.0                 true cobacli                 5.77.0          ep02a  true cobaui                  1.22.0                 true cpm                     1.75.1                 true cpm                     1.75.1          ep03a  true cpm                     1.75.1          ep09a  true cpmbsr                  1.10.1                 true cpmgui                  1.19.0                 true cus                     3.14.1                 true cus                     3.14.1          ep01a  true cus                     3.14.1          ep03a  true edmcliplugin            2.22.0                 true edmevexpo               1.82.0                 true edmevexpo               1.82.0          ep04a  true edmevproc               1.82.0                 true edmevproc               1.82.0          ep05a  true edmevpub                1.21.0                 true edmevpub                1.21.0          ep02a  true epscliplugin            3.73.1                 true epsdmart                3.73.1                 true epsmaster               3.73.1                 true epsworker               3.73.1                 true gtm                     1.39.0                 true gtm-remote-mainte ce  1.20.0                 true gtmcli                  1.10.0                 true mapt                    2.23.0                 true mapt                    2.23.0          ep01a  true msg                     2.70.0                 true msv-adm                 6.6.0                  true msv-adm                 6.6.0           ep01a  true msv-adm-plugins         2.4.0                  true msv-cfg                 5.9.1                  true msv-cfg                 5.9.1           ep09a  true msv-lgm                 5.15.0                 true msv-suf                 5.9.1                  true msv-suf                 5.9.1           ep19b  true msvall-dv               5.10.2                 true ngee-base               2.1.1                  true    shared ngee-base               2.1.1           ep14a  true    shared ngee-jboss              2.1.2                  true ngee-jboss              2.1.2           ep01a  true ngee-karaf              2.1.1                  true    shared ngee-karaf              2.1.1           ep01a  true    shared ntf                     2.64.0                 true ntf                     2.64.0          ep06a  true ntf-gui                 2.64.0                 true ntf-mapt-cli            2.23.0                 true privacymanagement       1.3.0                  true rmbasejbossstateless    3.1.0                  true rmbasekarafstateful     3.1.0                  true rmbasekarafstateless    3.1.0                  true    shared rmca                    25.11.2                true rmca                    25.11.2         ep05a  true rmca                    25.11.2         ep08a  true rmca-cus-ui             2.22.4                 true rmca-cus-ui             2.22.7                 true systemfuncctrl          1.72.9                 true taxation                1.40.0                 true taxation                1.40.0          ep02a  true taxationcli             1.40.0                 true taxationui              1.40.0                 true trm                     3.10.1                 true trm-cus-ui              2.1.3                  true ums                     3.21.0                 true ums                     3.21.0          ep02a  true ums-cli-plugins         3.8.0                  true    . na
HY96008,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0, trouble summary as part of buc ft0-31  we have introduced initial_value_validity. this char should be possible to be translated on ba level for personalization or for overriding the default value. please find the same expectation from buc sld.  section 3.5.1.3 - the characteristic pattern applicable for initial value will be followed for initial value validity i.e. it will be possible to inherit this characteristic by bas and allow personalization.  but  we are not supporting this translation today. this should be .  . detailed trouble description steps to reproduce    	 create babs with or without initial value validity.  	 create bas and connect the babs from step 1. now the char from babs should be available for translation/inherit.   expected behavior: char should be translatable.. . workaround and recovery char in babs should be translated on bas level for overriding or for personalization.
HY96823,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1, trouble summary some strategies that has moved to cus/oden based ui gets deleted when related ps is deleted. strategies that is moved to cus guis can be managed seperatly and should not be deleted together with a ps that has a relation to them the following strategies has been identified having this problem  - service triggered - recurrence strategies - service usage   . detailed trouble description 1. create a ps 2. add relevant cfsss for voice and refill 3. add strategies for service usage  service triggered and recurrence to the ps. do not activate. 4. delete the draft ps  now the created drafts for service usage  service triggered and recurrence is also deleted. the correct behavior is not to delete these related strategies.   . workaround and recovery
HY97770,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0, trouble summary when you create a new service usage  recurrence  promotion or lifecycle strategy from the ps. it will list and show the name it was given the first time. so this mean when rename the strategy it is not reflected or shown on the ps that is using this. . detailed trouble description 1 create ps 2 create a strategy form ps. any of service usage  recurrence  promotion or lifecycle. do not activate. 3 save ps. do not activate. 4 go to and open the previous strategy again 5 change the name/title and save. 6 go back to previously created ps  look at the name for the strategy is not changed. it is still the name that was created originally.   . workaround and recovery
HY98520,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0, trouble summary  rmca doesnt allow configuration of "activation at first traffic event" for the pos which are of sharing type but not having any services (cfss). . detailed trouble description as of now rmca doesnt allow "activation at first traffic event" for the po which is of sharing type but not having any services (cfss). we require this in order to instantiate the same po in productavailable state  in contract which is also in contractavailable state (we can call this contract as the "traffic activated" contract). this contract is supposed to become active with "first traffic event"  along with the traffic activated po (base type) which is having some cfss (voice/data/refill etc).  with the implementation of tr: hx66075/hy82868  cpm only allows us to instantiate a traffic activated po in productavailable state and it should have some cfss as well. but in order to use this po for the traffic  we either need to have a "night rider" po or we have to make the "traffic activated" po as the sharing po as well.  in our current beam-it setup  we do not want to restrict the traffic activated pos to be of type "sharing provider & sharing consumer" as well. i hope  the same expectations will be of customer as well.  the system should be flexible enough to allow us to use the "traffic activated" pos which are only of "base" type with "contract internal"/"night rider" pos which are not having any cfss.  but in order to instantiate the "contract internal"/"night rider" pos with productavailable status  cpm expects this po to have "activation at first traffic event" defined as well.  in other words  with this proposal  we can call/treat "sharing" as the "service" as well. note: the above proposal is only valid for the pos which are linked to sharing specs and not to any other pos which neither are having any cfss nor any sharing spec. pfa the background of the discussion with cpm and oap (magnus söderlund xb <magnus.xb.soderlund@ericsson.com>).  . workaround and recovery na
HY99517,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0, trouble summary deleting rfss does not delete related etds and lases . detailed trouble description deleting rfss does not delete related etds and lases e.g. scenario triggered steps to reproduce:  1. create rfss of type base 2. fill arbitrary info in the details tab 3. add refill cs 4. configure a scenario triggered rule with arbitrary info 5. save 6. confirm rfss  etd  & las in specbrowser 7. delete draft 8. observe in the specbrowser that the rfss is deleted but the etd and las is still present   . workaround and recovery
HY99922,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1 effect configuration mismatch for document design for inv and rmca  2 description changes are required in configuration files for rmca document specification files for applications and metadata. it should be in sync with inv.  more details in notebook.
HZ10168,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0, trouble summary possible request smuggling in  due missing validation of content-length in netty. . detailed trouble description cve-2021-21409  step to netty 4.1.61.final . workaround and recovery
HZ10664,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0, trouble summary api bssfsubscriptionmanagement can´t update contract with po . . detailed trouble description if youre using a strategy in a po and you try to add a local value to a common dimension which is defined as "service based: nes data"  the value is added  the po is saved and can be activated. when you try to add to the subscriber  however  the mentioned exception happens. it doesnt matter if you have added the value to the strategy or only defined it without using it. it fails in any case. if you add a local value to a common dimension based on a bucket  it works.    both the strategies and common dimension are a result of the migration from 20.2 to 21.1 (at least  their inclusion in a menu option)     . workaround and recovery
