Named,issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,BigData,App,GIS,corpus
905,6207,7545,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,add simple unit tests i have added some simple unit tests that will increase code coverage / branch coveragethey contribute to issue #6207<!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [ ] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [x] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository  
906,7525,7548,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,fixed missing trigger for linked file operations fixes #7525- [x] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository i was also looking at this and got confused why there is a binding to the executable state in the first place the context menu is created when the user right clicks the file and then the state doesnt change until the user chooses a an option from the menu moreover the linked file view model should be recreated as soon as the content of the file field changes - so no binding needed since the linkedfile is constant for all practical purposes what i am missing? || i have no idea but it works 😅 but seriously: the contextaction command was introduced in the first place to prepare this for a later to be added undo functionality i tried it also with `bindingshelperconstantof()` and directly with `setexecutable()` but this did not show a consistent behaviour my guess is that something is still cachedin this state i think it works but some more investigation surely wouldnt hurt || yeah im also afraid that it is actually a cache error and it still shows the context menu for the previous version of the linked file hopefully that doesnt lead to more problems eg when the action is performed with respect to the previous version instead of the current one ||
907,2292,7549,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,add ability to insert arxivid #2292  pasted `arxivid` creates new bibentry <!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [x] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [x] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [x] screenshots added in pr description (for ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository thanks again for your contribution! thats very useful! ||
908,6487,7551,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,"fix for issue 6487: opening bibtex file (doubleclick) from folder with spaces not working fixes #6487- [x] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [x] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [x] screenshots added in pr description (for ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repositoryvideo:https://user-imagesgithubusercontentcom/57553691/111628111-ce88ae00-882a-11eb-9dee-9dfe3087437fmp4use `d:\test\test whitespacebib` as an exampledouble-click it and i got errors in console as the following:```error opening file d:\test\test: could not find a suitable import formaterror opening file whitespacebib: could not find a suitable import format21:41:53032 [jabref - remote listener server on port 6050] error orgjabreflogicimporteropendatabase - error: file not found```therefore the path was regarded as two files: `d:\test\test` and `whitespacebib`start from `orgjabreflogicimporteropendatabase` to backtrack the dataflow:|         class          |            method            |      variable      || :--------------------: | :--------------------------: | :----------------: ||     `opendatabase`     |        `loaddatabase`        |    `filetoopen`    ||  `argumentprocessor`   |     `importandopenfiles`     |    `aleftover`     ||      `jabrefcli`       |         constructor          |       `args`       ||  `argumentprocessor`   |         constructor          |       `args`       || `jabrefmessagehandler` | `handlecommandlinearguments` |     `message`      || `remotelistenerserver` |       `handlemessage`        |     `argument`     || `remotelistenerserver` |            `run`             | `inputgetvalue()` ||       `protocol`       |       `receivemessage`       |     `argument`     |use logger to print the variable `argument`:```javaif (argument instanceof string[]) {    loggerinfo(arraystostring((string[]) argument))}```and i got:```21:41:53024 [jabref - remote listener server on port 6050] info  orgjabreflogicremotesharedprotocol - [d:\test\test whitespacebib]```so i think the problem is that when passing the argument `d:\test\test whitespacebib` it will be considered as two arguments because there is a whitespace that serves as a delimiteri noticed that @zongxian said that a path containing chinese characters would cause the same error so the problem is not just related to delimiter probably about text encodingtherefore i encoded the arguments in `remoteclientsendcommandlinearguments` and decoded them in `protocolreceivemessage`then i created a binary and tested now it works well on my computer (windows 10 1909) thanks for your acknowledgement!i moved it to `protocolsendmessage` and added some commentsbesides i created a new test case in `remotecommunicationtest`---as @rickvandoorne mentioned:> * if i double click on a bib file while jabref is not running then jabref opens (it no longer gives me the error message) however it does not open the file which i double clicked> * if i double click on a bib file while jabref is running it opens a new library called ""untitled"" but not the file i double clicked> * if i open jabref first and then open a file using ""file"" → ""open library"" it works finei tested these three ways to open a `bib` file got no errordouble click while jabref not running:https://user-imagesgithubusercontentcom/57553691/111728161-47c5e680-88a7-11eb-81d2-ddd56253b3damp4double click while jabref running:video above""open library"":https://user-imagesgithubusercontentcom/57553691/111728322-983d4400-88a7-11eb-983d-74ee3d45354cmp4 || "
909,4129,7552,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ui: fix for group icon <!-- describe the changes you have made here: what why  link issues that are fixed eg ""fixes #333""if you fixed a koppor issue link it eg ""fixes https://githubcom/koppor/jabref/issues/47""the title of the pr must not reference an issue because github does not support autolinking there-->fixes #4129replaced the default group play icon by small circle<img width""640"" alt""screenshot 2021-03-20 at 4 13 02 pm"" src""https://user-imagesgithubusercontentcom/62339705/111866991-30662680-8997-11eb-8e94-15405cb0459bpng"">i think this also fixes #7550<img width""640"" alt""screenshot 2021-03-20 at 4 59 33 pm"" src""https://user-imagesgithubusercontentcom/62339705/111868243-d5383200-899e-11eb-8350-d05285ed782bpng""><img width""640"" alt""screenshot 2021-03-20 at 5 07 50 pm"" src""https://user-imagesgithubusercontentcom/62339705/111868277-044ea380-899f-11eb-8b1f-71685c6da22epng""><!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [ ] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [x] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository thanks for your pr the problem with the default circle is that it is rather big and thus dominates the interface too much (its pretty hard to read the group label because your eyes are constantly focusing the big colorfull blob in front of it) it would be thus nice if this circle could be scaled down (without scaling other icons because they get too small otherwise)  || can you check if the color thing fixes #7550 as well?  || @tobiasdiez thanks for the suggestion i think the icon library has been updated and different sizes of circles are already present in the librarylet me know which one do you prefer1 circle_medium<img width""726"" alt""screenshot 2021-03-20 at 6 37 23 pm"" src""https://user-imagesgithubusercontentcom/62339705/111873214-47b40c80-89b5-11eb-9e44-8c5f6f84b19epng"">2 record<img width""726"" alt""screenshot 2021-03-20 at 6 56 09 pm"" src""https://user-imagesgithubusercontentcom/62339705/111873230-58fd1900-89b5-11eb-8f87-f5bc2cc222capng""> || > can you check if the color thing fixes #7550 as well?i checked it and also updated the screenshots in https://githubcom/jabref/jabref/pull/7552#issue-597260059it fixes all issues mentioned in #7550 || cool! for me record looks appropriate || thats awesome i agree record looks the best || thanks again! || "
910,7550,7552,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ui: fix for group icon <!-- describe the changes you have made here: what why  link issues that are fixed eg ""fixes #333""if you fixed a koppor issue link it eg ""fixes https://githubcom/koppor/jabref/issues/47""the title of the pr must not reference an issue because github does not support autolinking there-->fixes #4129replaced the default group play icon by small circle<img width""640"" alt""screenshot 2021-03-20 at 4 13 02 pm"" src""https://user-imagesgithubusercontentcom/62339705/111866991-30662680-8997-11eb-8e94-15405cb0459bpng"">i think this also fixes #7550<img width""640"" alt""screenshot 2021-03-20 at 4 59 33 pm"" src""https://user-imagesgithubusercontentcom/62339705/111868243-d5383200-899e-11eb-8350-d05285ed782bpng""><img width""640"" alt""screenshot 2021-03-20 at 5 07 50 pm"" src""https://user-imagesgithubusercontentcom/62339705/111868277-044ea380-899f-11eb-8b1f-71685c6da22epng""><!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [ ] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [x] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository thanks for your pr the problem with the default circle is that it is rather big and thus dominates the interface too much (its pretty hard to read the group label because your eyes are constantly focusing the big colorfull blob in front of it) it would be thus nice if this circle could be scaled down (without scaling other icons because they get too small otherwise)  || can you check if the color thing fixes #7550 as well?  || @tobiasdiez thanks for the suggestion i think the icon library has been updated and different sizes of circles are already present in the librarylet me know which one do you prefer1 circle_medium<img width""726"" alt""screenshot 2021-03-20 at 6 37 23 pm"" src""https://user-imagesgithubusercontentcom/62339705/111873214-47b40c80-89b5-11eb-9e44-8c5f6f84b19epng"">2 record<img width""726"" alt""screenshot 2021-03-20 at 6 56 09 pm"" src""https://user-imagesgithubusercontentcom/62339705/111873230-58fd1900-89b5-11eb-8f87-f5bc2cc222capng""> || > can you check if the color thing fixes #7550 as well?i checked it and also updated the screenshots in https://githubcom/jabref/jabref/pull/7552#issue-597260059it fixes all issues mentioned in #7550 || cool! for me record looks appropriate || thats awesome i agree record looks the best || thanks again! || "
911,7554,7558,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,"allow identical group names <!-- describe the changes you have made here: what why  link issues that are fixed eg ""fixes #333""if you fixed a koppor issue link it eg ""fixes https://githubcom/koppor/jabref/issues/47""the title of the pr must not reference an issue because github does not support autolinking there-->allow creation of groups with names that already exist somewhere in the group hierarchythis in the essence fixes #7554 by making repeated group names ""first class citizens"" in jabref allowing to create them in the gui (with a warning of course) it seems suitable for many users (as judged by group interface discussions) and does not bring any undesired consequences (i played for a while with it everything works as expected assuming you are fine with the fact that two groups with the same names contain always the same entries for me this seems ok)i offer this pr since the fix was *very* simple (seh  sunday evening hack ) ) and brings a lot of useful functionality imho the alternative name suggestions are possible but will need considerably more effort<!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->![screenshot at 2021-03-21 17-56-22](https://user-imagesgithubusercontentcom/10668420/111911840-c0779f00-8a6f-11eb-92e8-cc51efb63d5epng)- [ ] change in `changelogmd` described in a way that is understandable for the average user (if applicable – not yet but will do later -- sg)- [ ] tests created for changes (if applicable – seems not all tests pass sg)- [x] manually tested changed features in running jabref (always required)- [x] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository (sg -- not yet but will do later) thanks for your prjust a few questions i had while thinking about this:- what should happen if the user renames one of the groups? if the other group is not renamed as well then it contains no items- i think its already possible to have to groups with the same entries: group a is an ""assign entries manually"" group and group b is a keyword-based group for the field ""groups"" and value the name of group a the only constraint is currently that group a and group b have to have different names but something as ""group a (dup)"" as a workaround doesnt seem to bad does this work? is it already sufficient? || > what should happen if the user renames one of the groups? if the other group is not renamed as well then it contains no itemsa decent and easy strategy would be to detect this case and leave the old group name as well as the new group name in all entries of the original group then both the new (renamed) group and the old group will contain the same entries and from the point of renaming they start their independent life so to say :)amending the rename code should be easy i can do thata more elaborate solution would be to ask if a user wants to reassign the entries to the new group to the old group(s) or to all of them similar to the question that is asked when changing group hierarchical content but this is more work so the first try would be to leave entries in both old and new group as by default || >  i think its already possible to have to groups with the same entries: group a is an ""assign entries manually"" group and group b is a keyword-based group for the field ""groups"" and value the name of group a> the only constraint is currently that group a and group b have to have different names this is exactly what i am trying to avoid! i mean i try to remove this constraint and allow users to create groups with identical names if they wish so> but something as ""group a (dup)"" as a workaround doesnt seem to bad does this work? is it already sufficient?well for my purposes of using jabref no it is not sufficientthe primary need is to allow identical group names in different parts of the hierarchy without this i just can not use the groups of example i can not migrate automatically my bibliographies from zotero where i do have identical group names in different parts of the tree and migrating our old jabref 3x group assignment is also not possiblethe fact that two groups with the same name always get the same entries is for me an u ticipated feature which can be put to good use once you understand it actually think about groups not as tree leaves but as _sets_ in a mathematical sense a set (group) is defined by its members and the same set can be a member of any other sets (eg branches of a tree)if i need to define a special group of a different kind then ill probably find it too complicated to maintain and will not do it think what happens when i rename your primary group (group a)? all my symlink keyword based groups (group b and friends) will become invalid unless jabref fixes them automatically and how does it know when to fix keyword groups and when not? most often when i change a keyword in an entry this means that it must appear in a different keyword group not that the original keyword group is retargetted to a new keyword || > what should happen if the user renames one of the groups? if the other group is not renamed as well then it contains no itemsalso removing a group should leave entries assigned to the group if other instances of the same group exist i can take care of this as well || im a bit undecided on the one hand i agree that allowing duplicate names would be natural and useful in some cases on the other hand it feels like opening a (small) box of pandora since there are so many things you have to think about: renaming groups deleting moving in the tree manually editing of the groups tree in the bib file also it makes it harder to migrate to other solutions (say id-based or full-path-of-group) since the name is no longer unique another point is that we were thinking about adding a nice user interface for the groups and for this a ""group name > group in tree"" map would be needed in summary allowing duplicate names definitely increases the burden for future mainte ce im tending to keep the error advanced users such as yourself can then still add groups with the same name by editing the groups tree manually in the bib file @jabref/developers what do you think? || > im a bit undecided on the one hand i agree that allowing duplicate names would be natural and useful in some casesvery much so!> on the other hand it feels like opening a (small) box of pandora since there are so many things you have to think about: renaming groups deleting moving in the tree manually editing of the groups tree in the bib file it seems to be not that bad actually less dangerous than having full paths in group namesthe mentioned actions seem to make a ""closed complete set of functions"" (crud?):1 renaming a group is pretty much as it is now extension will be: if another group with the same name exists leave the old group name in all entries and add the new group name if the group was unique: remove old group name from entries add new group name to these entries very natural no information is lost the action is actually reversible! the user can later rename the new group again move it in the tree or ""weed out"" some entries (without affecting the original group)2 deleting the group is very similar to renaming: if another group with the same name exists no entries need to be changed otherwise group name is removed from all entriesim now experimenting with this functionality in my branch and will add modifications for 1) and 2) to the pr3 moving in the tree: trivial as it is now: just change the position in the list and the indentation number can be done both in gui and by editing/sed-editing the bibtex file4 manually editing of the groups tree: trivial – just delete one row and insert it in another position if yo want it elsewhere this is how i produced the test cases with identical groups before the patch of this pr was implemented tree editing is independent from entry editing unless you want to rename the group manually *and* retain all entries in it5 editing groups in entries: exactly as it is now just add a group name you want and you have added the entry to that named group it will appear in all places of the tree where this group is mentioned the entry editing is independent from the treeno dangers seem to be lurking so far> also it makes it harder to migrate to other solutions (say id-based or full-path-of-group) since the name is no longer unique another point is that we were thinking about adding a nice user interface for the groups and for this a ""group name > group in tree"" map would be needed in summary allowing duplicate names definitely increases the burden for future mainte cethe most painful migration was from groups 3x to groups 4 where a lot of people (including me :( ) lost their group assignment data well my day was saved by a subversion repo where all my databases reside and a bunch of unix scripts that restored the group assignments others might have been less luckyi see the group assignment by people to be a *very* valuable information – a lot of manual work went into assigning and classifying entries and people rely on them when finding information they need quicklyso an information-preserving migration strategy will be needed anywaya possible migration would be:1 when migrating from the current pr #7558 to a tree where groups in different tree branches are different:    -- if the new format supports  the ""linked"" groups ie groups that all get the same entries when an entry is added to one of them convert synonymous groups to such entries   -- if the new format does *not* support such functionality just retain groups with identical names and identical sets of entries and warn the user that the behaviour of jabref has changed2 when migrating from the old group format (3x) to the new one as in this pr:    -- if all groups have unique names nothing needs to be changed    -- if some groups in different places of the tree have the same name make only those groups unique by either appending a group parent names (as in treatment (medicine > asthma) and treatment (biocompatibility > surfaces) or by appending just a serial number and warn the user about renaming the user can then adjust group names if they wish but must importantly their precious division of entries into groups is not lost> im tending to keep the error advanced users such as yourself can then still add groups with the same name by editing the groups tree manually in the bib filewell even if i go for this i (and my colleagues) need some reassurance that jabref will keep the present functionality in the future so that our work of adding these groups and assigning entries to them does not go down the drain and keeping such functionality in sight is probably as much work for the jabref team as keeping it with the suggested changes added :)also if i need to use external scripts/editors for managing my bibtex file well its doable but i lose some integration and the nice jabref features like auto-fetch of bibliographies and oa papers would be a pity also it does not seem like a good advertisement for a gui program to say ""well you of course can have this feature but you need to save data open a text editor edit groups by hand (watch out the syntax!) restart/reread the data into jabref""> @jabref/developers what do you think?keen to hear the answers! || update in commits leading to 6f5b119 : when a group with duplicated name is deleted its name is removed from the entries only when there is no other group with the same name left works for ""delete group and subgroups"" command || hi folksim trying to run jabref under debugger for this i installed ideac (intellij) and imported the jabref gradle project (which ide recognised)but when i try to run or debug the project i get an error from the ide:caused by: javalangruntimeexception: test specified more than once to --patch-modulethats not always reproducible but essentially one can not work with the ide reliably goolged around and did not find any hints maybe someone has a quick idea what cold be wrong?osname: linuxmint-193 java: java 1502 2021-01-19 ideaic20203tiasaulius || i dont use intellij but did you configure it as stated here? https://devdocsjabreforg/getting-into-the-code/guidelines-for-setting-up-a-local-workspace#configure-your-ide || > i dont use intellij but did you configure it as stated here? https://devdocsjabreforg/getting-into-the-code/guidelines-for-setting-up-a-local-workspace#configure-your-idethanks for the link i had it running some time ago but many things probably changed since then ill have a lookwhich ide are you using? i tried eclipse but it generates a lot of exceptions under debugger || >  but did you configure it as stated here? https://devdocsjabreforg/getting-into-the-code/guidelines-for-setting-up-a-local-workspace#configure-your-idethank you very much the hint helped a lot now im running ok sorry ive overlooked this doc || as discussed in #7551:> i have just noticed that when i rename one of the dupliactes its entries are reassigned to the new group and vanish from all old group duplicates this is not what i (and probably most other users) would expect the fix should be easy – if the group(s) with the original name exist somewhere in the tree the old group name should be retained in the entries the entries will thus belong to two groups if one of the duplicates is renamed only of the group name vanishes from the tree it should be removed from the entries as well> ill amend the pr to fix thisthe latest commit fixes this issue now entries are not removed from the remaining synonymous groups if one of them is renamed in that case entries become assigned to both groups the new and the old seems like a very natural behaviour to mehow do you find it? || the more i think about this the more im convinced that it was a bad idea on my side to use the group name as the identifier i propose we drop the requirement that the ""groups"" field should be human-readable and instead use a unique identifier for each group the ""groups"" field in the entry editor would then use a chips view to give a nice ui to manage group memberships @jabref/developers input very much appreciated! || as a side note: the proposed pr seems to also fix the #7556 :) || > the more i think about this the more im convinced that it was a bad idea on my side to use the group name as the identifier i propose we drop the requirement that the ""groups"" field should be human-readable and instead use a unique identifier for each group the ""groups"" field in the entry editor would then use a chips view to give a nice ui to manage group membershipsif i may chime in:sure if you want to have *unique* keys identifying your internal objects it is a bad idea to rely on external namesthat said i would not say that your idea to use user-provided names as identifiers is so bad it depends on what you want to do if you take users provided group names at their face value as names that users want to use to *identify* their groups then you current implementation logically follows and also a behaviour suggested in pr #7558 logically followsafter a bit of testing and playing around i think i now see the full rationale of placing group names into entries and the emerging behaviour is quite useful – provided that you frankly admit that users *can* create groups with identical names (and gui checks will not stop them ) )note that when we have intermediate groups such as language in computer/language/sql and data/language/sql  or human/language/esperanto the language group if it is a union group and has no entries of its own behaves exactly as it used to behave in the old systemmoreover if you have some entries in the language group it makes perfect sense to make a subgroup language/others where others will contain all ""unassigned"" languages and move all these entries there then the language union group will continue to display *all* entries as it used before and all other language groups elsewhere in the tree would continue to show the entries in their subgroups a user is free to include groups others into those language groups or not to my taste this is perfectly usable quite transparent and rather useful || we discussed this at our dev call we are not sure about the possibly overlooked consequences since we are software engineers we like empirical software engineering ^^ we do the shortcut and started a survey on twitter - hopefully many persons will answer it: https://twittercom/jabref_org/status/1376602527832158215 || > we discussed this at our dev call we are not sure about the possibly overlooked consequences since we are software engineers we like empirical software engineering ^^ we do the shortcut and started a survey on twitter - hopefully many persons will answer it: https://twittercom/jabref_org/status/1376602527832158215good idea general user feedback is very important and users should know what to expect || > we are not sure about the possibly overlooked consequences since we are software engineers we like empirical software engineering ^^why not running the https://githubcom/sauliusg/jabref/tree/saulius-allow-identical-group-names branch in a sandbox and see how it behaves? bugs and usability issues will surface (empirically) after some time of playing around :) || @tobiasdiez @koppor  any more thoughts on group implementation(s)?should i go on to implemented dashboard-like info as suggested by @aegit in #7554? || note to myself for the devcall tomorrow: i think i agree with https://githubcom/jabref/jabref/issues/7554#issuecomment-813022194 || > note to myself for the devcall tomorrow: i think i agree with [#7554 (comment)](https://githubcom/jabref/jabref/issues/7554#issuecomment-813022194)thanks for the reply waiting for the devcall outcome || devcall: we accept the risk of some unforseen side effects with the benefit having identical groups working || > devcall: we accept the risk of some unforseen side effects with the benefit having identical groups workingthank you very much for accepting this change! you save my year  – i start to migrate my groups immediately and will offer the javref dev version to my co-workes as soon as the stability issues are resolvedin case there are unforeseen problems for sure i feel obliged to invest my effort to help resolving them as much as i can || "
912,7337,7569,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,custom doi base address fix as mentioned in fixes #7337 the option to choose custom doi base address did not propagate to `librarytab` and this pr aims to solve exactly that in the process i refactored `linkedidentifiercolumn` so that it uses `openurlaction` as well- [x] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository  
913,6207,7571,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,"refactor simple unit tests <!-- describe the changes you have made here: what why  link issues that are fixed eg ""fixes #333""if you fixed a koppor issue link it eg ""fixes https://githubcom/koppor/jabref/issues/47""the title of the pr must not reference an issue because github does not support autolinking there-->i have refactored some simple unit tests to make them easier to understand more readable more maintainable and less likely for human error some identified [test smells](https://testsmellsorg/pages/testsmellshtml#generalfixture) (like general fixture and test code duplication) have been fixed it addresses #6207 although it is mainly a refactoring <!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [ ] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [x] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository its nice that you are interested in contributing to jabref however it would be nice if you not only focused on simple technical issues but on issues that affect the users || > some small comments then it should be good to gothanks for the comments and suggested changes i addressed them in the last commits ||"
914,7524,7573,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"fix column sort order gets overwritten fixes #7524the problem was that maintablegetsortorder is only filled when there is a change however updatecolumnpreferences was also called when just the width changed and then getsortorder was empty and was always overwritten <!-- describe the changes you have made here: what why  link issues that are fixed eg ""fixes #333""if you fixed a koppor issue link it eg ""fixes https://githubcom/koppor/jabref/issues/47""the title of the pr must not reference an issue because github does not support autolinking there--><!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [x] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository may i eventually push on your branch? id prefer immutable preferences objects || fix itself looks right but there are some code style things i would like to change || @calixtus  sure but i think the root cause was the immutable columnpreferences the sort order was always overwritten even if it did not change note that it is also not possible to check for empty because when you clear the sort order the list is empty and you could not reset the sort order || i think its fine i just made the columnpreferences immutable again but kept the distinction in the methods between updates of the sortorder and the columns so nothing should be overwritten it just pulls the old opposite unchanged value directly from the preferences the logic should be exactly the same but without altering the existing columnpreferences but creating new ones with the kept value from the preferencescan you please check it to be sure it works for you?i just believe this looks a bit cleaner || ah i see will test tomorrow || works but i found another bug in the saveorderconfigsortcriterion uses booleanparseboolean() and it was passed the enum values ""ascending"" or ""descending"" which obviously will always return false when you have that input for booleanparse  || devcall: merge as hotfix later: nice preferences (string should be enum) || "
915,6207,7579,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,add unit tests for orgjabrefgui classes test coverage for orgjabrefgui package is rather low (8%) this pull request adds unit tests to 3 classes under the gui package increasing their respective line coverage from 0% to 100% they contribute to issue #6207tests added:1 appendpersonnamesstrategytest2 personnamestringconvertertest3 replacestringviewmodeltest<!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [ ] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [x] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository two approvals  mergablethanks for the tests! ||
916,6207,7581,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,refactoring and addition of unit tests this pull request includes new unit tests for three classes which increases their line/statement coverage they contribute to issue #6207further i have also refactored existing unit tests to make them more readable understandable and maintanable  in this sense i focused more on test smells described in the paper _refactoring test code (van deursen et al)_  and also on the code howtos (test cases) in the development documentation<!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [ ] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [x] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for ui changes)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository hi @koppor thanks for reviewing!i finally adjusted the code accoring to your comments and suggestions :) ||
917,7590,7600,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"fix numberformatexception in bracketedpattern <!-- describe the changes you have made here: what why  link issues that are fixed eg ""fixes #333""if you fixed a koppor issue link it eg ""fixes https://githubcom/koppor/jabref/issues/47""the title of the pr must not reference an issue because github does not support autolinking there-->fixes #7590 the error occurs because the size of the integer is too large to be contained in an `int` the suggested changes use `biginteger` and `stream` instead of `int` and for-loopsthis is mostly an excuse to verify my setup after the `master` -> `main` branch name change<!-- - go through the list below if a task has been completed mark it done by using `[x]`- please dont remove any items just leave them unchecked if they are not applicable-->- [x] change in `changelogmd` described in a way that is understandable for the average user (if applicable)- [x] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [x] ~screenshots added in pr description (for ui changes)~- [x] ~[checked documentation](https://docsjabreforg/): is the information available and up to date? if not created an issue at <https://githubcom/jabref/user-documentation/issues> or even better submitted a pull request to the documentation repository~  "
