prNumber,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,corpus
powertoys-6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,   with markdig enabled processing for each:  frontmatterit renders like vs code style ( latex$$ sinh(x)  \frac{e^x + e^{-x}}{2}             $$$$ cosh(x)  \frac{e^x - e^{-x}}{2}             $$$$ tanh(x)  \frac{e^x + e^{-x}}{e^x - e^{-x}}  $$$$ csch(x)  \frac{2}{e^x - e^{-x}}             $$$$ sech(x)  \frac{2}{e^x + e^{-x}}             $$$$ coth(x)  \frac{e^x - e^{-x}}{e^x + e^{-x}}  $$honestly best i think well getvs code![image]( preview pane![image]( pr checklist*    5405 #3657*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-6757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,   installs and icons change / render  changes the wsx as well due to fxcop violation with namespace ( pr checklist*    5129 #6754*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requeststylecop and fxcop   _ ?_
powertoys-6757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,   installs and icons change / render  changes the wsx as well due to fxcop violation with namespace ( pr checklist*    5129 #6754*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requeststylecop and fxcop   _ ?_
powertoys-6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,    ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   fxcop for preview handler commonthis code base needs some cleanup but got all the fxcop errors resolvedmarkdown and svgs render ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-6815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,   fix editor crash with big `space around zones` value     6814 *      (  *      info on pull requestuse `mathmax` to prevent negative width and height   1 select grid layout2 set some big enough `space around zones` value (for 1920x1080 display and 3 zones 700 is enough)3 click apply4 open editor
powertoys-6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   _ ?_as per the arguments of the [`directorydelete` method]( the `recursive` bool argument has been set to `true` so that the directory can be deleted even if it is not empty     6811 *      (  *   tests passed   _ ?_- make a corrupted pt run settings file so that a jsonexception occurs while pt run reads it- pt run should not crash when it tries to delete the settings and replace it
powertoys-6821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,   _ ?_this pr adds a delay to the file system watchers so that we dont try to get information about an app even before it is installed which was leading to the calibre not being installed issue     6429*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_the following approach has been taken for lnk and url files both of which we try to get a handle on or open on installationwhen an app is installed multiple events are created they are of type `created` and `changed`the `changed` events are triggered after the `created` eventspreviously we were trying to immediately get a handle on the app as soon as it was created however this was before the installation process was complete (apps are created and written to in chunks leading to a lot of events being triggered before the installation process is over) there is no way to tell that the installation process is complete other than to wait for the last event (again which we have no idea that it is the last event)to improve the handling of such cases instead of immediately acting on getting an event we instead put it in a queue the background task keeps dequeueing the elements at regular intervals of 5 seconds once it dequeues an element it waits for 05 a second to allow the addition of any more events to the queue this way after we reach the last event for a particular file we wait for 5 more seconds before trying to get a handle on the app also added a line of code to release unmanaged memory   _ ?_* installed calibre numerous times and validated that it installs as expected* also installed some epic games and validated that they install* added unit tests for the dequeue logic
powertoys-6833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,    ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-6841,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,   fxcop for image resizer ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-6880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   use high-contrast code added in controlzex > 431     4709 *      (  *      info on pull requestcontrolzex took the hc detection logic added in #4007 and added it as part of their theme manager this pr removes our hc logic and shifts to the one in controlzexnote : `systemwindowsresourcedictionary warning: 9 : resource not found` warning is being thrown on changing theme this is happening because `themesyncmodesyncall` tries to find a theme with accent color and if not found generates a runtime theme this results in following change sequence : old theme -> runtime theme -> new theme this warning is not harmful as correct theme is applied at the end of theme change call and powertoys run is hidden during this process    manually validated that colors are appropriately changed with change with light/dark and high contrast themes
powertoys-6943,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   localize strings in appxamlcs (new exception handler with crash reporting)     6809*      (  
powertoys-6981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,   fix for `indexoutofboundsexception ` exception due to race condition in modifying the underlying list view of `results`     6954 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull request`indexoutofboundsexception` is being thrown while modifying the underlying list view of `results` in mainviewmodel due to following reasons : 1 `results` was being indexed without a check on its size this was   in pr #6934  2 another possible cause of this is due to the race condition the following line modifying results should be synchronized using locks pr fixes the following issues : 1 fixes race condition in clearing `results`2 this pr also fixes a possible issue in telemetry which is generated after query completion `results` count was being accessed directly without a lock and could be incorrect if another query has modified `results`   manually validated that race condition is not present for `results` variable
powertoys-6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   adding fxcop to the microsoftpowertoyssettingsuiunittestscsproj project and fixing the resulting warnings and errors      5129 *      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestchanges made to fix the warnings and errors include: changing method naming conventions adding message for deprecated methods marking non-instance-accessing methods as static removing unused code replacing usage of count() method for lists with the more efficient count property renaming unused arguments validating arguments for public methods   check there are no fxcop warnings and the related tests pass
powertoys-7139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,   _ ?_this pr fixes a null reference exception which occurs if you try to shift+tab on the launcher window when there are no results/no query     7122 *      (  *   tests passed   _ ?_- validated that exception is not thrown on pressing shift+tab on empty launcher search box- validated that shift+tab works as expected when there are results
powertoys-7164,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,   were sending incorrect values to clipboard ( <- copied from clipboard which is correct     7150*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-7173,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,   this fixes a crash that can occur if the user closes the runner just after launching the powerlauncherexe  prior to this change any of the save / load / reloaddata methods could reference a null allplugins list     7172*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestthis initializes the allplugins list to an empty list   - looking at the watson issue this crash occurs in the dispose method of plugin manager - this issue was manually reproduced by calling dispose in the` appxamlcs onstartup` method after the call to `runnerhelperwaitforpowertoysrunner`_ ?_
powertoys-7209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,   includes fixes for errors from enabling fxcopanalyzernote: this is pr # 1 of 3 for woxcore so the change in woxcorecsproj to enable fxcopanalyzer will be included in the 3rd pr     5129 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestfixes included in this pr:1 removed unused function argument from pluginsloadercs2 check if arguments are null and throw argumentnullexception3 used isnullorempty to test for empty strings (ca1820: test for empty strings using string length)4 fxcop fixes- added invarientculture info suppressed warnings for general exception types   this pr was tested by building the solution and running all unit tests
powertoys-7257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,   fixing fxcop warnings for the microsoftpowertoyssettingsuilibcsproj project pr 2/3     5129 *      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestthe changes in this pr deal with fxcop errors: [ca1000]( [ca1001]( [ca1030]( [ca1031]( [ca1062]( [ca1304]( [ca1305]( [ca1307]( [ca2007]( [ca2227]( are a large number of  argumentnullexception  throws added here and they generally fall into 3 categories:- will be caught and either handled or rethrown by some exception handler in existing code paths- the containing methods are only used in tests so any exceptions should blow up at development time- the containing methods and call paths dont seem to catch them but they should only occur from programmer error in particular i had to add these to a group of viewmodel constructors where the arguments the settingsutils and settingsrepository are instantiated immediately before the constructors are called (ie they should never be null) in their respective page classes if these constructors are modified in the future any exceptions should blow up at development time   check that the fxcop warnings above are dealt with and that the related tests pass
powertoys-7278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,   it is refactoring of ui of kbm_ ?_right now to programmatically set something in a dropdown by keycode we have to find the index of keycode in the corresponding array and then call `selectedindex` method the same logic is true for getting keycode from a dropdown here we remove unnecessary index layer     6913*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestwe set a keycode as `datacontext` for `comboboxitem` and associate it with the value of `combobox` if nothing is selected in a dropdown we say that keycode is `-1` similar to the previous implementation where we say that the selected index is `-1` in that way we do not have much to change in our code_ _   * run unit tests* manual test_ ?_* do manual check in order to test for regressions
powertoys-7284,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,   allow negative spacing between zones which will essentially result with overlapping windows maximum supported value is -10 although this can be changed     7160*      (  *      info on pull requestintroduce negative spacing functionality both to core fancyzones (lib) and to fancyzones editor   set negative spacing for some grid layout in editor and perform few of the main fancyzones features (shift + drag win + arrow etc)
powertoys-7312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   this pr includes fixes for fxcop errors for woxtest     5129 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull request- enabled fxcopanalyzer for woxtest- added invarientculture info (ca1305: specify iformatprovider)- removed underscore from method names (ca1707: identifiers should not contain underscores)- marked members as static (ca1822: mark members as static)- removed initialization for dummytestclass::isfunctioncalled (ca1805: do not initialize unnecessarily)- replaced count with any (ca1827: do not use count/longcount when any can be used)- changed woxtest::dummytestclass to private (ca1034: nested types should not be visible)- suppressed warnings for uninstantiated internal classes used as testfixtures (ca1812: avoid uninstantiated internal classes)    - warnings were suppressed per this issue-     all changes were validated by building and running unit tests
powertoys-7385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   fixing fxcop warnings for the microsoftpowertoyssettingsuilibcsproj project specifically regarding general exception handling in the settings library code     5129*      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull request- added logger class under utilities that is able to log errors to file in %userprofile%\appdata\local\microsoft\powertoys\settings logs- suppress most instances of fxcop warnings and log exceptions to file   ensure the library unit tests pass on debug & release mode and manually validate settings functionality for debug & release builds
powertoys-7403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   the final part of the effort to enable fxcop on the settings project involves renaming namespaces and projects to address [ca1716]( pr checklist*    5129*      (  *     (     - see #7458 *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull request- rename microsoftpowertoyssettingsuilib project to microsoftpowertoyssettingsuilibrary (including associated namespaces and directories)- rename microsoftpowertoyssettingsuiinterface to microsoftpowertoyssettingsuiinterfaces (namespace and directory)- add fxcop to project filealso includes some minor fixes that i might have missed out from the last pr   ensure the library unit tests pass on debug & release mode and manually validate settings functionality for debug & release builds
powertoys-7426,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   _ ?_this pr adds a null check to the `sender` in the childchanged handler according the the stack trace from watson the crash occurred when the user pressed restart as admin     7393 *      (  *   tests passed   _ ?_no repro steps but according to the trace it could happen on pressing restart as adminvalidate manually that settings normally works fine and restart as admin works
powertoys-7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   _ ?_this pr fixes some incorrect results and exceptions being thrown by the calculator plugin which might be slowing down pt run     7437*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_the following changes have been made in this pr - 1 following the refactoring of the calculator plugin the searched which resulted in 0 as the result were not working as there was no difference between a default result returned when the input was not valid and a valid input resulting in 0 as the answer the `validresult` field has been added to distinguish a valid result from a default result null couldnt be returned because calculateresult is a non-nullable typeeg: 1-12 exceptions were being thrown when the user query is not complete as the queryhelper thinks that the query is valid but the interpreter doesnt eg: sin 1+2+3 when a string corresponding to a function is the user query an exception is thrown because it is not a valid interpreter inputeg: say hypothetically were seraching for some app named logo then on entering `log` the calculator plugin would be invoked as there is a match with the regex however it is not a valid input to the interpreter4 there were some functions such as bin2dec hex2dec eigval etc which are not valid inputs to the magesinterpreter function hence it has been removed otherwise the calculator helper would think that these inputs are valid as they match the regex but the magesinterpreter function would throw an exception as they are not valid mathematical oparations according to itthe ideal way to capture a valid input would be using a bnf for a mathematical operation but that cannot be captured in a regex    _ ?_added testsmanually validated it
powertoys-7485,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   adding fxcop to the microsoftpowertoyssettingsuirunnercsproj project and fixing the resulting warnings and errors     5129 *      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestminor changes to the settingsuirunner project to enable fxcop includes marking program class as static checking if args is null using (discarding) the return result of tryparse and changing jsonparse to jsontryparse on windowsxamlhost_childchanged   ensure unit tests pass on debug & release mode and manually validate settings functionality for debug & release builds
powertoys-7559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,   enable fxcop on the settingsui project and fixing the associated warnings     5129 *      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestfixes fxcop warnings including: removing redundant default-value initializations ensuring disposable fields are disposed marking non-instance accessing methods and classes with only static members & methods as static moving interop methods to nativemethods class fixing string-related issues (mainly specifying culture and string normalization) removing unused arguments or suppressing the warning if needed using safe navigation operator as null argument checks logging general exceptions that are caught and suppressing configureawait warnings (which are mostly intended for library code with unpredictable/unspecified execution environments--should be safe to do for ui code)   ensure tests pass and manually validate settings functionality in release & debug builds
powertoys-7590,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,   _ ?_this pr enables fxcop for woxinfrastructure and contains all fixes for fxcop errrors     5129 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_1 enabled fxcopanalyzer for woxinfrastructure2 ca5364: do not use deprecated security protocols (remove unused code)3 ca1724: type names should not match namespaces (renamed  to  renamed plugincs to runplugincs renamed settingscs to powertoysrunsettingscs)4 ca1033: interface methods should be callable by child types (added sealed modifier to class)5 ca5350: do not use weak cryptographic algorithms (suppressed)6 ca2007: do not directly await a task (suppressed)7 ca1716: identifiers should not match keywords8 ca1044: properties should not be write only9 ca2234: pass systemuri objects instead of strings10 ca2000: dispose objects before losing scope 11 ca1308: normalize strings to uppercase12 ca1308: normalize strings to uppercase13 ca1060: move p/invokes to nativemethods class14 ca1031: do not catch general exception types15 ca1054: uri parameters should not be strings16 ca2227: collection properties should be read only17 ca1822: mark members as static18 ca1805: do not initialize unnecessarily19 ca1707: identifiers should not contain underscores20 ca1820: test for empty strings using string length21 ca1802: use literals where appropriate22 ca1304: specify cultureinfo / ca1305: specify iformatprovider / ca1307: specify stringcomparison for clarity23 ca1062: validate arguments of public methods24 ca1041: provide obsoleteattribute message25 ca1052: static holder types should be static or notinheritable   _ ?_all changes were validated by running unit tests and building powertoyssln powertoyssetupsln and powertoysbootstrappersln from a clean state
powertoys-7591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   _ ?_removed unused project woxcrashreporter     5129 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_this change was validated by building powertoyssln powertoyssetupsln and powertoysbootstrappersln from a clean state and running all unit tests
powertoys-7628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   _ ?_     7594 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_this pr removes the mahapps dependency from powerlauncher because its not necessary together with the theming stuff from controlzex   _ ?_@crutkas can you look at this? thx
powertoys-7643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,   _ ?_enable closing edit canvas layout and edit grid layout windows by pressing esc button  navigating to close button using eg tab button requires bigger rework of these windows as complete rework of editor is planned this will probably be part of that work     7113*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    _ ?_scenario 1:open power toys appnavigate to fancy zone button and activate itnavigate to launch zones editor and activate itnavigate to custom tab in choose your layout for this desktop dialog and select itnavigate to create new custom item and selet itnavigate to edit selected layout element and activate itpress esc button and confirm that edit selected layout window is closedscenario 2:open power toys appnavigate to fancy zone button and activate itnavigate to launch zones editor and activate itnavigate to priority grid layout and select itnavigate to edit selected layout element and activate itpress esc button and confirm that edit selected layout window is closed
powertoys-7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   settings was crashing when the settingsjson file is corrupt try-catch blocks have been added to catch such exceptions and ensure that the default settingsjson configurations are loaded if the settings file is corrupt in previous prs - #7553_ ?_     6587*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_this pr adds tests to validate that settings does not crash when the settingsjson file is corruptall the added settingsjson files are actual corrupt files shared by a user who faced this issue and are filled with only zeros   _ ?_the new and existing tests pass
powertoys-7708,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,   these are minor spelling fixes (a couple of renamed files)     7700*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestthis is a precondition to adding a spell checking action (otherwise it will scream)   _ ?_
powertoys-7711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   support for path starting with backslash:  an absolute path from the root of the current drive  pr checklist*    3911*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #3911  info on pull requestsupport for path starting with backslashthe  \  is replaced with windows drive (in most cases c:\)   - open pt run- type a path that starts with backslash (eg \windows\system32)- press enter
powertoys-7719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   had to bind to `visibility` since binding `showadvancedsettings` didnt produce any effect     7030   pressed tab multiple times
powertoys-7935,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,   in master and 0250 pt run log file is not created     7834*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #7834  info on pull requestpt run log file is not created   after pt run startup the log file is created in `c:\users\david\appdata\local\microsoft\powertoys\powertoys run\logs`
powertoys-7977,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   template and custom layout items are now accessible through keyboard either by navigating  tab` or through keyboard arrows when certain layout is focused through keyboard and user presses `enter` or `space` key layout will be applied     7089*      (     1 open powertoys settings app2 navigate to fancyzones menu item and activate it3 navigate to launch zone editor button and activate it choose your layout for this desktop window will open4 try accessing one of focus/column/rows/grid/power grid menu items using keyboard (`tab` or keyboard arrows)5 press `enter` or `space` key6 open fancyzones editor again and do the same with custom layoutsexpected result: layout items (both template and custom) are accessible through keyboard
powertoys-8028,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   _ ?_screen reader is reading left/right window commands elements of the metro window to prevent this remove them     7072*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    _ ?_ - open fancyzones editor - click edit selected item - turn on narrator - navigate through window elements using arrow keys - observe that there are no hidden elements in top left corner of the screen ie narrator doesnt narrate themdo the same for both grid and custom editor windows
powertoys-8095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   _ ?_getting stylecop with microsoftpowertoyssettingsuiunittests  mostly whitespace changes     8094*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-8096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   stylecop for stylecop for unittest-colorpickeruialmost all whitespace changes      8094*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-8279,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   fix un  on pressing `shift`     7636 #750*      (  *      info on pull requestadded key event handlers in `grideditorwindow` and layout windowsafter opening the editor the `grideditorwindow` is activated and catches key events when a user starts to edit the layout a layout window becomes activated without any of these handlers behavior would be broken    edit any layout of the _grid_ type (`columns` `rows` `grid` `priority grid`) hold `shift` and verify that the splitter has changed orientation split layouts and verify that `shift` behavior still works as expected
powertoys-8281,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   fix un  on pressing shift     7636 #750*      (  *      info on pull requestadded key event handlers in `grideditorwindow` and layout windowsafter opening the editor the `grideditorwindow` is activated and catches key events when a user starts to edit the layout a layout window becomes activated without any of these handlers behavior would be broken   edit any layout of the _grid_ type (`columns` `rows` `grid` `priority grid`) hold `shift` and verify that the splitter has changed orientation split layouts and verify that `shift` behavior still works as expected
powertoys-8386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,   adding in fxcop  all tests pass     8094*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-8417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,   conversion of the color picker module from net framework to net core 31     776*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   the unit tests for the color picker run successfully the module itself can be run properly in both a standalone instance and within the runner colors are properly detected and selected the key combination works properly
powertoys-8615,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   get rid of temp files serialize/deserialize `zones-settingsjson` in the editor     8614*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestremoved temp files usage editor reads and writes data directly to `zones-settingsjson`for parsing there is a 10ms retry loop with a 1-second timeout and a message box error if after 1 second the load/save failsif an error occurred:- `yes` will open the editor ignoring malformed data and using default values where necessary `zones-settingsjson` would be changed and contain only correct data- `no` closes the editor data in `zones-settingsjson` wouldnt be changed   - apply layout and verify that it was applied by fz correctly- run unit tests- change `zones-settingsjson` manually and verify that incorrect data leads to an error message - verify behavior with `yes` and `no` scenarios
powertoys-8681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,   this pr includes modernwpf and removed some custom styles this allows us to move away from using the glass resource and using the true accent colors:- better visibility of the highlight color when using a dark accent color (#4208)- fixing scrollbar ui issue (#8587)- rounded corners for packaged apps (#6103)- accent colors now syncs when changed in settings (#4107)- scrollbar will no longer hide if disabled in w10 settings (#4912)old - low-visibility of the grey selection brush ( - dark![image]( - light (with scrollbar  )![image]( pr checklist*    4208 #8587 #6103 #4107*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_
powertoys-8707,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,   fix data resetting after switching `allow zones to span across monitors` option     8614*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   * apply layouts with the option `allow zones to span across monitors` on and off* verify that layouts were saved and applied correctly after switching the option
powertoys-8835,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,   moved the thememanager class used in colorpicker imageresizer and launcher in a new commonui projectif another name for the project is preferred will update the pr 😃 i had to keep thememanager and theme in 2 different projects since:- thememanager is based on controlzex that require a net core 31- theme enum is also used in microsoftpowertoyssettingsuilibrary that is net standard 20     7655*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requesti have tested:- fresh installation- colorpicker- imageresizer- launcher   verify that themes are working as expected for colorpicker imageresizer and launcher
powertoys-8974,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,      renamed sys plugin according new naming convention and added to setup  :  - build setup- install- validate pt run working with sys plugin (lock signout )   -       #8807-     **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,      remove fody and propertychangedfody propertychangedfody makes modifications to il code so we do not have to implement `inotifypropertychanged` for properties  :  - remove packages fody and propertychangedfody- add `onpropertychanged` invocation for in code subscribed properties for example add `onpropertychanged` invocation for properties that are used in xaml files  :  - check if the list of properties that must call `onpropertychanged` is complete as was described before it is properties that are used in xaml or `onpropertychanged` subscriptions in code- test for regression for pt run do settings apply? does navigation works?   -     ** #8638-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,      this adds support for the euler number to the calculator what is included in the pr:    :  - type equations that contain e in the launcher e g `2*e` `e^5` `log(e)`   -     ** #9123-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,     :  - localized the ok and cancel button- the color button will be disabled when clicked on when the panel is hidden it will be enabled again- removed the disabled button style   -       #8826 #8825-         -     **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,      the custom layout zone number is limited with 40 zones as like as a template![ezgif com-gif-maker]( is include in the pr:    :     -       #9352 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9389,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,      set `maxwidth` and `maxheight` for the main window ( is include in the pr:    :     -       #9388 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      ![ezgif com-gif-maker (1)]( is include in the pr:    :     -       #9390-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,      there are few labels in resource files that are not used anywhere  :  - delete unused label resources  :  start pt run and try all plugins    -     ** #8213-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9440,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,      when creating a new canvas layout the zones editor is opening with one zone by default ( is include in the pr:    :     -       #9365 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   common thememanager wasnt used in fanzyzones editor`microsoftpowertoyscommonui` was not properly versioned  :  - validate that themes are working as expected for fz editor   -       #9575-         -     **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
