pr;Util;NLP;APM;Network;DB;Interpreter;Error Handling;Logging;Lang;Data Structure;DevOps;i18n;Setup;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;Event Handling;App;GIS;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
5872;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: add flowable.concatmap{maybe single}{delayerror} operators;this pr adds operators that allow concatenating a mapped sequence of  maybe s or  single s  with or without delaying their errors:;;4853.0;2x: add flowableconcatmap{maybesingle}{delayerror} operators;this pr adds operators that allow concatenating a mapped sequence of `maybe`s or `single`s with or without delaying their errors:- `concatmapmaybe` (+1 overload with prefetch)- `concatmapmaybedelayerror` (+2 overloads with error mode and prefetch)- `concatmapsingle` (+1 overload with prefetch)- `concatmapsingledelayerror` (+2 overloads with error mode and prefetch)they are in the same pr as the `single` variants implementation is practically the `maybe` implementation minus the `oncomplete` casetheir marbles will be updated in a separate proriginally requested in #4853; merging 5872 ;2x: switchmapsingle and switchmapcompletable;heythe addition of `flatmapsingle`/`flatmapcompletable` made the usage of `single` and `completable` way nicer in rxjava 2do you consider adding `switchmapsingle`/`switchmapcompletable` to rxjava 2 as well?cheers;you mean 1x? i have no plans for that and i dont want to keep 1x alive for too long id like to stop enhancing 1x in 6 months and enter it into a bugfix-only mode otherwise 3rd party libraries may delay their upgrade way longer || he wants `switchmapsingle` and `switchmapcompletable` for rxjava 2 just like there is `flatmapsingle` and `flatmapcompletable` || @vanniktech exactly || ah right no plans for extending any other xmap operator || but then `concatmap` also needs the variants in order to be consistent to be honest i forgot about those when proposing `flatmapsingle / flatmapcompletable / flatmapmaybe` initially - #4667 and then theres also `maybe` plus `observable` and `flowable` are able of mapping so its easily another 12 methods- observableswitchmapsingle- observableswitchmapmaybe- observableswitchmapcompletable- observableconcatmapsingle- observableconcatmapmaybe- observableconcatmapcompletable- flowableswitchmapsingle- flowableswitchmapmaybe- flowableswitchmapcompletable- flowableconcatmapsingle- flowableconcatmapmaybe- flowableconcatmapcompletable || if it is not on the roadmap because you dont want to add any more xmap operators then i understandbut if it is due to lack of the time would you consider accepting contributions on the topic? || sure but these operators are not easy || yes i know those are one of the hardest still i will at least have a look and see if i can deliver a prcheers! || any progress on this? || im happy to have a look at this one if @tomaszpolanski doesnt have time at the moment || @davidmoten it would be great! my available time now is pretty limited  || so the list of new operators is quite big currently:* observableswitchmapsingle* observableswitchmapmaybe* observableswitchmapcompletable* observableconcatmapsingle* observableconcatmapmaybe* observableconcatmapcompletable* flowableswitchmapsingle* flowableswitchmapmaybe* flowableswitchmapcompletable* flowableconcatmapsingle* flowableconcatmapmaybe* flowableconcatmapcompletablei imagine we can add support for all of these operators straight away using composition and write dedicated operators later one by one an example would be `observableswitchmapsingle`:```javapublic final <r> observable<r> switchmapsingle(    final function<? super t ? extends singlesource<? extends r>> mapper) {        function<? super t observable<r>> mapper2  t ->             {                singlesource<? extends r> source  mapperapply(t)                single<? extends r> single                if (source instanceof single) {                    single  (single<? extends r>) source                } else {                    single  singleunsafecreate(source)                }               return (observable<r>) singletoobservable()            }        return switchmap(mapper2 buffersize())    }```this is just to demo the idea i wouldnt use an anonymous class and lambdas are just used for readability@akarnokd any interest in this? || > i imagine we can add support for all of these operators straight away using composition and write dedicated operators later one by oneindeed> an example would beif you do this there is an unwritten guideline that the main base types should have no (anonymous) inner classes it helped me a lot before not having to deal with flowable$1$2 and similar entries the go-to place for these are in `ioreactivexinternaloperatorsflowableflowableinternalhelper` and its respective variants> any interest in this?im more interested in the direct implementations but at least the overall usefullness of the api extension could be vetted || >if you do this there is an unwritten guideline that the main base types should have no (anonymous) inner classes it helped me a lot before not having to deal with flowable$1$2 and similar entries the go-to place for these are in ioreactivexinternaloperatorsflowableflowableinternalhelper and its respective variantsyep no problems ive appreciated consistent naming of non-anon classes inside operators for debugging purposes and code searches too>im more interested in the direct implementations but at least the overall usefullness of the api extension could be vettedsure ill proceed with prs with unit tests for the new operators and im happy to have a stab at dedicated operators after that || what is expected behaviour for `observableswitchmapmaybe` and `observableswitchmapcompletable`? i can try to take care of it but i am not convinced what that method should return || in the mean time would it be correct to assume that an acceptable workaround for this is as follows?: **toobservable()**```upstreamconcatmap {        someobservable()collect{}toobservable()    }``` || @feresr probably yes at this moment in few places inside my code i have this type of stucture it is very weird and uncessesery code but it is understandable@akarnokd what do you think about method switchmapcompletable which emit object or maybe some enum? on the other hand we can we can swallow information about stream and do not emit anything || @marcinsus i dont fully understand your question use `switchmapcompletable()andthen(single)` to emit something after the switch completed || the problem he talks about is that switchmapcompletable does not exist switchmapsingle returns an observable of the single typeso technically switchmapcompletable should return void (which it cant because that has no instance) so he asks if the signature should rather expose some `enum nothing` or just an `object` || an `observableswitchmapcompletable` should return `completable` || you are right as `flatmapcompletable` returns a `completable`but now i find it weird that `observableflatmapsingle<t>`returns an `observable<t>`but `observableflatmapcompletable` returns an `completable` || a stream of 5 elements flatmapd to a stream of a single element still results in a stream of 5 elements || im working on implementing `concatmapcompletable` across the reactive typesim wondering if the library should also have implementations of`concatmapdelayerrorcompletable` `concatmapeagercompletable` `concatmapeagerdelayerrorcompletable`? || `concatmapeagercompletable` is indistinguishable from `flatmapcompletable` because all sources run concurrently and their only output is a terminal event no items have to be buffered until their turn also the `maxconcurrency  1` gets you `concatmapcompletable` behavior || ahh yes that makes sense  so is there any reason to implement `concatmapcompletable` at all?  if so do you want it to just use flatmapcompletable() internally or should there be a new direct implementation (what ive been working on)? || actually `observableflatmapcompletable` doesnt have `maxconcurrency` overload thus there might be a reason to implement `concatmapcompletable` || ok ill keep at it then ||  anything ever come of this?  || #5161 and #5649 added some operators || so there are plans to implement the other operators but not in any particular timeframe? || the listed operators can simply expressed with the existing default operators and `toobservable`/`toflowable` in the lambda parameters unfortunately very few people could or are willing to write them in an optimized and inlined fashion - which would add more value to the library than a simple lambda-rewriting function imagine you have to write a proper javadoc with a marble diargram and several hundred lines of unit tests to validate and cover a new operator with some 3 lines of code kotlins extension methods really shine in allowing interested parties to define such convenience functions locally to their project and not boomeranging such features through the rxjava library the issue is left open in case somebody really wants to take the time and effort to contribute but as the core developer im not particularly interested myself in tackling these types of operators || closing via #5870 #5871 #5872 #5873 #5875 ||;1;0;fix the javadoc wording of concatmapsingle;
5873;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: add flowable.switchmap{maybe single}{delayerror} operators;this pr adds  flowable  operators that allow switching between a mapped sequence of  maybe s or  single s  with or without delaying their errors:;;4853.0;2x: add flowableswitchmap{maybesingle}{delayerror} operators;this pr adds `flowable` operators that allow switching between a mapped sequence of `maybe`s or `single`s with or without delaying their errors:- `switchmapmaybe`- `switchmapmaybedelayerror`- `switchmapsingle`- `switchmapsingledelayerror`they are in the same pr as the `single` variants implementation is practically the `maybe` implementation minus the `oncomplete` casetheir marbles will be updated in a separate proriginally requested in #4853; merging 5873 ;2x: switchmapsingle and switchmapcompletable;heythe addition of `flatmapsingle`/`flatmapcompletable` made the usage of `single` and `completable` way nicer in rxjava 2do you consider adding `switchmapsingle`/`switchmapcompletable` to rxjava 2 as well?cheers;you mean 1x? i have no plans for that and i dont want to keep 1x alive for too long id like to stop enhancing 1x in 6 months and enter it into a bugfix-only mode otherwise 3rd party libraries may delay their upgrade way longer || he wants `switchmapsingle` and `switchmapcompletable` for rxjava 2 just like there is `flatmapsingle` and `flatmapcompletable` || @vanniktech exactly || ah right no plans for extending any other xmap operator || but then `concatmap` also needs the variants in order to be consistent to be honest i forgot about those when proposing `flatmapsingle / flatmapcompletable / flatmapmaybe` initially - #4667 and then theres also `maybe` plus `observable` and `flowable` are able of mapping so its easily another 12 methods- observableswitchmapsingle- observableswitchmapmaybe- observableswitchmapcompletable- observableconcatmapsingle- observableconcatmapmaybe- observableconcatmapcompletable- flowableswitchmapsingle- flowableswitchmapmaybe- flowableswitchmapcompletable- flowableconcatmapsingle- flowableconcatmapmaybe- flowableconcatmapcompletable || if it is not on the roadmap because you dont want to add any more xmap operators then i understandbut if it is due to lack of the time would you consider accepting contributions on the topic? || sure but these operators are not easy || yes i know those are one of the hardest still i will at least have a look and see if i can deliver a prcheers! || any progress on this? || im happy to have a look at this one if @tomaszpolanski doesnt have time at the moment || @davidmoten it would be great! my available time now is pretty limited  || so the list of new operators is quite big currently:* observableswitchmapsingle* observableswitchmapmaybe* observableswitchmapcompletable* observableconcatmapsingle* observableconcatmapmaybe* observableconcatmapcompletable* flowableswitchmapsingle* flowableswitchmapmaybe* flowableswitchmapcompletable* flowableconcatmapsingle* flowableconcatmapmaybe* flowableconcatmapcompletablei imagine we can add support for all of these operators straight away using composition and write dedicated operators later one by one an example would be `observableswitchmapsingle`:```javapublic final <r> observable<r> switchmapsingle(    final function<? super t ? extends singlesource<? extends r>> mapper) {        function<? super t observable<r>> mapper2  t ->             {                singlesource<? extends r> source  mapperapply(t)                single<? extends r> single                if (source instanceof single) {                    single  (single<? extends r>) source                } else {                    single  singleunsafecreate(source)                }               return (observable<r>) singletoobservable()            }        return switchmap(mapper2 buffersize())    }```this is just to demo the idea i wouldnt use an anonymous class and lambdas are just used for readability@akarnokd any interest in this? || > i imagine we can add support for all of these operators straight away using composition and write dedicated operators later one by oneindeed> an example would beif you do this there is an unwritten guideline that the main base types should have no (anonymous) inner classes it helped me a lot before not having to deal with flowable$1$2 and similar entries the go-to place for these are in `ioreactivexinternaloperatorsflowableflowableinternalhelper` and its respective variants> any interest in this?im more interested in the direct implementations but at least the overall usefullness of the api extension could be vetted || >if you do this there is an unwritten guideline that the main base types should have no (anonymous) inner classes it helped me a lot before not having to deal with flowable$1$2 and similar entries the go-to place for these are in ioreactivexinternaloperatorsflowableflowableinternalhelper and its respective variantsyep no problems ive appreciated consistent naming of non-anon classes inside operators for debugging purposes and code searches too>im more interested in the direct implementations but at least the overall usefullness of the api extension could be vettedsure ill proceed with prs with unit tests for the new operators and im happy to have a stab at dedicated operators after that || what is expected behaviour for `observableswitchmapmaybe` and `observableswitchmapcompletable`? i can try to take care of it but i am not convinced what that method should return || in the mean time would it be correct to assume that an acceptable workaround for this is as follows?: **toobservable()**```upstreamconcatmap {        someobservable()collect{}toobservable()    }``` || @feresr probably yes at this moment in few places inside my code i have this type of stucture it is very weird and uncessesery code but it is understandable@akarnokd what do you think about method switchmapcompletable which emit object or maybe some enum? on the other hand we can we can swallow information about stream and do not emit anything || @marcinsus i dont fully understand your question use `switchmapcompletable()andthen(single)` to emit something after the switch completed || the problem he talks about is that switchmapcompletable does not exist switchmapsingle returns an observable of the single typeso technically switchmapcompletable should return void (which it cant because that has no instance) so he asks if the signature should rather expose some `enum nothing` or just an `object` || an `observableswitchmapcompletable` should return `completable` || you are right as `flatmapcompletable` returns a `completable`but now i find it weird that `observableflatmapsingle<t>`returns an `observable<t>`but `observableflatmapcompletable` returns an `completable` || a stream of 5 elements flatmapd to a stream of a single element still results in a stream of 5 elements || im working on implementing `concatmapcompletable` across the reactive typesim wondering if the library should also have implementations of`concatmapdelayerrorcompletable` `concatmapeagercompletable` `concatmapeagerdelayerrorcompletable`? || `concatmapeagercompletable` is indistinguishable from `flatmapcompletable` because all sources run concurrently and their only output is a terminal event no items have to be buffered until their turn also the `maxconcurrency  1` gets you `concatmapcompletable` behavior || ahh yes that makes sense  so is there any reason to implement `concatmapcompletable` at all?  if so do you want it to just use flatmapcompletable() internally or should there be a new direct implementation (what ive been working on)? || actually `observableflatmapcompletable` doesnt have `maxconcurrency` overload thus there might be a reason to implement `concatmapcompletable` || ok ill keep at it then ||  anything ever come of this?  || #5161 and #5649 added some operators || so there are plans to implement the other operators but not in any particular timeframe? || the listed operators can simply expressed with the existing default operators and `toobservable`/`toflowable` in the lambda parameters unfortunately very few people could or are willing to write them in an optimized and inlined fashion - which would add more value to the library than a simple lambda-rewriting function imagine you have to write a proper javadoc with a marble diargram and several hundred lines of unit tests to validate and cover a new operator with some 3 lines of code kotlins extension methods really shine in allowing interested parties to define such convenience functions locally to their project and not boomeranging such features through the rxjava library the issue is left open in case somebody really wants to take the time and effort to contribute but as the core developer im not particularly interested myself in tackling these types of operators || closing via #5870 #5871 #5872 #5873 #5875 ||;1;0;2x: add flowableswitchmap{maybesingle}{delayerror} operators;
5875;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2.x: add observable switchmapx and concatmapx operators;this pr ports the various  switchmapx  and  concatmapx  operators from #5870  #5871  #5872 and #5873 to  observable :;;4853.0;2x: add observable switchmapx and concatmapx operators;this pr ports the various `switchmapx` and `concatmapx` operators from #5870 #5871 #5872 and #5873 to `observable`:- `concatmapcompletable` (replaced by the common implementation)- `concatmapcompletabledelayerror`- `concatmapmaybe`- `concatmapmaybedelayerror`- `concatmapsingle`- `concatmapsingledelayerror`- `switchmapcompletable`- `switchmapcompletabledelayerror`- `switchmapmaybe`- `switchmapmaybedelayerror`- `switchmapsingle` (dedicated implementation)- `switchmapsingledelayerror` (dedicated implementation)this pr concludes the requested set of operators in #4853marbles will be updated/adjusted in a separate pr; merging 5875 ;2x: switchmapsingle and switchmapcompletable;heythe addition of `flatmapsingle`/`flatmapcompletable` made the usage of `single` and `completable` way nicer in rxjava 2do you consider adding `switchmapsingle`/`switchmapcompletable` to rxjava 2 as well?cheers;you mean 1x? i have no plans for that and i dont want to keep 1x alive for too long id like to stop enhancing 1x in 6 months and enter it into a bugfix-only mode otherwise 3rd party libraries may delay their upgrade way longer || he wants `switchmapsingle` and `switchmapcompletable` for rxjava 2 just like there is `flatmapsingle` and `flatmapcompletable` || @vanniktech exactly || ah right no plans for extending any other xmap operator || but then `concatmap` also needs the variants in order to be consistent to be honest i forgot about those when proposing `flatmapsingle / flatmapcompletable / flatmapmaybe` initially - #4667 and then theres also `maybe` plus `observable` and `flowable` are able of mapping so its easily another 12 methods- observableswitchmapsingle- observableswitchmapmaybe- observableswitchmapcompletable- observableconcatmapsingle- observableconcatmapmaybe- observableconcatmapcompletable- flowableswitchmapsingle- flowableswitchmapmaybe- flowableswitchmapcompletable- flowableconcatmapsingle- flowableconcatmapmaybe- flowableconcatmapcompletable || if it is not on the roadmap because you dont want to add any more xmap operators then i understandbut if it is due to lack of the time would you consider accepting contributions on the topic? || sure but these operators are not easy || yes i know those are one of the hardest still i will at least have a look and see if i can deliver a prcheers! || any progress on this? || im happy to have a look at this one if @tomaszpolanski doesnt have time at the moment || @davidmoten it would be great! my available time now is pretty limited  || so the list of new operators is quite big currently:* observableswitchmapsingle* observableswitchmapmaybe* observableswitchmapcompletable* observableconcatmapsingle* observableconcatmapmaybe* observableconcatmapcompletable* flowableswitchmapsingle* flowableswitchmapmaybe* flowableswitchmapcompletable* flowableconcatmapsingle* flowableconcatmapmaybe* flowableconcatmapcompletablei imagine we can add support for all of these operators straight away using composition and write dedicated operators later one by one an example would be `observableswitchmapsingle`:```javapublic final <r> observable<r> switchmapsingle(    final function<? super t ? extends singlesource<? extends r>> mapper) {        function<? super t observable<r>> mapper2  t ->             {                singlesource<? extends r> source  mapperapply(t)                single<? extends r> single                if (source instanceof single) {                    single  (single<? extends r>) source                } else {                    single  singleunsafecreate(source)                }               return (observable<r>) singletoobservable()            }        return switchmap(mapper2 buffersize())    }```this is just to demo the idea i wouldnt use an anonymous class and lambdas are just used for readability@akarnokd any interest in this? || > i imagine we can add support for all of these operators straight away using composition and write dedicated operators later one by oneindeed> an example would beif you do this there is an unwritten guideline that the main base types should have no (anonymous) inner classes it helped me a lot before not having to deal with flowable$1$2 and similar entries the go-to place for these are in `ioreactivexinternaloperatorsflowableflowableinternalhelper` and its respective variants> any interest in this?im more interested in the direct implementations but at least the overall usefullness of the api extension could be vetted || >if you do this there is an unwritten guideline that the main base types should have no (anonymous) inner classes it helped me a lot before not having to deal with flowable$1$2 and similar entries the go-to place for these are in ioreactivexinternaloperatorsflowableflowableinternalhelper and its respective variantsyep no problems ive appreciated consistent naming of non-anon classes inside operators for debugging purposes and code searches too>im more interested in the direct implementations but at least the overall usefullness of the api extension could be vettedsure ill proceed with prs with unit tests for the new operators and im happy to have a stab at dedicated operators after that || what is expected behaviour for `observableswitchmapmaybe` and `observableswitchmapcompletable`? i can try to take care of it but i am not convinced what that method should return || in the mean time would it be correct to assume that an acceptable workaround for this is as follows?: **toobservable()**```upstreamconcatmap {        someobservable()collect{}toobservable()    }``` || @feresr probably yes at this moment in few places inside my code i have this type of stucture it is very weird and uncessesery code but it is understandable@akarnokd what do you think about method switchmapcompletable which emit object or maybe some enum? on the other hand we can we can swallow information about stream and do not emit anything || @marcinsus i dont fully understand your question use `switchmapcompletable()andthen(single)` to emit something after the switch completed || the problem he talks about is that switchmapcompletable does not exist switchmapsingle returns an observable of the single typeso technically switchmapcompletable should return void (which it cant because that has no instance) so he asks if the signature should rather expose some `enum nothing` or just an `object` || an `observableswitchmapcompletable` should return `completable` || you are right as `flatmapcompletable` returns a `completable`but now i find it weird that `observableflatmapsingle<t>`returns an `observable<t>`but `observableflatmapcompletable` returns an `completable` || a stream of 5 elements flatmapd to a stream of a single element still results in a stream of 5 elements || im working on implementing `concatmapcompletable` across the reactive typesim wondering if the library should also have implementations of`concatmapdelayerrorcompletable` `concatmapeagercompletable` `concatmapeagerdelayerrorcompletable`? || `concatmapeagercompletable` is indistinguishable from `flatmapcompletable` because all sources run concurrently and their only output is a terminal event no items have to be buffered until their turn also the `maxconcurrency  1` gets you `concatmapcompletable` behavior || ahh yes that makes sense  so is there any reason to implement `concatmapcompletable` at all?  if so do you want it to just use flatmapcompletable() internally or should there be a new direct implementation (what ive been working on)? || actually `observableflatmapcompletable` doesnt have `maxconcurrency` overload thus there might be a reason to implement `concatmapcompletable` || ok ill keep at it then ||  anything ever come of this?  || #5161 and #5649 added some operators || so there are plans to implement the other operators but not in any particular timeframe? || the listed operators can simply expressed with the existing default operators and `toobservable`/`toflowable` in the lambda parameters unfortunately very few people could or are willing to write them in an optimized and inlined fashion - which would add more value to the library than a simple lambda-rewriting function imagine you have to write a proper javadoc with a marble diargram and several hundred lines of unit tests to validate and cover a new operator with some 3 lines of code kotlins extension methods really shine in allowing interested parties to define such convenience functions locally to their project and not boomeranging such features through the rxjava library the issue is left open in case somebody really wants to take the time and effort to contribute but as the core developer im not particularly interested myself in tackling these types of operators || closing via #5870 #5871 #5872 #5873 #5875 ||;1;0;rename local variables to match their datatype better;
"5876;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.x: add note about nosuchelementexception to single.zip().;;;0;2x: add note about nosuchelementexception to singlezip();;""this may be a desirable documentation enhancement the other `zip` operators all around would you like to do them as well in this or another pr? || yep ill check other rx types to update that for some types like `observable` its fine since they can just signal completion on empty inputwill post comment with update in any case :) ||  merging 5876  "";;;;1;1;address code review comments;"
5883;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: improve coverage and fix small mistakes/untaken paths in operators;this pr improves the coverage of rxjava while adjusting some code paths and fixing other types of smaller bugs.;;0;2x: improve coverage and fix small mistakes/untaken paths in operators;this pr improves the coverage of rxjava while adjusting some code paths and fixing other types of smaller bugs- fix `maybemerge(publisher)` to define a 1 element buffer only- fix `maybemergedelayerror(publisher)` to use the dedicated `flowableflatmappublisher` similar to the plain `merge()`- in `flowableflatmap` checking for empty or cancelled arrays in `removeinner()` can be replaced with a length check- make sure in `flowablereduce(seed f)` the terminal events cant be called a second time if the reducer crashes- turn the `flowablereplaymulticastpublisher` into a `flowable` and rename it to `multicastflowable`- fix `flowablewindowboundary` not cancelling the upstream on a missing backpressure case causing `nullpointerexception`- remove unused override of `accept()` in `flowablewindowboundary`- remove the ineffective done flag from `operatorwindowboundaryopensubscriber`- replace the timer cass with the `replace()` call in `flowablewindowtimed`- remove the unused `repeatwhen` `errormapperfilter` and `retrywhen` components from `observableinternalhelper`- make sure the value is cleared at most once in `observablereduceseedsingle`- simplify `observablewindowboundaryselector`s inner consumers `onnext` handling- simplify `flowablewindowboundaryselector`s inner consumers `onnext` handling- inline the finally actions in `instantperiodictaskcall()`- fix `instantperiodictasksetfirst` and `setrest` to return from the loop when the task has been cancelled to prevent excess looping and overwriting the `cancelled` indicator- inline the finally actions in `scheduleddirectperiodictaskcall()`- slight adjustment of crash propagation in the `schedulerwhen` constructor- in `behaviorprocessor` checking for empty or cancelled arrays in `remove()` can be replaced with a length check- in `behaviorsubject` checking for empty or cancelled arrays in `remove()` can be replaced with a length check; merging 5883 ;;;;1;1;2x: improve coverage and fix small mistakes/untaken paths in operators;
5886;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: upgrade the algorithm of observable.timeout(time|selector) operators;this pr improves the algorithms of the  observable.timeout(time)  and  observable.timeout(selector)  operators to match their  flowable  counterparts implemented in #5661.;;5882.0;2x: upgrade the algorithm of observabletimeout(time|selector) operators;this pr improves the algorithms of the `observabletimeout(time)` and `observabletimeout(selector)` operators to match their `flowable` counterparts implemented in #5661in addition coverage of the `flowable` counterparts have been improved by synchronizing the unit testsnote that they were the last users of `observerfullarbiter` and `fullarbiterobserver` which are now removedcloses #5882; merging 5886 ;update the algorithm observabletimeout(time) & timeout(selector);update the `observabletimeout(time)` and the `observabletimeout(selectors)` operators to the more modern atomic index tracking algorithm and get rid of `observerfullarbiter` and `fullarbiterobserver`their `flowable` counterparts have been updated in #5661;;1;0;2x: upgrade the algo of observabletimeout(time|selector) operators;
5887;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: fix window(observable|callable) upstream handling;this pr fixes the upstream handling in  observable.window(observablesource)  and  observable.window(callable<observablesource>)  operators to make sure if both the main output and the inner windows have been disposed  the upstream is also disposed.;;5881.0;2x: fix window(observable|callable) upstream handling;this pr fixes the upstream handling in `observablewindow(observablesource)` and `observablewindow(callable<observablesource>)` operators to make sure if both the main output and the inner windows have been disposed the upstream is also disposed5881*remark:*there are a couple of `w ! null` checks showing up as partially covered in theory with the right interleaving `w` can become `null` but unfortunately the usual `testhelperrace()` testing is unlikely to trigger that case there would be a higher chance with 3 threads (one disposing one completing the main and one completing the inner window) but the current ci is effectively 15 - 2 cores/threads that tend to not produce a thorough interleaving; merging 5887 ;incorrect upstream management in window(observable) and window(callable);while working on coverage improvements ive noticed `flowablewindow(publisher<b>)` and `flowablewindow(callable<publisher<b>>)` (plus their `observable` counterpart) manage the upstream incorrectly as they dont cancel it when both the main output and the current window have been cancelled;;1;0;2x: fix window(observable|callable) upstream handling;
5888;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: fix flowable.window(publisher|callable) upstream handling;this pr fixes the upstream handling in  flowable.window(publisher)  and  flowable.window(callable<publisher>)  operators to make sure if both the main output and the inner windows have been cancelled  the upstream is also cancelled.;;5881.0;2x: fix flowablewindow(publisher|callable) upstream handling;this pr fixes the upstream handling in `flowablewindow(publisher)` and `flowablewindow(callable<publisher>)` operators to make sure if both the main output and the inner windows have been cancelled the upstream is also cancelledrelated: #5887 #5881in addition the jacoco code coverage has been updated to 080 mainly due to the [automatic filtering of difficult-to-impossible code paths](https://githubcom/jacoco/jacoco/releases/tag/v080); merging 5888 ;incorrect upstream management in window(observable) and window(callable);while working on coverage improvements ive noticed `flowablewindow(publisher<b>)` and `flowablewindow(callable<publisher<b>>)` (plus their `observable` counterpart) manage the upstream incorrectly as they dont cancel it when both the main output and the current window have been cancelled;;1;0;2x: fix flowablewindow(publisher|callable) upstream handling;
5889;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: cleanup  coverage and related component fixes;this pr improves the coverage of various components and contains the following additional fixes:;;0;2x: cleanup coverage and related component fixes;this pr improves the coverage of various components and contains the following additional fixes:- remove a very unlikely cancellation check in `flowableconcatmapeager`- improve backpressure tracking in `flowablepublishmulticast` to avoid atomic decrement per items emitted (part of `publish(function)`)- improve check for empty or terminated state in `flowablepublishmulticast` by using the array length- `unicastprocessor` termination to use a one-step `getandset`- `behaviorsubject` termination to use a one-step `getandset`- remove impossible try-finally in `behaviorsubjectsetcurrent` as the body could never crash; merging 5889 ;;;;1;1;2x: cleanup coverage and related component fixes;
5890;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;added nullable annotations to subjects;adding nullable annotations to subjects. the  throwable  and  getvalue  methods are annotated with nullable.;;0;added nullable annotations to subjects;adding nullable annotations to subjects the `throwable` and `getvalue` methods are annotated with nullablequick question about styling - in some places javadocs has trailing whitespaces but it is absent in other places is there a styling policy around that? intellij is removing the trailed whitespace automatically; merging 5890 ;;;;1;1;added nullable annotations to subjects;
5891;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: improve coverage & related cleanup 03/05;improve the coverage of various components  fix impossible paths and other fixes. see the comments attached to the code changes.;;0;2x: improve coverage & related cleanup 03/05;improve the coverage of various components fix impossible paths and other fixes see the comments attached to the code changes;updated with some additional cleanup and fix to `observableskip` lacking a validation ||  merging 5891 ;;;;1;1;fix camelcase local variable naming errors in tests;
5892;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2.x: fix the extra retention problem in replaysubject;in the bounded buffers of  replaysubject   the head reference may retain one extra item when the trimming happens. nulling out this reference is not possible at this point because old consumers may be still walking through the underlying linked list of nodes. however  replacing a head with the same next pointer (which is always not null if value is not null) but no value will eventually let the value get gcd. this cleanup doesn t happen on every  onnext  because it doubles the node allocation and thus the overhead.;;0;2x: fix the extra retention problem in replaysubject;in the bounded buffers of `replaysubject` the head reference may retain one extra item when the trimming happens nulling out this reference is not possible at this point because old consumers may be still walking through the underlying linked list of nodes however replacing a head with the same next pointer (which is always not null if value is not null) but no value will eventually let the value get gcd this cleanup doesnt happen on every `onnext` because it doubles the node allocation and thus the overheadthis pr modifies the code so that terminal events do perform this head swapping and introduces the `replaysubjectcleanupbuffer()` method to allow the user to perform the head swapping while the `replaysubject` is not yet terminated and the cleanup is neededif this type of change is accepted the `replayprocessor` can also be refitted for the `replay()` operators the terminal cleanup can be implemented but the on demand cleanup cant as there is no api surface for its internal buffer available; merging 5892 ;;;;1;1;cover the already-trimmed case;
