issueNumber,prNumber,Util,Network,i18n,Test,IO,corpus
658.0,6602,1.0,0.0,1.0,1.0,1.0,fix truncation bugs in replay and replaysubject processor this pr fixes several truncation bugs with the time and size bound replay operators and their hot class versions unexpected removal of the last item just added due to becoming out of date at the lowest time resolution creating a hole in the linked chain and hanging the consumer related failure incorrect size accounting upon removing old entries leading to more items dropped than expectedrelated
658.0,6604,1.0,0.0,1.0,1.0,1.0,have unit tests extends rxjavatest this commit updates the unit tests of the following operators internaloperatorsmaybe internaloperatormixed internaloperatorsinglerelated
658.0,6607,1.0,0.0,1.0,1.0,1.0,have internaloperatorobservable unit tests extends rxjavatest this commit updates the unit tests for internaloperatorobservable related merging
658.0,6612,1.0,0.0,0.0,1.0,1.0,fix many operators swallowing undeliverable exceptions fix many operators to emit the collected exception in case of a cancel dispose call to the plugin error handler ie becoming undeliverable excptions in addition the terminal event error delivery has been unified in many other operators so that the terminal indicator exception is never leakedthere will be a separate pr about cleaning up the addthrowable usage cases fixes merging
6611.0,6612,1.0,0.0,0.0,1.0,1.0,fix many operators swallowing undeliverable exceptions fix many operators to emit the collected exception in case of a cancel dispose call to the plugin error handler ie becoming undeliverable excptions in addition the terminal event error delivery has been unified in many other operators so that the terminal indicator exception is never leakedthere will be a separate pr about cleaning up the addthrowable usage cases fixes merging
6569.0,6620,1.0,0.0,0.0,0.0,1.0,elementat first constrain upstream requests as discussed in this pr constrains upstream requests for the elementat and first overloads other operators will be covered in other prs merging
6608.0,6629,1.0,0.0,1.0,1.0,1.0,fix refcount not resetting when cross canceled this pr fixes the issue with refcount not resetting the connection when the termination triggers cross cancellation over it the fix is more involved than because how x uses two publish implementation internally due to bug the old classic implementation does not fail but the newer implementation fails if the fix is applied unconditionally the old classic implementation fails an older unit test verifying an error allows reconnection therefore the pr checks and applies the new code path only if refcount isnt talking to the classic publish implementationas a reminder for x has a redesigned connectable with a much more clearer reset semantics and thus the restructuring of the termination handling had no trouble passing the aforementioned error allows reconnect unit test merging
663.0,6635,1.0,0.0,1.0,1.0,1.0,remove vararg overloads for combinelatest in observable flowable started removing the vararg function from hmm after looking at the tests the varag variant for combinelatestdelayerror might be useful since there are no x overloads available what do you think let me guess intellij refactor the varargs is a convenience over the array variant so combinelatestdelayerror s can go merging
663.0,6637,1.0,0.0,0.0,1.0,1.0,avoid using systemgetproperties due to security restrictions change the code in the schedulerpoolfactory to use systemgetproperty directly also fix property names to rx as now both v and v could run together merging
6569.0,6650,1.0,0.0,1.0,1.0,1.0,constrain upstream requests from take remove limit operator as per discussion in this pr constrains upstream requests from the take operator and removes the limit operatorive also added a couple of unit tests for coverage of elementat that i didnt include in merging
5788.0,6668,1.0,0.0,0.0,0.0,1.0,add missing marble diagams to single add hopefully all remaining missing marble diagrams to single https rawgithubcom wiki reactivex rxjava images rx operators singleconcatarrayeagerpng image https rawgithubcom wiki reactivex rxjava images rx operators singlemergedelayerroripng image https rawgithubcom wiki reactivex rxjava images rx operators singlemergedelayerrorppng image https rawgithubcom wiki reactivex rxjava images rx operators singlemergedelayerror png image https rawgithubcom wiki reactivex rxjava images rx operators singlemergedelayerror png image https rawgithubcom wiki reactivex rxjava images rx operators singlemergedelayerror png image https rawgithubcom wiki reactivex rxjava images rx operators singleunsafecreatepng image https rawgithubcom wiki reactivex rxjava images rx operators singleusingpng image https rawgithubcom wiki reactivex rxjava images rx operators singleusingbpng image https rawgithubcom wiki reactivex rxjava images rx operators singlewrappng image https rawgithubcom wiki reactivex rxjava images rx operators singlecachepng image https rawgithubcom wiki reactivex rxjava images rx operators singlecastpng image https rawgithubcom wiki reactivex rxjava images rx operators singledelaysubscriptiontpng image https rawgithubcom wiki reactivex rxjava images rx operators singledelaysubscriptiontspng image https rawgithubcom wiki reactivex rxjava images rx operators singledooneventpng image https rawgithubcom wiki reactivex rxjava images rx operators singleblockinggetpng image https rawgithubcom wiki reactivex rxjava images rx operators singleliftpng image https rawgithubcom wiki reactivex rxjava images rx operators singlecontainsfpng image https rawgithubcom wiki reactivex rxjava images rx operators singlecontainspng image https rawgithubcom wiki reactivex rxjava images rx operators singleonerrorresumewithpng image https rawgithubcom wiki reactivex rxjava images rx operators singleonterminatedetachpng image https rawgithubcom wiki reactivex rxjava images rx operators singleretrypng image https rawgithubcom wiki reactivex rxjava images rx operators singleretryf png image https rawgithubcom wiki reactivex rxjava images rx operators singleretrynpng image https rawgithubcom wiki reactivex rxjava images rx operators singleretryfpng image https rawgithubcom wiki reactivex rxjava images rx operators singleretrynfpng image https rawgithubcom wiki reactivex rxjava images rx operators singleretrywhenpng image https rawgithubcom wiki reactivex rxjava images rx operators singlesubscribepng image https rawgithubcom wiki reactivex rxjava images rx operators singlesubscribecpng image https rawgithubcom wiki reactivex rxjava images rx operators singlesubscribeccpng image https rawgithubcom wiki reactivex rxjava images rx operators singlesubscribec png image https rawgithubcom wiki reactivex rxjava images rx operators singlesubscribewithpng image https rawgithubcom wiki reactivex rxjava images rx operators singletakeuntilcpng image https rawgithubcom wiki reactivex rxjava images rx operators singletakeuntilspng image https rawgithubcom wiki reactivex rxjava images rx operators singletakeuntilppng image https rawgithubcom wiki reactivex rxjava images rx operators singletimeoutpng image https rawgithubcom wiki reactivex rxjava images rx operators singletimeoutspng image https rawgithubcom wiki reactivex rxjava images rx operators singletimeoutbpng image https rawgithubcom wiki reactivex rxjava images rx operators singletimeoutsbpng image https rawgithubcom wiki reactivex rxjava images rx operators singleunsubscribeonpng image https rawgithubcom wiki reactivex rxjava images rx operators singletestpng image https rawgithubcom wiki reactivex rxjava images rx operators singletestbpng image https rawgithubcom wiki reactivex rxjava images rx operators singledelaysubscriptionppng image https rawgithubcom wiki reactivex rxjava images rx operators singledelaysubscriptionopng image https rawgithubcom wiki reactivex rxjava images rx operators singledelaysubscriptionspng image https rawgithubcom wiki reactivex rxjava images rx operators singledelaysubscriptioncpng image https rawgithubcom wiki reactivex rxjava images rx operators singledematerializepng merging
671.0,6714,1.0,0.0,0.0,1.0,1.0,fix multicastprocessor not requesting more after limit is reached after reaching the prefetch limit the updated consumed counter was not written back so the processor stopped requesting more consumed limit affects x to a separate pr will be posted for it merging
671.0,6715,1.0,0.0,0.0,1.0,1.0,fix multicastprocessor not requesting more after limit is reached after reaching the prefetch limit the updated consumed counter was not written back so the processor stopped requesting more consumed limit merging
672.0,6729,1.0,0.0,0.0,0.0,1.0,fix self see references some comments some see should point to the other party plain delayerror add a few see to the nearby operators comments no longer apply in blockingxmostrecent source code add a comment from to actiondisposable replaces
6728.0,6729,1.0,0.0,0.0,0.0,1.0,fix self see references some comments some see should point to the other party plain delayerror add a few see to the nearby operators comments no longer apply in blockingxmostrecent source code add a comment from to actiondisposable replaces
5806.0,6730,1.0,0.0,0.0,0.0,1.0,add maybe marble diagrams cases related https rawgithubcom wiki reactivex rxjava images rx operators maybezipipng image https rawgithubcom wiki reactivex rxjava images rx operators maybezipnpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeziparraypng image https rawgithubcom wiki reactivex rxjava images rx operators maybezipwithpng image https rawgithubcom wiki reactivex rxjava images rx operators maybecontainsopng image https rawgithubcom wiki reactivex rxjava images rx operators maybeunsubscribeonpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonterminatedetachpng image https rawgithubcom wiki reactivex rxjava images rx operators maybecastpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeliftpng image https rawgithubcom wiki reactivex rxjava images rx operators maybedooneventpng image https rawgithubcom wiki reactivex rxjava images rx operators maybedelaysubscriptiontpng image https rawgithubcom wiki reactivex rxjava images rx operators maybedelaysubscriptiontspng image https rawgithubcom wiki reactivex rxjava images rx operators maybedelaysubscriptionppng merging
5788.0,6732,1.0,0.0,0.0,0.0,1.0,update singlezip marble diagrams cases related https rawgithubcom wiki reactivex rxjava images rx operators singlezipipng image https rawgithubcom wiki reactivex rxjava images rx operators singlezipnpng image https rawgithubcom wiki reactivex rxjava images rx operators singleziparraypng image https rawgithubcom wiki reactivex rxjava images rx operators singlezipwithpng
674.0,6745,1.0,0.0,0.0,0.0,1.0,make disposablecontainer public api make the internal interface disposablecontainer public as it can be one safely ive seen some rd party usage in custom containers this will make them now legit on x edit also should resolve the osgi private reference warning merging
674.0,6748,1.0,0.0,0.0,1.0,1.0,change how the cause of compositeexception is generated this pr changes how compositeexceptiongetcause creates a cause exception on demand in x and x the code tried to link up the various inner exceptions via their initcause which was in on itself fishy as well as could lead to excessive memory usageinstead the new code will present the inner exceptions as part of a formatted message which in theory should be still picked up by ide exception listings and allow navigation multiple exceptions ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestnestedmultilinemessage compositeexceptiontestjava ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestnestedmultilinemessage compositeexceptiontestjava ioreactivexrxjava exceptionscompositeexception exceptions occurred at ioreactivexrxjava exceptionscompositeexceptiontestnestedmultilinemessage compositeexceptiontestjava ioreactivexrxjava exceptionscompositeexceptionexceptionoverview multiple exceptions ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestnestedmultilinemessage compositeexceptiontestjava ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestnestedmultilinemessage compositeexceptiontestjava are a few formatting conveniences if there is only one inner exception the compositeexception s cause will be simply that exception this can happen when the very same exception is aggregated into the composite and get deduplicated if an inner exceptions message is multi lined the message and cause traces should be indented properly reoccurring causes are not expanded over and over multiple exceptions ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestreoccurringexception compositeexceptiontestjava ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestreoccurringexception compositeexceptiontestjava ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestreoccurringexception compositeexceptiontestjava ioreactivexrxjava exceptionstestexception ex at ioreactivexrxjava exceptionscompositeexceptiontestreoccurringexception compositeexceptiontestjava cause not expanded again ioreactivexrxjava exceptionstestexception ex currently only the first line of the stacktraces are shown because it can get quite long and thus memory consuming to list them all maybe a system parameter can be introduced to control the verbosity merging
675.0,6754,1.0,0.0,0.0,1.0,1.0,zip combinelatest and amb operators throw when supplied with observablesource implementation that doesnt subclass observable please add unit tests so this doesnt happen again in case of any future change merging
675.0,6756,1.0,0.0,1.0,1.0,1.0,fix observable amb combinelatest & zip arraystoreexception when using iterable of sources the initial array is the wrong type and causes arraystoreexception unit tests were added to verify the other implementations merging
6776.0,6779,1.0,1.0,1.0,1.0,1.0,java add blockingstream & flatmapstream to flowable add java interoperation methods to flowable blockingstream essentially blockingiterable with close support concatmapstream map and concatenate streams flatmapstream map and concatenate streams inherently same as concatmapstream related marbles https rawgithubcom wiki reactivex rxjava images rx operators blockingstreamfpng image https rawgithubcom wiki reactivex rxjava images rx operators blockingstreamfipng image https rawgithubcom wiki reactivex rxjava images rx operators concatmapstreamfpng image https rawgithubcom wiki reactivex rxjava images rx operators concatmapstreamfipng image https rawgithubcom wiki reactivex rxjava images rx operators flatmapstreamfpng image https rawgithubcom wiki reactivex rxjava images rx operators flatmapstreamfipng merging
6772.0,6780,1.0,0.0,0.0,0.0,1.0,java add autocloseable disposable conversions nicen docs add disposablesfromautocloseable and disposablestoautocloseable methods improve javadocs styling resolves you could also do javainterface disposable extends autocloseable { boolean isdisposed void dispose default void close { dispose }} merging
6776.0,6783,1.0,0.0,1.0,1.0,1.0,java add fromopt stage mapoptional tocompletionstage to m s c add the following java operators to various reactive base classes operator maybe single completable fromoptional fromcompletionstage image image image mapoptional image image tocompletionstage image image tocompletionstage t image image should it be implemented as optionalempty singleerror new nosuchelementexception no reason to implement always completablecomplete no value to map no value to emit thus it is better to ask the user for a completion value never empty no reason to implementrelated marbles image https rawgithubcom wiki reactivex rxjava images rx operators fromoptionalmpng image https rawgithubcom wiki reactivex rxjava images rx operators fromcompletionstagespng image https rawgithubcom wiki reactivex rxjava images rx operators fromcompletionstagecpng image https rawgithubcom wiki reactivex rxjava images rx operators mapoptionalmpng image https rawgithubcom wiki reactivex rxjava images rx operators mapoptionalspng image https rawgithubcom wiki reactivex rxjava images rx operators tocompletionstagempng image https rawgithubcom wiki reactivex rxjava images rx operators tocompletionstagemvpng image https rawgithubcom wiki reactivex rxjava images rx operators tocompletionstagespng image https rawgithubcom wiki reactivex rxjava images rx operators tocompletionstagecpng merging
6767.0,6786,1.0,0.0,1.0,1.0,1.0,diamond operators in unit tests observable package hello in this pull request ive changed all ide marked explicit types with diamond operator affected package is internal operators observable there is one test fail in completabletestrepeatnormal but diamond is not the cause there is last stack entry javalangassertionerror expected but was at orgjunitassertfail assertjava this pr is part of issue resolving merging
6767.0,6787,1.0,0.0,1.0,1.0,1.0,diamond operators in unit tests flowable package hello in this pull request ive changed all ide marked explicit types with diamond operator affected package is internal operators flowable there is one test fail in completabletestrepeatnormal but diamond is not the cause there is last stack entry javalangassertionerror expected but was at orgjunitassertfail assertjava this pr is part of issue resolving
6767.0,6788,1.0,0.0,1.0,1.0,1.0,diamond operators in tests hello in this pull request ive changed all ide marked explicit types with diamond operator affected packages is internal internal operators there is one test fail in completabletestrepeatnormal but diamond is not the cause there is last stack entry javalangassertionerror expected but was at orgjunitassertfail assertjava this pr is part of issue resolving merging
6767.0,6789,1.0,1.0,1.0,1.0,1.0,diamond operators in tests small packages hello in this pull request ive changed all ide marked explicit types with diamond operator affected packages is in tests rootthere is one test fail in completabletestrepeatnormal but diamond is not the cause there is last stack entry javalangassertionerror expected but was at orgjunitassertfail assertjava this pr is part of issue resolving merging
6794.0,6799,1.0,0.0,0.0,1.0,1.0,xprocessoroffer to throw npe immediately make offer throw a nullpointerexception immediately instead of turning it into an error signal in addition have multicastprocessoroffer throw an illegalstateexception if called when the processor is in fusion mode merging
6776.0,6805,1.0,0.0,0.0,1.0,1.0,java add flattenstreamasx to maybe single add maybeflattenstreamasflowable maybeflattenstreamasobservable singleflattenstreamasflowable singleflattenstreamasobservable related in addition adjust the validators to appreciate the new patterns marbles https rawgithubcom wiki reactivex rxjava images rx operators flattenstreamasflowablempng image https rawgithubcom wiki reactivex rxjava images rx operators flattenstreamasobservablempng image https rawgithubcom wiki reactivex rxjava images rx operators flattenstreamasflowablespng image https rawgithubcom wiki reactivex rxjava images rx operators flattenstreamasobservablespng merging
681.0,6814,1.0,0.0,1.0,1.0,1.0,remove fromfuture scheduler overloads those overloads were only applying subscribeon with no other benefitsresolves merging
681.0,6817,1.0,0.0,0.0,0.0,1.0,deleted functionsnaturalorder removes a duplication of the natural order comparator merging
6828.0,6837,1.0,0.0,0.0,1.0,1.0,remove a pointless observableconcatmapiterable overload remove the concatmapiterable function int overload as there is no buffering involved with the operator
683.0,6839,0.0,0.0,0.0,1.0,0.0,enable javac parameter saving in class files related merging
684.0,6844,1.0,0.0,0.0,1.0,1.0,remove maybeonexceptionresumenext it was always very peculiar to let only checked exceptions resumed merging
683.0,6847,1.0,0.0,0.0,1.0,1.0,simplify return sentences in flowable javadocs simplify the wording of return in javadocs merging
6852.0,6857,1.0,0.0,1.0,0.0,1.0,wiki improve operator matrix with links and notes update the operatormatrixgenerator to add anchors and links to notes about why operators are not present in one or another class operators are missing and will be added as part of merging
6855.0,6857,1.0,0.0,1.0,0.0,1.0,wiki improve operator matrix with links and notes update the operatormatrixgenerator to add anchors and links to notes about why operators are not present in one or another class operators are missing and will be added as part of merging
6852.0,6862,1.0,0.0,0.0,0.0,1.0,add maybe single completable blockingsubscribe add the missing blockingsubscribe methods to maybe single and completable for symmetry with flowable and observable usually wed like to avoid blocking but now that project loom preview transparently turns latch based awaiting into suspension inside virtual threads they will act as free interop operators for exiting the reactive world into the continuation worldrelated marbles maybe single image completable image https rawgithubcom wiki reactivex rxjava images rx operators completableblockingsubscribepng image https rawgithubcom wiki reactivex rxjava images rx operators completableblockingsubscribeapng image https rawgithubcom wiki reactivex rxjava images rx operators completableblockingsubscribeacpng image https rawgithubcom wiki reactivex rxjava images rx operators completableblockingsubscribeopng merging
6863.0,6864,1.0,0.0,1.0,1.0,1.0,adding delayerror to maybedelay merging
5806.0,6867,1.0,0.0,0.0,0.0,1.0,add onerrorcomplete to flowable observable and single add the onerrorcomplete and onerrorcomplete predicate operators to the remaining base classesalso created the missing marble for maybeonerrorcomplete related https rawgithubcom wiki reactivex rxjava images rx operators flowableonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators flowableonerrorcompletefpng image https rawgithubcom wiki reactivex rxjava images rx operators observableonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators observableonerrorcompletefpng image https rawgithubcom wiki reactivex rxjava images rx operators singleonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators singleonerrorcompletefpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorcompletefpng merging
6852.0,6867,1.0,0.0,0.0,0.0,1.0,add onerrorcomplete to flowable observable and single add the onerrorcomplete and onerrorcomplete predicate operators to the remaining base classesalso created the missing marble for maybeonerrorcomplete related https rawgithubcom wiki reactivex rxjava images rx operators flowableonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators flowableonerrorcompletefpng image https rawgithubcom wiki reactivex rxjava images rx operators observableonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators observableonerrorcompletefpng image https rawgithubcom wiki reactivex rxjava images rx operators singleonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators singleonerrorcompletefpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorcompletepng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorcompletefpng merging
5806.0,6868,1.0,0.0,0.0,1.0,1.0,add completableonerrorresumewith this pr adds the missing completableonerrorresumewith present in the rest of the base classesalso marbles for maybeonerrorresumenext and maybeonerrorresumewith have been updatedrelated https rawgithubcom wiki reactivex rxjava images rx operators completableonerrorresumewithpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorresumenextpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorresumewithpng merging
6852.0,6868,1.0,0.0,0.0,1.0,1.0,add completableonerrorresumewith this pr adds the missing completableonerrorresumewith present in the rest of the base classesalso marbles for maybeonerrorresumenext and maybeonerrorresumewith have been updatedrelated https rawgithubcom wiki reactivex rxjava images rx operators completableonerrorresumewithpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorresumenextpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeonerrorresumewithpng merging
5806.0,6869,1.0,0.0,0.0,1.0,1.0,add single completable retryuntil marbles retryuntil was missing from single and completable added marble for maybe as wellrelated https rawgithubcom wiki reactivex rxjava images rx operators completableretryuntilpng image https rawgithubcom wiki reactivex rxjava images rx operators singleretryuntilpng image https rawgithubcom wiki reactivex rxjava images rx operators mayberetryuntilpng merging
6852.0,6869,1.0,0.0,0.0,1.0,1.0,add single completable retryuntil marbles retryuntil was missing from single and completable added marble for maybe as wellrelated https rawgithubcom wiki reactivex rxjava images rx operators completableretryuntilpng image https rawgithubcom wiki reactivex rxjava images rx operators singleretryuntilpng image https rawgithubcom wiki reactivex rxjava images rx operators mayberetryuntilpng merging
6852.0,6870,1.0,0.0,0.0,0.0,1.0,add maybe single completable switchonnext & switchonnextdelayerror add the missing switchonnext and switchonnextdelayerror operators which are essentially delegated to the respective flowable switchmapx operators with identity mappingrelated https rawgithubcom wiki reactivex rxjava images rx operators completableswitchonnextpng image https rawgithubcom wiki reactivex rxjava images rx operators completableswitchonnextdelayerrorpng image https rawgithubcom wiki reactivex rxjava images rx operators singleswitchonnextpng image https rawgithubcom wiki reactivex rxjava images rx operators singleswitchonnextdelayerrorpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeswitchonnextpng image https rawgithubcom wiki reactivex rxjava images rx operators maybeswitchonnextdelayerrorpng
6852.0,6871,1.0,0.0,0.0,1.0,1.0,add maybedematerialize add the dematerialize operator to maybe to be in sync with the other classesrelated https rawgithubcom wiki reactivex rxjava images rx operators maybedematerializepng merging
6852.0,6873,1.0,0.0,1.0,1.0,1.0,add many fromx operators marbles add a cross section of from operators present fromaction fromsingle operator f o m s c fromaction present notes present namefromcompletable fromcompletable present notes absent notes frommaybe present notes present namefromobservable fromobservable present notes present namefrompublisher frompublisher present namefromrunnable fromrunnable present notes present namefromsingle fromsingle present notes present https rawgithubcom wiki reactivex rxjava images rx operators flowablefromactionpng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromcompletablepng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefrommaybepng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromobservablebufferpng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromobservablelatestpng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromobservabledroppng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromobservableerrorpng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromobservablemissingpng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromrunnablepng image https rawgithubcom wiki reactivex rxjava images rx operators flowablefromsinglepng image https rawgithubcom wiki reactivex rxjava images rx operators observablefromactionpng image https rawgithubcom wiki reactivex rxjava images rx operators observablefromcompletablepng image https rawgithubcom wiki reactivex rxjava images rx operators observablefrommaybepng image https rawgithubcom wiki reactivex rxjava images rx operators observablefromrunnablepng image https rawgithubcom wiki reactivex rxjava images rx operators observablefromsinglepng image https rawgithubcom wiki reactivex rxjava images rx operators maybefrompublisherpng image https rawgithubcom wiki reactivex rxjava images rx operators maybefromobservablepng image https rawgithubcom wiki reactivex rxjava images rx operators singlefrommaybepng image https rawgithubcom wiki reactivex rxjava images rx operators singlefrommaybevpng merging
6852.0,6874,1.0,0.0,0.0,0.0,1.0,add timeinterval & timestamp to m s add timeinterval and timestamp operators overloads each to maybe and single related https rawgithubcom wiki reactivex rxjava images rx operators maybetimeintervalpng image https rawgithubcom wiki reactivex rxjava images rx operators maybetimeintervalspng image https rawgithubcom wiki reactivex rxjava images rx operators maybetimestamppng image https rawgithubcom wiki reactivex rxjava images rx operators maybetimestampspng image https rawgithubcom wiki reactivex rxjava images rx operators singletimeintervalpng image https rawgithubcom wiki reactivex rxjava images rx operators singletimeintervalspng image https rawgithubcom wiki reactivex rxjava images rx operators singletimestamppng image https rawgithubcom wiki reactivex rxjava images rx operators singletimestampspng merging
6852.0,6875,1.0,0.0,0.0,0.0,1.0,add maybe completable tofuture add tofuture to maybe and completable related https githubcom reactivex rxjava wiki images rx operators maybetofuturepng image https githubcom reactivex rxjava wiki images rx operators completabletofuturepng merging
580.0,6876,1.0,1.0,1.0,1.0,1.0,add singleoftype add oftype to single already available to the other non empty base typesrelated addition diagrams for maybefilter and maybeoftype have been updated image merging
6852.0,6876,1.0,1.0,1.0,1.0,1.0,add singleoftype add oftype to single already available to the other non empty base typesrelated addition diagrams for maybefilter and maybeoftype have been updated image merging
6852.0,6877,1.0,0.0,0.0,1.0,1.0,add doonlifecycle to maybe single & completable add the doonlifecycle operator to the remaining classesrelated https rawgithubcom wiki reactivex rxjava images rx operators maybedoonlifecyclepng image https rawgithubcom wiki reactivex rxjava images rx operators singledoonlifecyclepng image https rawgithubcom wiki reactivex rxjava images rx operators completabledoonlifecyclepng merging
6852.0,6879,1.0,0.0,1.0,1.0,1.0,add concatmapx operators aliases add the following operator aliases maybeconcatmapcompletable maybeconcatmapsingle singleconcatmapcompletable singleconcatmap singleconcatmapmaybe related addition some missing or wrong maybe marbles have been image https rawgithubcom wiki reactivex rxjava images rx operators maybeconcatmappng image https rawgithubcom wiki reactivex rxjava images rx operators maybeflatmapcompletable png image https rawgithubcom wiki reactivex rxjava images rx operators maybeflatmapsingle png image https rawgithubcom wiki reactivex rxjava images rx operators maybeflatmapsingleelementpng merging
6852.0,6881,1.0,0.0,1.0,1.0,1.0,add various concatxdelayerror operators add the following concat kind of operators maybeconcatarrayeagerdelayerror maybeconcatdelayerror publisher int singleconcatarraydelayerror singleconcatarrayeagerdelayerror singleconcatdelayerror completableconcatarraydelayerror completableconcatdelayerror related addition the maybeconcatdelayerror publisher marble has been image https rawgithubcom wiki reactivex rxjava images rx operators maybeconcatdelayerror ipng merging
6852.0,6882,1.0,0.0,0.0,0.0,1.0,add singlemergearray & mergearraydelayerror single was missing the mergearray and mergearraydelayerror operators already present in the other classesrelated https rawgithubcom wiki reactivex rxjava images rx operators singlemergearraypng image https rawgithubcom wiki reactivex rxjava images rx operators singlemergearraydelayerrorpng merging
6852.0,6884,1.0,0.0,0.0,1.0,1.0,add completablesequenceequal the operator was available in all other classesrelated https rawgithubcom wiki reactivex rxjava images rx operators completablesequenceequalpng merging
6852.0,6885,1.0,0.0,0.0,0.0,1.0,add missing startwith overloads add missing add startwith overloads source \ other f o m s c flowable present absent add add add absent present add add add add add add add add add add add add add present present add add present https rawgithubcom wiki reactivex rxjava images rx operators flowablestartwithmpng image https rawgithubcom wiki reactivex rxjava images rx operators flowablestartwithspng image https rawgithubcom wiki reactivex rxjava images rx operators flowablestartwithcpng image https rawgithubcom wiki reactivex rxjava images rx operators observablestartwithmpng image https rawgithubcom wiki reactivex rxjava images rx operators observablestartwithspng image https rawgithubcom wiki reactivex rxjava images rx operators observablestartwithcpng image https rawgithubcom wiki reactivex rxjava images rx operators maybestartwithppng image https rawgithubcom wiki reactivex rxjava images rx operators maybestartwithopng image https rawgithubcom wiki reactivex rxjava images rx operators maybestartwithmpng image https rawgithubcom wiki reactivex rxjava images rx operators maybestartwithspng image https rawgithubcom wiki reactivex rxjava images rx operators maybestartwithcpng image https rawgithubcom wiki reactivex rxjava images rx operators singlestartwithppng image https rawgithubcom wiki reactivex rxjava images rx operators singlestartwithopng image https rawgithubcom wiki reactivex rxjava images rx operators singlestartwithmpng image https rawgithubcom wiki reactivex rxjava images rx operators singlestartwithspng image https rawgithubcom wiki reactivex rxjava images rx operators singlestartwithcpng image https rawgithubcom wiki reactivex rxjava images rx operators completablestartwithmpng image https rawgithubcom wiki reactivex rxjava images rx operators completablestartwithspng merging
5806.0,6886,1.0,0.0,0.0,1.0,1.0,add completableonerrorreturn item the operators were already available elsewhererelated addition the maybe variants have received updated marbles as well image merging
6852.0,6886,1.0,0.0,0.0,1.0,1.0,add completableonerrorreturn item the operators were already available elsewhererelated addition the maybe variants have received updated marbles as well image merging
6878.0,6891,1.0,0.0,0.0,1.0,1.0,swap maybeflatmapsingle and maybeflatmapsingleelement dropped the old maybeflatmapsingle and replaced it with maybeflatmapsingleelement hmm for xflatmaptestmaybesingle if i replace flatmapsingle tosingle with tosingle flatmap then the test will pass the test checks if disposing while in the function the returned single never gets subscribed to and thus no error is signaled to the downstream or the global error handler put an ignore on it for now and ill look into the operator tomorrow merging
5806.0,6893,1.0,0.0,0.0,1.0,1.0,reenable xflatmaptestmaybesingle add missing single operators reenable the xflatmaptestmaybesingle and make sure all flatmap variants behave the same when the flow is cancelled disposed while the mapper function is executing thus the returned inner source doesnt get subscribed to at all while adding the extra tests i noticed two flatmap variant is missing from single a combiner of the original and inner success item flatmap function bifunction a notification type mapper flatmap function function the same combiner variant for maybe received a marble diagram too image merging
6892.0,6893,1.0,0.0,0.0,1.0,1.0,reenable xflatmaptestmaybesingle add missing single operators reenable the xflatmaptestmaybesingle and make sure all flatmap variants behave the same when the flow is cancelled disposed while the mapper function is executing thus the returned inner source doesnt get subscribed to at all while adding the extra tests i noticed two flatmap variant is missing from single a combiner of the original and inner success item flatmap function bifunction a notification type mapper flatmap function function the same combiner variant for maybe received a marble diagram too image merging
