pr;Util;NLP;APM;Network;DB;Interpreter;Error Handling;Logging;Lang;Data Structure;DevOps;i18n;Setup;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;Event Handling;App;GIS;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
957;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add unit test for distinct aggregation on a join;;;0;add unit test for distinct aggregation on a join;;;;;;1;1;add unit test for distinct aggregation on a join;
965;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix warnings in unit tests  and reformat some files;;;0;fix warnings in unit tests and reformat some files;;this has some overlap with  || ;;;;1;1;fix warnings in hive file format tests;
"971;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;0;explain (format json  type source);;;0;explain (format json type source);;""what does type """"source"""" mean? || heh we had some discussion on names and """"source"""" was the best we could come up with a """"source plan"""" explains the sources (inputs) for a query it seemed better than """"inputs"""" its not very good -- please help us find a better name || i dont think we should have a special """"source"""" type id rather a single type that returns one """"explanation"""" that includes the actual plan a description of the sources etc || also source is confusing since we already use that term to indicate which tool/app/client submitted the query i do think """"inputs"""" is a better name we use it in the querycompletionevent to represent exactly this concept || ok so my proposal is to just add syntax for:```explain (format json)```initially the output will just contain information about the inputs to the query eventually well add additional information such as ast + semantic annotations (needed for syntax highlighting and auto-complete) plan structure output columns/types etc || all of these should use the guava `objectsequal()` and `objectshashcode()` || you should rebase on top of  || title the commit something like """"add json version of explain"""" || @electrum : squashed the commits and addressed recent comments || title the commit something like """"add json format for explain"""" || @electrum: updated thanks  ||  "";;;;1;1;add json format for explain- currently only inputs (input tables) is included;"
"983;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;add new s3 filesystem using aws sdk;this is a new proof-of-concept s3 filesystem implementation that uses the aws sdk. it passes the basic unit tests but has not been tested otherwise.;;0;add new s3 filesystem using aws sdk;this is a new proof-of-concept s3 filesystem implementation that uses the aws sdk it passes the basic unit tests but has not been tested otherwise;""hi davidthis is great for presto working on s3 relieved the packaging worki tried this on a 11 node cluster it is running ok just have a few questions:#1 still could not figure out a way to disable logging extensive logging made prestos performance on s3 not so good compared with reading from hdfs here is my etc/logproperties:comfacebookprestodebugorgapachehadoopwarnorgapache still i get tens of:2014-01-30t22 03945+0000     info   20140130_221259_00004_56i9816-0-81    stdout  22 03945 [20140130_221259_00004_56i9816-0-81] debug orgapache - << """"[0xbd][0x14]5[0xe2]b[0xe6][0xf3][0xc9][0x9]s[0xbc][0x9a][0xd9][0xb6][0xa4]y9[0xc9][0x7][0xdf][0xe9][0x13][0xc7][0xfd][0xa2][0x13][0x88][0xfe][0xfa][0xbf]z[0x9][0xea][0xcc][0x7][0xd3][0x96][0x11][0xd0][0xa6]a7[0x1d]q[0xac][0xb5]`[0x83][0x2][0x84])h[0xca]rq[0xde][0xa9]3[0xa0]yo[\n]""""2014-01-30t22 03946+0000     info   20140130_221259_00004_56i9816-0-81    stdout  22 03946 [20140130_221259_00004_56i9816-0-81] debug orgapache - << """"[0xa4][0xda][0x18][0x95]gb[0xbd]2[0xc0][0xe4]t[0xc7][0xc8][0xc9][0x6]][0xc3][0x1c]1:[0x9b]:[0x9f]w`[0xaf]k[0x9d]cp[0x2][0xb4][\r][0x8c]?)[0xf5]<[0x1b][0xcb][0xa8]u[0x1a]+i[0xbb][0xf]:which not only made presto running slow but also consumed lots of disk space do you have any hints about how to disable the log(as how presto is running on hdfs)?#2 the  deadlock problem is still there i found a way to get it  will post my patch following this onethis is really great work to start trying presto on s3 i tried some experiments(not using this patch but using emrs hadoop jars) and it showed that presto on s3 could be as fast as presto on hdfs i think we should put all s3 related work in this packaging structure and make its performance as fast as using emrs hadoopthankszhenxiao || this seem like a reasonable start   updated to address review comments will push after release || "";;;;1;1;add new s3 filesystem using aws sdk;"
985;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix hang in hive split source;correctly decrement the outstandingsplitcount in getnextbatch;;0;fix hang in hive split source;correctly decrement the outstandingsplitcount in getnextbatch;looks good otherwise ||;;;;1;1;fix hang in hive split sourcecorrectly decrement the outstandingsplitcount in getnextbatch;
"987;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;serdeutils;rewrite of hive serdeutils.getjsonstring() using jackson.;;0;serdeutils;rewrite of hive serdeutilsgetjsonstring() using jackson;""other than switching the tests back to `string`  also squash the changes before pushing || this needs a more descriptive commit message than simply """"serdeutils"""" || addressed review comments @electrum : i will squash the commits and update the commit message before i push  || @dain : addressed all comments by you  squashed to one commit pushing it now  || "";;;;1;1;rewrite of hive serdeutilsgetjsonstring() using jackson;"
988;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix memory (estimate) leak in topnoperator;;;0;fix memory (estimate) leak in topnoperator;;;;;;1;1;fix memory (estimate) leak in topnoperator;
998;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;add ordering and pattern matching to databasemetadata;;;0;add ordering and pattern matching to databasemetadata;;;;;;1;1;use like in databasemetadata for pattern arguments;
1000;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;improve encapsulation of native connector interfaces;- inject nativemetadata into nativeconnectorfactory  just like datastreamprovider et al. - make nativesplitmanager depend on the connector-specific nativemetadata instead of global metadata;;0;improve encapsulation of native connector interfaces;- inject nativemetadata into nativeconnectorfactory just like datastreamprovider et al- make nativesplitmanager depend on the connector-specific nativemetadata instead of global metadata;;;;;1;1;improve encapsulation of native connector interfaces- inject nativemetadata into nativeconnectorfactory just like datastreamprovider et al- make nativesplitmanager depend on the connector-specific nativemetadata instead of global metadata;
1001;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;predicate optimization improvements;- between ranges - simplified effective predicates from partitions;;0;predicate optimization improvements;- between ranges- simplified effective predicates from partitions;;;;;1;1;simplify the effective predicate from table scan partitions;
1003;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;fix state machine and info objects;;;0;fix state machine and info objects;;;;;;1;1;deep copy taskinfo outputs in constructor to avoid concurrentmodificationexception;
"1004;1;0;0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;replace generic  getservice  method in connector with explicit methods;;;0;""replace generic """"getservice"""" method in connector with explicit methods"";;;;;;1;1;""replace generic """"getservice"""" method in connector with explicit methods"";"
1005;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;synchronize before copying the output items;;;0;synchronize before copying the output items;;;;;;1;1;when driver creation fails properly fire failed event;
1006;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fully stop tasks;;;0;fully stop tasks;;;;;;1;1;add close to exchangeoperator to assure exchangeclient is closed;
1007;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix overflow bug in hashpagepartitionfunction;;;0;fix overflow bug in hashpagepartitionfunction;;;;;;1;1;fix overflow bug in hashpagepartitionfunction;
"1008;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;add experimental support for approximate queries;note  most of these are from my sample weight pr. the one that needs review is  experimental support for approximate queries;;0;add experimental support for approximate queries;""note most of these are from my sample weight pr the one that needs review is """"experimental support for approximate queries"""""";;;;;1;1;experimental support for approximate queriescurrently only avg is supported the syntax is:select avg(a)from my_sampled_tableapproximate at 950 confidencethis is disabled by default but can be enabled with the config option analyzerapproximate-queries-enabledtrue;"
1009;1;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;do not close output buffers on failure;;;0;do not close output buffers on failure;;;;;;1;1;do not close output buffers on failure;
1014;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;distribute splits evenly among nodes;;;0;distribute splits evenly among nodes;;other then fixing the test this ;;;;1;1;distribute splits evenly among nodes;
1016;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add checkstyle rule for colon in foreach loops;;;0;add checkstyle rule for colon in foreach loops;;;;;;1;1;add checkstyle rule for colon in foreach loops;
1017;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;refactor sampled test queries into a separate abstract class;;;0;refactor sampled test queries into a separate abstract class;;;;;;1;1;refactor sampled test queries into a separate abstract class;
1018;1;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;1;fix localexecutionplanner handling of null literal projections;disable compiler tests involving untyped nulls;;0;fix localexecutionplanner handling of null literal projections;disable compiler tests involving untyped nulls;;;;;1;1;fix localexecutionplanner handling of null literal projectionsdisable compiler tests involving untyped nulls and mixed numeric types;
1029;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;1;0;1;0;remove materialized view and alias support;;;0;remove materialized view and alias support;;;;;;1;1;remove aliased table support;
1030;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;allow optimization of subexpressions in certain cases;;;0;allow optimization of subexpressions in certain cases;;;;;;1;1;allow optimization of subexpressions in certain cases;
1032;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;fix information schema predicate extraction;;;0;fix information schema predicate extraction;;;;;;1;1;fix information schema predicate extraction;
1034;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;fix jdbc tests;;;0;fix jdbc tests;;;;;;1;1;configure logging for tests;
1036;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;add poissonized sampling;;;0;add poissonized sampling;;@martint can you give this a once over? || ok i addressed all of @dain s comments || other than those minor comments it ;;;;1;1;add support for rescaled poissonized sampling;
1037;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;fix scheduling bug where drivers queued in taskexecutor are not counted;create drivercontext when split is added instead of waiting until a thread is associated with the split.;;0;fix scheduling bug where drivers queued in taskexecutor are not counted;create drivercontext when split is added instead of waiting until a thread is associated with the split;;;;;1;1;fix scheduling bug where drivers queued in taskexecutor are not countedcreate drivercontext when split is added instead of waiting until a thread is associated with the split;
1040;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;check for no tpch nodes when generating splits;;;0;check for no tpch nodes when generating splits;;;;;;1;1;check for no tpch nodes when generating splits;
1042;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;add support for sampled tables to hive connector;;;0;add support for sampled tables to hive connector;;addressed @dain s comments @electrum can you take a look? || ;;;;1;1;add support for sampled tables to hive connector;
1046;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;add tracking of failures for metastore api calls;;;0;add tracking of failures for metastore api calls;;;;;;1;1;add tracking of failures for metastore api calls;
"1050;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;1;implement values;;;0;implement values;;"" we should be able to prune the columns for queries like:``` sqlselect count(*) from (values (11 2) (sin(33) 2+2)) x (a b)select a from (values (11 2) (sin(33) 2+2)) x (a b)```but i dont know where we would put that code  also it would require special handling for no-columns || i dont know this syntax and we (at my company) only need simple implementation of _values_sql-92 say that :> values <row value constructor>> it is a function>         specify a set of <row value constructor>s to be constructed into a tabledoes this pr implements the """"simple"""" way ? || > we should be able to prune the columns for queries like > but i dont know where we would put that code also it would require special handling for no-columnsyou need to add a rule in `pruneunreferencedoutputs` for `valuesnode` it needs to look at the list of expected outputs that gets passed in and drop anything the node produces that is not in that list || other than those comments  "";;;;1;1;implement values;"
1054;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;add tracking of latency and failures for hadoop api calls;;;0;add tracking of latency and failures for hadoop api calls;;;;;;1;1;add tracking of latency and failures for hadoop api calls;
1056;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix effectivepredicateextractor range summary bug;occurs when the rangeset has no ranges.;;0;fix effectivepredicateextractor range summary bug;occurs when the rangeset has no ranges;;;;;1;1;fix effectivepredicateextractor range summary bugoccurs when the rangeset has no ranges;
"1061;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix joins that have order by rand();;;0;fix joins that have order by rand();;whats the failure mode without this fix? (maybe add a quick explanation in the commit message) || updated the commit message || ;;;;1;1;""fix joins that have order by rand()previously """"only deterministic expressions may be considered for rewrite"""" exception was thrown"";"
1065;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix handling of hive timestamp in maps/lists;also  add more unit tests for rcfile formats;;0;fix handling of hive timestamp in maps/lists;also add more unit tests for rcfile formats;add a comment to the commit message describing what the issue was otherwise ;;;;1;1;fix handling of hive timestamp in maps/listshive timestamp was serialized as a string when it was in a map/list butas a bigint when it was a primitive this makes it always be serializedas a bigint of secondsalso add more unit tests for rcfile formats;
1069;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;rename analyzer.approximate-queries-enabled;change name of config flag to analyzer.experimental-syntax-enabled  since it s used to gate more than just approximate queries (rescaled sampling);;0;rename analyzerapproximate-queries-enabled;change name of config flag to analyzerexperimental-syntax-enabledsince its used to gate more than just approximate queries (rescaledsampling);;;;;1;1;rename analyzerapproximate-queries-enabledchange name of config flag to analyzerexperimental-syntax-enabledsince its used to gate more than just approximate queries (rescaledsampling);
1077;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;add more details to time logging in test queries;;;0;add more details to time logging in test queries;;thanks!  ;;;;1;1;add more details to time logging in test queries;
"1087;1;0;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;change default read timeout to 1 second;i m not sure if the values are correct  but this shows how the default config system works;;0;change default read timeout to 1 second;im not sure if the values are correct but this shows how the default config system works;""updated to new configuration defaults system || looks good but i had some questions || ready to go but waiting on a review of  by @electrum  || @cberner i added a new commit """"update to new config binder api"""" and changed the defaults for  client a bit ||  "";;;;1;1;set  client defaultschange default idle timeout to 2 secondchange default request timeout to 10 secondchange default connections per host to 250;"
1088;1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;add error codes;;;0;add error codes;;the code in `cachinghivemetastore` is already complex and this makes it worse we should consider how this can be simplified || if its not too difficult it would be good to make the hive changes in a separate commit || ;;;;1;1;add error codes for hive;
1089;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;parallelize test queries in presto-main;make all unit tests in presto-main run in parallel by default  and annotate non-threadsafe tests with singlethreaded=true;;0;parallelize test queries in presto-main;make all unit tests in presto-main run in parallel by default andannotate non-threadsafe tests with singlethreadedtrue;;;;;1;1;parallelize test queries in presto-mainmake all unit tests in presto-main run in parallel by default andannotate non-threadsafe tests with singlethreadedtrue;
1100;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;run all tests in parallel by default;annotate all tests that use @beforemethod with singlethreaded=true;;0;run all tests in parallel by default;annotate all tests that use @beforemethod with singlethreadedtrue;;;;;1;1;run all tests in parallel by defaultannotate all tests that use @beforemethod with singlethreadedtrue;
1105;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;remove potential deadlock with broken connectors;replace synchronized lock with a custom lock with timeout support  for close and updatesource stage change and then attempt to acquire lock.  if lock is acquired  process change  otherwise lock holder will process change before releasing lock.  for close  if lock can not be acquired  interrupt lock holder.;;0;remove potential deadlock with broken connectors;replace synchronized lock with a custom lock with timeout supportfor close and updatesource stage change and then attempt to acquirelock  if lock is acquired process change otherwise lock holderwill process change before releasing lockfor close if lock can not be acquired interrupt lock holder;its hard to play out all the concurrency scenarios in my mind but it looks reasonable assuming tests pass im ok you may also want to try it out in the scale cluster ||;;;;1;1;remove potential deadlock with broken connectorsreplace synchronized lock with a custom lock with timeout supportfor close and updatesource stage change and then attempt to acquirelock  if lock is acquired process change otherwise lock holderwill process change before releasing lockfor close if lock can not be acquired interrupt lock holder;
1108;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;fix division by zero in varianceaggregation;;;0;fix division by zero in varianceaggregation;;add a test that reproduces the issueother than that ;;;;1;1;fix division by zero in some aggregationsfix both varianceaggregation and approximateaverageaggregation;
"1109;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;update s3 filesystem;this is an updated version of #1044.;;1044.0;update s3 filesystem;this is an updated version of #1044;;support write and retry in prestos3filesystem;1 support writing to s32 implement retry when reading from s33 disable the extensive logging;""@electrum comments addressed i get this deployed and running on a 10 node presto cluster reading/writing to/from s3 || are you going to open a new pull request? || whoops i accidentally close it reopen now || kindly ping || does this support writing result tables to s3? || yes this supports """"create table as select"""" to create table in s3 || great does it already support that for hdfs?  i didnt see that ability in the documentation || """"create table as select"""" should already be supported: || @zhenxiao in order to avoid more back and forth on the review i made some changes to your commit and created a new pull request #1109 with it and added some additional commits with other fixes and unit tests it would be great if you can review and try it out (will also have someone else on our end review it maybe @dain) sorry that i kept you waiting for so long on this || @electrum thanks i will review and test it over the weekend || "";1;0;add tests for s3 table creation;"
1115;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;fix null values for databasemetadata.getcolumns;;;0;fix null values for databasemetadatagetcolumns;;sure ||;;;;1;1;fix null values for databasemetadatagetcolumns;
1116;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fixes;;;0;fixes;;ship it! ||;;;;1;1;fix bug in nodeschedulerhashmap was being recreated on every iteration of loop;
1122;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;indivisible;;;0;indivisible;;looks good but wait until i cut release 061 before pushing ||;;;;1;1;add missing @override annotations;
1125;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;read timing;;;0;read timing;;;;;;1;1;add support for tracking connector read time;
1128;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;add directorylister interface;use dependency injection instead of a static method call.;;0;add directorylister interface;use dependency injection instead of a static method call;;;;;1;1;add directorylister interface;
1129;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1;0;refactor failure handling;- split failureinfo into clientfailureinfo and failureinfo  so that error codes can be propagated back from workers - change errorcode to a concrete class  instead of an interface  to allow it to be json serialized;;0;refactor failure handling;- split failureinfo into clientfailureinfo and failureinfo so that error codes can be propagated back from workers- change errorcode to a concrete class instead of an interface to allow it to be json serialized;split the commit into two one for each logical change || other than those comments ;;;;1;1;refactor failure handlingsplit failureinfo into executionfailureinfo and failureinfo so that error codes can be propagated back from workers;
"1131;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;record  started  counter for queries that fail to parse;in the last release we started tracking parsing failures for error categorization  but the change was missing the call to increment the started counter.  as a result  the started and completed counters get permanently out of sync and cause the number of running queries to be reported as 0.  fixes https://github.com/facebook/presto/issues/1130;;0;""record """"started"""" counter for queries that fail to parse"";in the last release we started tracking parsing failures for error categorizationbut the change was missing the call to increment the started counteras a result the started and completed counters get permanently out of syncand cause the number of running queries to be reported as 0fixes https://githubcom/facebook/presto/issues/1130;;;;;1;1;""record """"started"""" counter for queries that fail to parsein the last release we started tracking parsing failures for error categorizationbut the change was missing the call to increment the started counteras a result the started and completed counters get permanently out of syncand cause the number of running queries to be reported as 0"";"
1132;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;rename hadoopapistats and move it out of util package;;;0;rename hadoopapistats and move it out of util package;;;;;;1;1;rename hadoopapistats and move it out of util package;
1134;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;categorize user errors;- categorize a bunch of illegal argument exceptions as user errors - categorize division by zero as a user error;;0;categorize user errors;- categorize a bunch of illegal argument exceptions as user errors- categorize division by zero as a user error;;;;;1;1;categorize user errors* categorize a bunch of illegal argument exceptions as user errors* categorize division by zero as a user error;
1136;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;include metastore host name in exception message;;;0;include metastore host name in exception message;;;;;;1;1;include metastore host name in exception message;
1143;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;use a private i/o thread pool for failure detector;;;0;use a private i/o thread pool for failure detector;;interesting config option;;;;1;1;use a private i/o thread pool for failure detector;
1145;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;allow additional modules with testingprestoserver;;;0;allow additional modules with testingprestoserver;;;;;;1;1;allow additional modules with testingprestoserver;
1151;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;add experimental syntax flag to functionregistry;- gate approximate functions with experimental syntax flag - will also be used to gate future experimental functions  like the ml functions;;0;add experimental syntax flag to functionregistry;- gate approximate functions with experimental syntax flag- will also be used to gate future experimental functions like the ml functions;;;;;1;1;add experimental syntax flag to functionregistry* gate approximate functions with experimental syntax flag* will also be used to gate future experimental functions like the ml functions;
1153;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;categorize errors and improve prestoexception message;;;0;categorize errors and improve prestoexception message;;;;;;1;1;categorize invalid regex errors;
1154;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;categorize partition offline exceptions;also preserve their exception type by making partitionofflineexception extend prestoexception. this fixes our internal tests;;0;categorize partition offline exceptions;also preserve their exception type by making partitionofflineexception extend prestoexception this fixes our internal tests;;;;;1;1;categorize partition offline exceptionsalso preserve their exception type by making partitionofflineexception extend prestoexception this fixes our internal tests;
1156;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;rename abstracthiverecordcursor to hiverecordcursor;;;0;rename abstracthiverecordcursor to hiverecordcursor;;;;;;1;1;rename abstracthiverecordcursor to hiverecordcursor;
1160;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;fix npe in planprinter;;;0;fix npe in planprinter;;;;;;1;1;fix npe in planprinter;
1162;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;rewrite identical projection expressions in terms of the same symbol;this is an existing gap in our optimizer whereby a projection may have the same deterministic expression being generated for multiple output symbols. this results in the expression being computed and stored multiple times unnecessarily.  for example  consider this query:   previously our plan would look like this:   with the fix it looks like this: https://gist.github.com/erichwang/e08606ae5fe17dc52a6c;;0;rewrite identical projection expressions in terms of the same symbol;this is an existing gap in our optimizer whereby a projection may have the same deterministic expression being generated for multiple output symbols this results in the expression being computed and stored multiple times unnecessarilyfor example consider this query: our plan would look like this: the fix it looks like this //gistgithubcom/erichwang/e08606ae5fe17dc52a6c;thats odd that used to work before there wasnt any explicit optimization step but it was a side-effect of how the planner worksanyway  actually this is a slightly different case than what you are thinking of so the planner does take care of this if you explicitly call out a the expressions in a projection: like select a+1 a+1 from a and it happens in the initial planning phase the problem here is that the duplicate projections expressions are implicitly generated when we coalesce multiple consecutive projections together from under a join for example consider this:select \* from (select dummy || x as dummy from dual) a join dual b on adummy  bdummythe join planner will add a projection to generate a new adummy for the equijoin even though an existing one was already used to produce the query output ||;;;;1;1;rewrite identical projection expressions in terms of the same symbol;
1163;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;fix range bug in spi;this is a nasty one.;;0;fix range bug in spi;this is a nasty one;;;;;1;1;fix range bug in spi;
1167;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;fix race condition in hive tests;;;0;fix race condition in hive tests;;;;;;1;1;fix race condition in hive tests;
1168;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;fix error bounds for approximate sum and avg;;;0;fix error bounds for approximate sum and avg;;;;;;1;1;bug fix for approximate avg and sum error bounds* fix avg error bound so that we divide by the unweighted number of samples instead of the weighted number* fix sum error bound to include missing samples term and to compute the variance of the unweighted data* include derivation of error bounds in comments* improve unit tests for approximate aggregations:** check that error bound is neither too tight nor too loose** test on random number of samples instead of always testing on a  size** increase amount of data used in testing;
1172;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;errors;;;0;errors;;;;;;1;1;categorize errors with json functions;
1173;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;resize group by builder;;;0;resize group by builder;;@cberner will this get merged soon? we hit this problem frequently with our customers so hope this change will be merged into upstream sooner than later || yes it just needs a quick round of review and then well merge it hopefully tomorrow but definitely before the next release || cool thank you very much! || other than the minor comments  ;;;;1;1;change canuse() to return true on success instead of false;
1178;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;add helper methods similar to checkargument;;;0;add helper methods similar to checkargument;;;;;;1;1;add helper methods similar to checkargument;
1179;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;fix bug in create table as select;;;0;fix bug in create table as select;;;;;;1;1;fix bug where fields may be written in the wrong orderthis bug in create table as select was introduced by ad73cf8f57f70da2b165f0128c4c84ed6f5b2c14with the removal of the call to unpack() this of this method was to turn multi-fieldchannels into one channel per field but also reordered channels to match what the operatorexpected;
1185;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;fix npe in sqltaskexecution.isfinished;;;0;fix npe in sqltaskexecutionisfinished;;;;;;1;1;fix npe in sqltaskexecutionisfinished;
"1190;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;fix numberformatexception killing cli bug;;;0;fix numberformatexception killing cli bug;;""please squash the commits || this looks good but please title the commit """"handle numberformatexception in parser"""" since this is not directly related to the cli || "";;;;1;1;handle numberformatexception in parser;"
