issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Error Handling,Logging,Lang,Data Structure,DevOps,i18n,Setup,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,Big Data,Event Handling,App,GIS,Multimedia,CG,corpus
1842,1898,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,customizable ctrl f  not hard coded return to edit clip names this inserts a menu item under editalso share code with the clip context menuresolves      short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior thanks for this but it only partially resolves as stated in the steps to reproduce the problem occurs in label tracks as well as audio tracks   thanks for this but it only partially   as stated in the steps to reproduce the problem occurs in label tracks as well as audio tracksperhaps a separate issue number for that case theni offered esc to un focus a label so that return has its usual meaning and i still like this idea myself but it needs elaborationi think shortcut keys should be overloadable with different meanings when the program is in different states its not a bad principle after all   whenever you open a drop down or pop up menu you are in a temporary state where keystrokes do different things they invoke accelerators of menu items i have said and will say again that i think that what we need what will take more development than a bug fix is an improved system of hierarchical foci and context sensitive assignment of shortcuts to actions  develop a proper notion of nested foci track panel track clip or label   have easy keystroke navigation among them not just tabbing among peers but up  and down hierarchy like what i can do with voiceover on mac but built in to audacity even without screen readers   let return and other keys scope differently depending on what is focused  advantage is not running out of scarce keystrokes as more functionality is added or having to use very un mnemonic ones or modifier key chords just to avoid conflicts in a single flat scopeyour opinions of that i believe that label tracks behavior is present in   as well i dont think we have the capacity or time to change this behavior for     i believe that label tracks behavior is present in   as well i dont think we have the capacity or time to change this behavior for  its differentin   tabbing to a label also put a text insertion cursor in the box hitting return exits text editing repeated return then toggles selection of the label track on and off tab key brings back an insertion cursor  davidbailes didnt strongly object that i know ofin   we have sort of another level of focus   one for the label as a whole the horizontal bar brightens another for the label boxin   tabbing cycles among labels but does not put an insertion cursor in them another return keystroke does that instead repeated return shows and hides this cursori offered esc as escape from this the horizontal bar becomes dark as a visual clue if you can see visual clues then return changes track selectiondavid isnt satisfied with this but i want to resist the appropriation of yet more un mnemonic keystrokes i didnt really like ctrl f  either   i think there should just be a contextually different f  action so instead we could make return key with edit cursor visible exit label editing and exit label focusso if you tab to a label you would return three times instead of two to change track selection stateone more keystroke but no new key is assigned anythinggood enough   so instead we could make return key with edit cursor visible exit label editing and exit label focus    so if you tab to a label you would return three times instead of two to change track selection state    one more keystroke but no new key is assigned anything    good enoughi think that sounds confusingtaking a step back the original design spec had the same shortcut enter for renaming clips and labelsthis commit changes the default keystroke for renaming clips to ctrl   f assuming that the designers still want the same keystroke then why keep using enter for renaming labelsif there is a shortage of time since there are no existing commands with the default shortcut ctrl   f  then in the case of labels hardcoding it wouldnt be the end of the world though doing it properly would be better   i have said and will say again that i think that what we need what will take more development than a bug fix is an improved system of hierarchical foci and context sensitive assignment of shortcuts to actions      develop a proper notion of nested foci track panel track clip or label     have easy keystroke navigation among them not just tabbing among peers but up  and down hierarchy like what i can do with voiceover on mac but built in to audacity even without screen readers     let return and other keys scope differently depending on what is focused    advantage is not running out of scarce keystrokes as more functionality is added or having to use very un mnemonic ones or modifier key chords just to avoid conflicts in a single flat scope    your opinions of thati think you mentioned somewhere else that you were going to create an issue discussion for this i think that would be a better way of getting feedback rather than on this pull request     so instead we could make return key with edit cursor visible exit label editing and exit label focus    so if you tab to a label you would return three times instead of two to change track selection state    one more keystroke but no new key is assigned anything    good enough    i think that sounds confusingi pushed another commit try it  taking a step back the original design spec had the same shortcut enter for renaming clips and labels this commit changes the default keystroke for renaming clips to ctrl   f there was mention of that keystroke elsewhere and some unwritten agreement with  tantacrul that we can compromise with a new keystroke  assuming that the designers still want the same keystroke then why keep using enter for renaming labels if there is a shortage of time since there are no existing commands with the default shortcut ctrl   f  then in the case of labels hardcoding it wouldnt be the end of the world though doing it properly would be better i do not understand what you mean by properlymy notion of properly but not easily is outlined in my previous commenti want a compromise that satisfies you and us in short time  tantacrul could you please confirm whether or not you think the shortcuts for renaming a selected clip and a selected label should be the same    tantacrul could you please confirm whether or not you think the shortcuts for renaming a selected clip and a selected label should be the sameif they were the same then when clips have a selected attribute it will be possible for both clips and labels to be selected at the same time in that case when if a user pressed the rename shortcut which type of items are renamed could be determined using the context of the type of track being the focus ie audio or label   i pushed another commit try iti tried the commit and still think its confusing  i still think that its not at all intuitive that a keystroke that is used for changing the selectedness of a track may open a label name of editing if the label is selected  a keyboard user can quite easily not know that a label is selected   either because it is off screen or the user is using a screen reader  in your commit when a user pressed enter to finish an edit of a label this now deselects the label i dont think a user would expect that  i want a compromise that satisfies you and us in short timei think we need to know whether the designers want the same command and default shortcut for renaming selected clips and labels and as ive said if they do im happy for ctrl f  to be hardcoded for labels as a temporary measure if time is short    tantacrul could you please confirm whether or not you think the shortcuts for renaming a selected clip and a selected label should be the samei think that would make sense and reduce cognitive load yes ctrl   f  sounds reasonable to me actually there is a problem  we can only associate one command name with the keystroke what should this shared clip label renaming thing be called rename is too general rename clip too specific rename clip or label is ugly maybe alt f  for the labelmy opinion about the ideal longer term solution needing much work is that simply f  can mean different things in different contexts and the system of associating keystrokes with commands needs more elaboration to allow that overloadingi still dont know if  davidbailes agrees with that ideal     i pushed another commit try it    i tried the commit and still think its confusing      i still think that its not at all intuitive that a keystroke that is used for changing the selectedness of a track may open a label name of editing if the label is selectedkeystrokes might vary what they do according to the kind of focus why not    a keyboard user can quite easily not know that a label is selected   either because it is off screen or the user is using a screen readerthen is the answer to be sure to announce every change of focus letting each label be a focus letting the label track be a higher order one    in your commit when a user pressed enter to finish an edit of a label this now deselects the label i dont think a user would expect thatis this not just a return to the   and earlier behavior which you did not object to return key while edit cursor is visible returns focus to the track      i want a compromise that satisfies you and us in short time    i think we need to know whether the designers want the same command and default shortcut for renaming selected clips and labels and as ive said if they do im happy for ctrl f  to be hardcoded for labels as a temporary measure if time is short actually i am bothered by some implications in the implementation if the customizable keystroke is the same the function handling it must be the same under present limitations there must also be one name given to that commandbut labels and clips are very different things the need for a single handler function that must know about both   conflicts with other work i m trying to do with modularization which aims to separate things like label track support in general from the program entirely as a drop in modulei say again a better system with contextual overloading of keystrokes so they map to handler functions one to many is a thing to develop please tell me you agree or no   actually there is a problem  we can only associate one command name with the keystroke what should this shared clip label renaming thing be called rename is too general rename clip too specific rename clip or label is ugly maybe alt f  for the label  i think there should be one command with the default shortcut ctrl f  its a context dependent command and the user has only to remember one shortcuti dont see a problem with a command with the name rename clip or label but maybe others could come up with a better suggestion for the name  my opinion about the ideal longer term solution needing much work is that simply f  can mean different things in different contexts and the system of associating keystrokes with commands needs more elaboration to allow that overloading    i still dont know if  davidbailes agrees with that idealas ive said already i think your ideas for a longer term solution would be better discussed in a separate issue discussionwhat is being suggested here by me and i think  tantacrul is a command which is context sensitive   what is being suggested here by me and i think  tantacrul is a command which is context sensitiveyes that is what i was saying too unless there is a technical time objection that i havent considered of course from a user perspective i have no problem with context sensitive keyboard shortcuts so long as there is also consistencyfor example ok for one shortcut to be used to  zoom in on timeline  zoom in on db scale  zoom in on spectrogram  zoom in on plot spectrum scale  but not ok for one shortcut to  zoom in on timeline  open label for editing  toggle selectionthough even with consistency context sensitivity could be confusing as users are often unaware of which element has focus or even the concept of focus if something is not obvious to users then thats a design problemjust my  c         i pushed another commit try it            i tried the commit and still think its confusing          i still think that its not at all intuitive that a keystroke that is used for changing the selectedness of a track may open a label name of editing if the label is selected    keystrokes might vary what they do according to the kind of focus why notclearly in general the actions of keystrokes can vary depending on what object is the focusbut here the focus is the track a label never is the focus and i think thats appropriateagain if you want to continue discuss you idea of having a focus hierarchy within the track panel please open an issue discussion about it        a keyboard user can quite easily not know that a label is selected   either because it is off screen or the user is using a screen reader    then is the answer to be sure to announce every change of focus letting each label be a focus letting the label track be a higher order one  as ive said above i dont think a label should be the focus and in this case its a question of one or more than one being selected not being the focus the rename command should act on the selected items not the focused item      in your commit when a user pressed enter to finish an edit of a label this now deselects the label i dont think a user would expect that    is this not just a return to the   and earlier behavior which you did not object to return key while edit cursor is visible returns focus to the track  in   and earlier using tab and shift tab opened a custom text box for editing this text box was not accessible for users of screen readers in my guide to audacity for screen readers ive always advised users of screen readers to not use the tab and shift tab keystrokes in a label tracknow that in   tab and shift tab just select a label i was hoping that might make more functionality safely available to users of screen readers in particular the work that you did so that a selected label could be moved on its own however for that to be the case then this current issue of the use of enter needs to be sorted out and the bug with creating a label by typing  i have a pr for this bug but it was written assuming that the hardcoded enter was going to be removed      i want a compromise that satisfies you and us in short time            i think we need to know whether the designers want the same command and default shortcut for renaming selected clips and labels and as ive said if they do im happy for ctrl f  to be hardcoded for labels as a temporary measure if time is short     actually i am bothered by some implications in the implementation if the customizable keystroke is the same the function handling it must be the same under present limitations there must also be one name given to that command    but labels and clips are very different things the need for a single handler function that must know about both   conflicts with other work i m trying to do with modularization which aims to separate things like label track support in general from the program entirely as a drop in module  as far as i can see the command could be implemented now and that implementation can be changed in the future so that it fits in with whatever code restructuring that youre designing   i say again a better system with contextual overloading of keystrokes so they map to handler functions one to many is a thing to develop please tell me you agree or noyou are expecting me to say yes of no to a sentence which i dont fully understandcommands may be context sensitive but i dont know what you mean by the contextual overloading of keystrokes it could mean many things   from a user perspective i have no problem with context sensitive keyboard shortcuts so long as there is also consistency for example ok for one shortcut to be used to      zoom in on timeline    zoom in on db scale    zoom in on spectrogram    zoom in on plot spectrum scale        but not ok for one shortcut to      zoom in on timeline    open label for editing    toggle selection  this might define whats ok or not in a set of default bindings but users should be free to customize bindings in lower levels of the focus tree as they choosefor now we have just one global mapping of keystrokes to commandids internal string identifiers that are paired with functions that execute themi think we might want something like different mappings of keystrokes to commandids and from commandids to actions both mappings dependent on focus a mapping at a lower level of focus might inherit mappings from a higher level of focus and override mappings selectivelyfor instance define ctrl c   copy just once in a high level mapping but lower level mappings might reassociate copy   function differently and appropriately we wont need just one copy function that has to switch on the kind of focus and do unrelated things         i pushed another commit try it                  i tried the commit and still think its confusing              i still think that its not at all intuitive that a keystroke that is used for changing the selectedness of a track may open a label name of editing if the label is selected            keystrokes might vary what they do according to the kind of focus why not    clearly in general the actions of keystrokes can vary depending on what object is the focus but here the focus is the track a label never is the focus and i think thats appropriatestrong disagreement the absence of but need for a proper notion of sub track focus for clip or for label feels very obvious to me now consider also the new context menu items for clips and some problems of that new design that peter has pointed out a notion of the focused clip independent of what the time selection is is needed   this might define whats ok or not in a set of default bindings but users should be free to customize bindings in lower levels of the focus tree as they chooseyes of course im referring to default bindingswhether or not users are free to customize bindings in lower levels of the focus tree as they choose is a design option   i do not see that as a necessary requirementdont forget that it is only a small minority of users that customize their key bindings with carefully selected key bindings there should be no need for the vast majority of users to customize them     this might define whats ok or not in a set of default bindings but users should be free to customize bindings in lower levels of the focus tree as they choose    yes of course im referring to default bindings whether or not users are free to customize bindings in lower levels of the focus tree as they choose is a design option   i do not see that as a necessary requirement dont forget that it is only a small minority of users that customize their key bindings with carefully selected key bindings there should be no need for the vast majority of users to customize themtrue but also  having the mapping from keystrokes to dispatch functions being not necessarily one to one as now but possibly one to many based on focus context will have advantages from my point of view advantages for better compatibility with modularization efforts and other nicer structurekeeping things implemented in separate functions but allowing overloading of keystrokes would also let us re use more mnemonic keystrokes for things rather than all the disambiguating modifier key chords and other uglinessf  is a recent example   we want it to remain the key for envelope tool but if its also a natural key for renaming following some other application conventions then really it would be nicest to use it for that too when a clip is focused not ctrl f      as ive said above i dont think a label should be the focus and in this case its a question of one or more than one being selected not being the focus the rename command should act on the selected items not the focused item  again i dont see why a label shoudnt be focus but ah you mention selection different from focusreview the abstract class wxaccessible see that what its really for is defining and navigating a hierarchy of objects that are focusable or selectablecompare getfocus with getselections focus is unique among sisters under a node but selection is allowed to be any subset of themlabels within a track can easily conform to this model  why noti think audacity needs to define its own abstract classes and implementations of them to represent a tree of navigable items and map that onto wxaccessiblei think trackpanelax needs reimplementation and generalization this way   will have advantages from my point of view advantages for better compatibility with modularization efforts and other nicer structurebe careful to not conflate desirable for developers and desirable for users they are different though not mutually exclusive things and the latter must take priority as users are the raison d tre for the app     in   and earlier using tab and shift tab opened a custom text box for editing this text box was not accessible for users of screen readers in my guide to audacity for screen readers ive always advised users of screen readers to not use the tab and shift tab keystrokes in a label trackoh that was my omission   not observing behavior when you change the preference to open a dialog box      i say again a better system with contextual overloading of keystrokes so they map to handler functions one to many is a thing to develop please tell me you agree or no    you are expecting me to say yes of no to a sentence which i dont fully understand commands may be context sensitive but i dont know what you mean by the contextual overloading of keystrokes it could mean many thingsall right you agree about context sensitivitywhat im thinking would involve some further elaboration of the keyboard preferences dialog so that there is not one but multple mappings of keys to commands dependent on different kinds of context and accessible to the user for customization as i mentioned recently in a replay to steve a mapping for a subsidiary focus context might inherit mappings from a parent scope by default but also give some special overridesyes i need to elaborate these ideas in writing in more detail when i have more freedom thanks for approval  vsverchinsky my decision about this i will merge the first commit only not the change for labeltrackview that  davidbailes didnt likei will make a small change adding ellipsis to the new menu command item because it may open a dialog rename clip lwinterberg note the new item under the edit menu which must be in the manualthis will   but still not resolve   fullyi will later make another pr to resolve   well enough for   i will use the hard coded ctrl f  which  davidbailes said is good enough its awful for the long term and not customizable of course it will not add any new internationalized string to the menus  paul licameli   i will later make another pr to resolve   well enough for   i will use the hard coded ctrl f  which  davidbailes said is good enough its awful for the long term and not customizable of course it will not add any new internationalized string to the menusgiven that the developers are short for time before   ive assumed that it would be helpful if i created a pull request for this     paul licameli      i will later make another pr to resolve   well enough for   i will use the hard coded ctrl f  which  davidbailes said is good enough its awful for the long term and not customizable of course it will not add any new internationalized string to the menus    given that the developers are short for time before   ive assumed that it would be helpful if i created a pull request for this   thank you
1752,1914,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,allow the application appearance to match the theme on macos currently this is implemented for macos users onlywindows has not yet published the api linux requires gtk  and we build against gtk  currentlyresolves    short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior can we become a working build with gtk    wxgtk    python wxpython  i use the packages above with a stable audacity    plugins enabled but can notbuilding a clean and working since the  x release of audacityif more info needed i can post the contents of spec files  ohquait you may want to ask in the  forum  or the  dev discord  about this instead of some random pull request that already is merged
1739,1916,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,fix bug with lof unicode using resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior thanks for looking at this  gera gas unfortunately this does not fix the problem for me tested on xubuntu   in fact it prevents audacity from importing from any lof file even those that contain lower ascii characters onlythe problem here is that  if buf i  maybe you need this to guess the encoding or maybe theres no need to check other than ensuring that it isnt a huge file wxtextfile seems to be pretty robust wrt opening files that dont contain text if the file isnt readable as text the import will fail so we just need to tell the user that it failedits unfortunate that lof files were not defined to have a standard header of some sort so that we could easily recognize them something to keep in mind if the lof format is ever extended as it is about the only thing that we know a lof file  must  have is at least one occurrence of the word file as the first non whitespace word on a line  stevedaulton i add new checking control and test it on ascii utf  with and without bom and utf  with and without bom file formats too on my pc all work fine
1896,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,click away from trackpanel still in audacity ends clip name edit resolves    this is unlike the case of loss of focus when clicking outside of audacitywhich was the case at ec e  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1927,1936,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,fix recording to a new track resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior now merged into master and release branches
1884,1938,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,fix tab usage in wavetrack resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior my review is complete i don t approve yet i m not sure how i tell github to retract my mistaken approval i approve understanding that another issue will be opened for the problem of the tab key cycle for the right channel in case clips do not align
1903,1940,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,adds an ability to change projects user version based on features used this commit introduces a new mechanism to allow projects components to specify the audacity version they require to be loaded it is possible to set the version based on the features that are currently in use smart clips use this new approach to require at least audacity   if there are trimmed clips in the projectresolves    short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1934,1947,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,issue   renaming clip using the keyboard resolves  the keyboard to rename a clip in an audio track regardless of which clip is selected the same clip in the audio track is always renamedfix in wavetrackaffordancecontrols starteditnameofmatchingclip the call to starteditclipname edits the name of mfocusclip so set the value of mfocusclip not meditedclip   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1260,1950,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,playback looping drags resolves   resolves   resolves   this completes the user interface for playback looping with three click and drag actions in the timeline  dragging a completely new play region arrow cursor   resizing an existing region east west arrows   moving an existing region hand please observe also  the context menu item to make selection follow play region drags works  yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region  escape key aborts all drags  left click without drag still starts playback  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1706,1950,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,playback looping drags resolves   resolves   resolves   this completes the user interface for playback looping with three click and drag actions in the timeline  dragging a completely new play region arrow cursor   resizing an existing region east west arrows   moving an existing region hand please observe also  the context menu item to make selection follow play region drags works  yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region  escape key aborts all drags  left click without drag still starts playback  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1707,1950,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,playback looping drags resolves   resolves   resolves   this completes the user interface for playback looping with three click and drag actions in the timeline  dragging a completely new play region arrow cursor   resizing an existing region east west arrows   moving an existing region hand please observe also  the context menu item to make selection follow play region drags works  yellow snap guidelines at edges of labels or clips and of the selection when it isnt following the play region  escape key aborts all drags  left click without drag still starts playback  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1946,1958,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,fixes splash screen size when whats new is shown also real link to the video is now addedresolves    short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1822,1965,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,fix crash on looping play seen on windows resolves    a recurrence of bugs   and   these worked around a bug in the soxrlibrary recent rearrangements of playback engine sometimes failed to do theworkaround   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior i can confirm that   is related to this issue too it is even easier to reproduce on jack however it happens without looping as well looking into the fix makes me not so sure that this will help we need to wait for the appimage to be built first as the bug is much easier to catch in release build   however it happens without looping as well looking into the fix makes me not so sure that this will help we need to wait for the appimage to be built first as the bug is much easier to catch in release buildif the call stack doesnt involve the soxr library its something else  soxr deinterleave f is on top for windows as wellanyway i can confirm that issue with jack is as well works for me with  alpha that is it doesnt crash there is still a glitch at the start of playback but thats a different issue
1961,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,snapping when dragging whole play region leaves length unchanged resolves    moving the whole play region should never change its length when it snaps either end   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1962,1976,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,fixes alt key behavior if track is present there are still edge cases left while editing the clip name the fix for them will be complex and is out of scope for the release branch hotfixresolves      short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1780,1978,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,change shortcut for renaming label to hardcoded ctrl f  resolves  for label tracks enter hardcoded for renaming the selected label is the same shortcut used by default by the command for toggling the selectedness of the trackfix  use the shortcut ctrl f  for renaming the selected labelwarning  this has been implemented by hardcoding this shortcut rather than providing a context sensitive command for renaming both clips and labels this was done due to a shortage of time this hardcoded shortcut should be removed after the release of  in changing the shortcut from enter to ctrl f  in labeltrackview docapturekey in the line if isvalidindex mtexteditindex project isvalidindex mnavigationindex project  the case isvalidindex mnavigationindex project was removed this had been added in commit a ad d presumably to capture the enter key this was an incorrect change and caused issue  a label can be created by typing regardless of option settingso this commit also fixes that issue   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior  paul licameli probably we do want this fix in the current release branch too    paul licameli probably we do want this fix in the current release branch tooit looks low risk to me at a quick glance if you are convinced it is correct and does not conflict with other recent developments in labeltrack then please cherry pick it into release too
1860,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,clips visibility resolves      i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior please do an interactive rebase to permute wave clip frame drawings adjustment and then unified hit testing routines for wave clips to the start then every commit in the sequence will compile third commit wavetrackaffordancehandle refactoring should mention in commit comment that the click is now also conditional on visibility of details the drawing of small clips could be improved observe this screenshot a one second clip is shown at a magnification where clip details are still considered visible see the top  the two quarter circles with   pixel radius intersectperhaps you can make the radius the lesser of the constant and one half the rectangle with the drawing of small clips could be improved observe this screenshot a one second clip is shown at a magnification where clip details are still considered visible see the top  the two quarter circles with   pixel radius intersect    perhaps you can make the radius the lesser of the constant and one half the rectangle with     img altscreen shot   at       pm width  src idea
1931,1985,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,fix for text navigation with arrows resolves   same fix is applied to both clip names and labels  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1924,1992,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,issue   starting play with empty selection loop disabled do not play a short bit from time zero do not briefly show play head thereuse the start time option which prepares all before the firsttrackbufferexchange call and not the older seek mechanism that instead seta variable and let the portaudio thread to react to it possibly the threaddid not see the change in variable promptly enough explaining the symptomresolves    short description of the changes and the motivation to make the changes     i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1971,1993,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,fix timeline hot zones resolves    make correct hot zones for drags in the timeline when looping is disabled   i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1984,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fix playback policies resolves   resolves   resolves   resolves   behavior of playback when looping is not enabled should be as before play from left edge of the selection either to right edge if that is different or to the end of the tracks and once onlyalso change reactions of play in progress to changes of the loop region or state of the loop button when button is up play as non looped when it is down jump only leftward to the start of the loop and only when playback reaches the right edge so if playback is right of the loop it also continues to the end and stops  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
1994,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fix playback policies resolves   resolves   resolves   resolves   behavior of playback when looping is not enabled should be as before play from left edge of the selection either to right edge if that is different or to the end of the tracks and once onlyalso change reactions of play in progress to changes of the loop region or state of the loop button when button is up play as non looped when it is down jump only leftward to the start of the loop and only when playback reaches the right edge so if playback is right of the loop it also continues to the end and stops  i signed  cla  the title of the pull request describes an issue it addresses  if changes are extensive then there is a sequence of easily reviewable commits  each commits message describes its purpose and effects  there are no behavior changes unnecessary for the stated purpose of the prrecommended  each commit compiles and runs on my machine without known undesirable changes of behavior
