prNumber;Util;NLP;APM;Network;DB;Interpreter;Logging;DataStructure;i18n;DevOps;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;BigData;App;GIS;prTitle;prBody;prIssue;issueNumber;issueTitle;issueBody;prComments;issueTitleLink;issueBodyLink;issue_Comments;isPR;isTrain;commitMessage;prCodeReviewComments
241;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;set default encoding to utf-8;the utf-8 support of latex  [biber]( and [latex editors]( is really mature. to have interoperable  .bib  files  jabref should set the default encoding (for new users) to  utf-8;;0.0;;;;;;;1.0;1.0;;
248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;removes button to merge entries and keep the old ones.;- renames merge button into  merge entries . - removes button to merge entries and keep the old ones. the old ones are now always deleted.;;0.0;;;;;;;1.0;1.0;;
251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;removes legacy options to sync files in the  pdf  or  ps  field;why? - these legacy actions are replaced by using the  file  field and a much more sophisticated file sync action.;;0.0;;;;;;;1.0;1.0;;
253;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;cleanup preferences;this pr remove preferences that are no longer used in jabref.  i checked the usage each public field of  jabrefpreferences  and  if there was no such usage  searched for string occurrences of the preference value in the complete project. if such usage was found  i replaced it with a usage of the respective field. otherwise  i deleted the preference.  all in all  only a surprisingly small amount of preferences is not used.;;0.0;;;;;;;1.0;1.0;;
259;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;fixed some warnings  missing copyright statements  and some minor issues;pushtoemacs is causing formatting problems (works with manual formatting)  but other than that  i believe that everything should be ok.;;0.0;;;;;;;1.0;1.0;;
264;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;remove unused menus for import/export;found some dead code in jabrefframe which has been used to generate submenus for custom imports/exports.   would be glad if someone checks whether this is okay.;;0.0;;;;;;;1.0;1.0;;
266;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;removed a number of warnings  added copyright etc;cleanups based on warnings  primarily: - removed right-hand side arguments of diamond operators - static functions - commented empty blocks - added try-with - avoided hiding variables  included copyright statements.;;0.0;;;;;;;1.0;1.0;;
267;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;removes option to hide the bibtex code tab in the entry editor.;why? - i do not see the point of hiding the bibtex code tab in the entry editor. hence  i removed the option.;;0.0;;;;;;;1.0;1.0;;
274;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;save size of mergeentrydialog and mergeentrydoidialog;as per @koppor s request (sort of)  the  mergeentry*  dialogs now save and restore their size and position (same for both).;;0.0;;;;;;;1.0;1.0;;
276;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;refactor bibtex model (a bit);- renames getallfields() to getfieldnames()  - add getfields() method  often the workflow in our code is:      java for(string name: entry.getfieldnames()) {   entry.getfield(name)    // do something }      we can directly use  entry.getfields()  for this now. are there any concurrency problems behind the old rationale or was it just dumb?;;0.0;;;;;;;1.0;1.0;;
277;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;refactor casechangers;;;0.0;;;;;;;1.0;1.0;;
280;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;removes option to disable renaming in filechooser dialogs.;why? - i think this is annoying as one would expect this to work.   i can also live with the option that this is always active  but giving the user the option to choose is not good in my opinion.;;0.0;;;;;;;1.0;1.0;;
283;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;replaced print-out messages with logger;added logger instead of print-outs in a bunch of places.;;0.0;;;;;;;1.0;1.0;;
286;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fixed a number of warnings;got rid of a number of warnings: - <> - static methods - commented empty blocks - general clean up;;0.0;;;;;;;1.0;1.0;;
287;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;doaj search;search for directory of open access journals. quite functional  but the remaining things should (probably) be done -  ~~help page~~ -  decide on where the bibjsonconverter class should be positioned (input?) -  more fields? ~~issn?~~ -  ~~better/more error checking~~ -  ~~handle search results with more than 100 entries properly~~ -  ~~fill empty methods in doajfetcher~~ -  ~~update status bar~~ -  add test for bibjsonconverter -  ~~enable stopping search~~  implements what is discussed in #208;;0.0;;;;;;;1.0;1.0;;
292;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;warning removal;more warnings removed.;;0.0;;;;;;;1.0;1.0;;
298;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;warningremoval5;removed a bunch of warnings. - redundant specifications in <> - resource leakage - commented empty blocks - removed calls to util.pr;;0.0;;;;;;;1.0;1.0;;
299;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;log message translation removals;trying to remove translated log messages  unless the translation is needed elsewhere. in that case i add a comment stating where the string is found.  i ll do this every now and then  so while not complete yet  it will be split in separate prs (unless there are any objections).;;0.0;;;;;;;1.0;1.0;;
301;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fixed a number of false positive translation strings;cleaned up the code (basically move localization.lang to the  correct  places) for a number of files to reduce the amount of false positives when it comes to possibly obsolete keys. this also resulted in some other related clean-ups  such as removing translation requests for database names (try to translate  inspire ).;;0.0;;;;;;;1.0;1.0;;
302;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;replaced some of the getkey arguments with constants from keybinds;replaced some of the getkey arguments with constants from keybinds  change: the preamble editor dialog doesn t have its own key entry for closing it.;;0.0;;;;;;;1.0;1.0;;
303;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;replaces the final(?) keybinds.string and some actions.string;some more cleanups.  in generalfetcher  the key binding for  fetch medline  is defined  which seems a bit non-intuitive. not sure how to proceed here.;;0.0;;;;;;;1.0;1.0;;
304;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;replaced system.*.println with logger in vm.java;after looking more into the bibtex vm (as part of pr #298)  i better understood the structure of vm.java. hence  the main focus was to introduce logging for the warn function and it also lead to that other printouts were replaced with the logger.;;0.0;;;;;;;1.0;1.0;;
305;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;add ability to format/cleanup the date field;the value in the date field has to be of the form yyyy-mm or yyyy-mm-dd according to the biblatex manual. this pr adds the ability to format/cleanup the date field to the correct format.;;0.0;;;;;;;1.0;1.0;;
308;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;removes option to toggle native file dialog on mac by making jabref aâ€¦;â€¦lways use native file dialogs on mac  as discussed in the dev meeting. but the option is only for mac users. to make this available for all other operating system  more has to be investigated. but this is not necessary for now.;;0.0;;;;;;;1.0;1.0;;
309;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;remove translation string  an error occurred while fetching from inspire source (%0):;i assume that the user knows in which context he his  therefore we can reuse the generic exception message to have less strings opened for translation.;;0.0;;;;;;;1.0;1.0;;
310;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;copacimportertest;new pr on a new branch. edited tests. no assignments. better formatting. cover dt (documenttype). new test in case an empty text is imported.  edit: added the suggestions into the testfile. checking the equality of copac and ris is ongoing.;;0.0;;;;;;;1.0;1.0;;
311;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0; openoffice.org/libreoffice improvements;changed default file names suitable for oo.o 4 and lo 5 and added support for having both openoffice.org and libreoffice installed (sort of);;0.0;;;;;;;1.0;1.0;;
320;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;concept: improve exception handling;(inspired by #301)   ultimate goal: improving the exception handling by - replacing generic exceptions by custom exceptions - support localization already on exception level   ... in the complete project.  current status:  - showing concept using newly introduced  jabrefexception  for the preferences import;;0.0;;;;;;;1.0;1.0;;
321;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;endnote importer test;;;0.0;;;;;;;1.0;1.0;;
329;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;moved things from the util file;i ve moved some methods from the util file to more suitable places.  the destination was determined by where the method was (most) used or where it seems to fit.  as a result of this i also moved the corresponding tests to a more suitable location.;;0.0;;;;;;;1.0;1.0;;
330;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;328: added more and better information with unsaved database;![capturedialog](  (in this case it was a new database  otherwise the full path is shown.);;0.0;;;;;;;1.0;1.0;;
331;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;make model independent;net.sf.jabref.model has no dependencies anymore to whatsoever in jabref. this would allow to extract these classes in a separate library. or to put them under heavy testing as this is the core of jabref.;;0.0;;;;;;;1.0;1.0;;
332;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;better search;this pr is intended to work on the search capability.  it includes  and should include   there is an ongoing discussion of features at  -  concurrency bug as data structures are shared (boolean) -  documentation update (english) -  documentation update (german) -  disable/enable open in new window and global search only when a search has been executed previously -  why is  regex  search enabled by default? i would have expected it to be turned off as default. (i reset my preferences and started a vanilla jabref . -  remove debug output -  esc should leave the search and focus the currently selected entry -  i pressed  ctrl+f  multiple times. the view changed (behavior due to old jabref behavior  i would like to have that removed).  -  further  i cannot switch back from  filter  to  float . have to restart jabref. steps:  float  is activated. search for a string where you can see the floated area. switch to  filter . ok. switch back to  float : nothing happens. after a restart  float works as usual. -  preview is broken in combination with the new search. when switching from  float  to  fitler  and back: the preview panel constantly updates and the empty area above the entry grows and grows. however  this is a separate issue. --> fixed as this was a larger concurrency issue as a lot of code was not executed on the swing edt -  search is not aware of currently active groups. hence  the displayed search results (found x matches) may be strange to the user when no entries are shown at all. - [x] when the advanced search is active  the search icon on the left is marked red.  - [x] critical focus is lost from the search window sometimes as the entry editor can grab the focus in some cases. fixed by removing the set focus upon changing the entry editor tab.;;0.0;;;;;;;1.0;1.0;;
335;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;clean-up of stringutil and some added tests;replaced/removed/unified some methods in stringutil and added some tests in stringutiltest.;;0.0;;;;;;;1.0;1.0;;
336;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;inlined abbreviation button from journalabbreviationbutton to entryedâ€¦;moved the method generating the journal abbreviation button and inlined it in entryeditor.  i changed (and corrected) the translations strings and while i agree that the append-approach is not preferred there was a reason: if any of the menu items   options  and  manage journal abbreviations   are translated  but the tool tip is not  it will still give the correct information. the reason for not using %0 etc is that anything after the first string to be inserted is not translatable.;;0.0;;;;;;;1.0;1.0;;
340;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;java8 + sidepane;java 8 conversion and removal of unused methods in sidepanemanager and sidepanecomponent.;;0.0;;;;;;;1.0;1.0;;
342;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;added tests for most methods in stringutils;the ones that remain are: -  getpart - not really clear to me how it works -  findencodingsforstring - unused  but seems quite useful (e.g. we could possibly suggest an encoding when trying to save with a bad encoding)  related change in this pr: - change in filelisttablemodel  which basically reimplemented stringutil.encodestringarray;;0.0;;;;;;;1.0;1.0;;
343;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0; replaced deprecated glazedlists-api with current;i replaced the deprecated calls to the glazedlists-api with the current versions. the major difference is that the new ones are not thread-safe and as such in most placed i ve used the suggested factory method to obtained a wrapped list/model.  this seems to work  but may require a bit more testing/thinking. especially to figure out if the wrapping may not be needed in all places and if there actually should be wrapping where there currently isn t.  a better option would be to explicitly lock and unlock the tables  but that require much more work.;;0.0;;;;;;;1.0;1.0;;
351;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;show folder info on tab if file names are identical;- tab shows the minimal unique folder name substring if multiple database files share the same name;;0.0;;;;;;;1.0;1.0;;
354;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;medline plain importer test;fixed indexoutofbounds for medlineplainimporter when testfile has lines with too few characters. removed unreachable code. created 100% testcoverage for medlineplainimporter.;;0.0;;;;;;;1.0;1.0;;
356;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;test for inspecimporter;completed code coverage and discovered a bug in bibtexentrytype (bibtetentrytype.gettype() all_types.get() returns null);;0.0;;;;;;;1.0;1.0;;
359;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;add test for bibtex key generation and refactoring;verify that special latex characters in author names are handled correctly in bibtex key generation (from [sf bug 1186](  small code cleanup ( makelabel  now returns voids since it updates the entry instead of returning a updated one);;0.0;;;;;;;1.0;1.0;;
361;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;fix bug: encoding was not read from comment;the encoding was not correctly inferred from the first/second line of the file  i.e. from      % encoding: encoding      this bug is covered in the tests by changing the default encoding to something different from the encoding in the test files. fixed this bug by completely rewriting  checkforencoding .;;0.0;;;;;;;1.0;1.0;;
